coid,year_q,RET
6805,2024Q4,-10.1996
6806,2024Q4,-4.9998
6807,2024Q4,0.3486
6811,2024Q4,19.0479
6821,2024Q4,-9.9798
6823,2024Q4,1.1271
6829,2024Q4,5.9074
6830,2024Q4,-3.3535
6831,2024Q4,1.8093
6834,2024Q4,-1.735
6835,2024Q4,-9.9889
6838,2024Q4,-11.8822
6840,2024Q4,-2.6821
6841,2024Q4,-6.6147
6843,2024Q4,-4.3645
6844,2024Q4,-6.2091
6846,2024Q4,4.1398
6855,2024Q4,10.9155
6856,2024Q4,-2.0314
6859,2024Q4,1.7455
6861,2024Q4,0.165
6862,2024Q4,0.0
6863,2024Q4,6.8491
6865,2024Q4,7.5085
6869,2024Q4,3.1976
6870,2024Q4,-3.6956
6872,2024Q4,-5.4054
6873,2024Q4,2.445
6874,2024Q4,4.7669
6875,2024Q4,-7.5174
6877,2024Q4,22.3684
6881,2024Q4,3.0835
6885,2024Q4,-4.0544
6890,2024Q4,-2.9335
6894,2024Q4,-6.0053
6895,2024Q4,16.4635
6899,2024Q4,-6.4221
6901,2024Q4,-13.4922
6902,2024Q4,-19.3878
6903,2024Q4,3.1374
6904,2024Q4,-1.7544
6906,2024Q4,-15.3623
6909,2024Q4,1.2034
6910,2024Q4,6.1681
6913,2024Q4,-8.1481
6914,2024Q4,5.7268
6916,2024Q4,-6.9766
6918,2024Q4,-0.1241
6919,2024Q4,2.3294
6922,2024Q4,31.6293
6923,2024Q4,-7.1759
6925,2024Q4,-4.4279
6928,2024Q4,26.9024
6929,2024Q4,-2.6451
6931,2024Q4,-2.5869
6933,2024Q4,-10.8511
6934,2024Q4,-2.1302
6936,2024Q4,-3.0956
6937,2024Q4,21.1218
6944,2024Q4,3.4674
6952,2024Q4,-1.6016
6953,2024Q4,-7.4945
6957,2024Q4,16.3727
6958,2024Q4,-12.4549
6961,2024Q4,-1.9318
6962,2024Q4,-0.3634
6967,2024Q4,3.7622
6968,2024Q4,-6.2208
6971,2024Q4,-0.5035
6982,2024Q4,56.6666
6994,2024Q4,7.3059
6996,2024Q4,17.0001
6997,2024Q4,28.2179
7402,2024Q4,14.4204
7547,2024Q4,-8.1817
7556,2024Q4,30.4687
7584,2024Q4,1.5423
7642,2024Q4,3.3732
7703,2024Q4,-0.3498
7704,2024Q4,14.2028
7705,2024Q4,-1.6688
7708,2024Q4,-1.6042
7709,2024Q4,11.464
7711,2024Q4,23.7998
7712,2024Q4,17.2042
7713,2024Q4,8.635
7714,2024Q4,-3.4377
7715,2024Q4,-4.8911
7716,2024Q4,-5.8251
7718,2024Q4,-5.0088
7721,2024Q4,-1.1392
7722,2024Q4,-9.5471
7723,2024Q4,8.6895
7728,2024Q4,-4.4375
7732,2024Q4,-0.603
7734,2024Q4,-10.3064
7736,2024Q4,2.1369
7738,2024Q4,-10.2407
7743,2024Q4,-1.7543
7744,2024Q4,0.3333
7747,2024Q4,-1.7921
7750,2024Q4,3.1939
7751,2024Q4,-4.7907
7753,2024Q4,-10.4962
7757,2024Q4,-11.4803
7760,2024Q4,-14.9155
7765,2024Q4,-0.6287
7767,2024Q4,10.5262
7769,2024Q4,-12.0156
7770,2024Q4,-6.1975
7777,2024Q4,4.0461
7780,2024Q4,15.2863
7782,2024Q4,-0.1148
7786,2024Q4,21.6667
7788,2024Q4,-0.0001
7791,2024Q4,-8.5713
7792,2024Q4,82.4739
7794,2024Q4,-2.3809
7795,2024Q4,-5.3253
7799,2024Q4,-12.1019
7805,2024Q4,-17.1802
8011,2024Q4,-8.8679
8016,2024Q4,2.6571
8021,2024Q4,1.3637
8024,2024Q4,-3.3058
8027,2024Q4,-6.4724
8028,2024Q4,5.283
8032,2024Q4,-10.4584
8033,2024Q4,22.6316
8034,2024Q4,1.7502
8038,2024Q4,-14.4201
8039,2024Q4,-8.0943
8040,2024Q4,6.8084
8042,2024Q4,-10.9169
8043,2024Q4,-1.9518
8044,2024Q4,-16.4424
8045,2024Q4,9.0115
8046,2024Q4,12.0172
8047,2024Q4,15.5002
8048,2024Q4,-0.5964
8049,2024Q4,-4.5789
8050,2024Q4,4.986
8054,2024Q4,16.5257
8059,2024Q4,7.7712
8064,2024Q4,-4.4643
8066,2024Q4,-3.7036
8067,2024Q4,-2.1448
8068,2024Q4,-5.0
8069,2024Q4,-2.847
8070,2024Q4,-5.3249
8071,2024Q4,25.6
8072,2024Q4,-6.142
8074,2024Q4,-5.9704
8076,2024Q4,-4.9154
8077,2024Q4,0.2181
8080,2024Q4,21.9723
8081,2024Q4,6.4303
8083,2024Q4,4.1011
8084,2024Q4,-2.8943
8085,2024Q4,-10.9292
8086,2024Q4,9.4056
8087,2024Q4,0.9574
8088,2024Q4,-0.7446
8089,2024Q4,-19.694
8091,2024Q4,-3.0887
8092,2024Q4,-0.4915
8093,2024Q4,-3.2864
8096,2024Q4,-2.1794
8097,2024Q4,7.1782
8099,2024Q4,-7.3496
8101,2024Q4,-12.2173
8102,2024Q4,-1.923
8103,2024Q4,-2.0121
8104,2024Q4,-23.6062
8105,2024Q4,-6.8322
8107,2024Q4,-11.7781
8109,2024Q4,3.8593
8110,2024Q4,-9.1205
8111,2024Q4,36.6287
8112,2024Q4,-7.7761
8114,2024Q4,18.3575
8121,2024Q4,-8.3613
8131,2024Q4,-7.6924
8147,2024Q4,13.3
8150,2024Q4,-2.1841
8155,2024Q4,3.896
8163,2024Q4,-13.4195
8171,2024Q4,-18.6558
8176,2024Q4,-7.8175
8182,2024Q4,-2.8105
8183,2024Q4,-0.2513
8201,2024Q4,-7.2463
8210,2024Q4,-7.7855
8213,2024Q4,-8.6665
8215,2024Q4,-9.6386
8222,2024Q4,5.1385
8227,2024Q4,17.4196
8234,2024Q4,24.8545
8240,2024Q4,-1.7133
8249,2024Q4,16.1708
8255,2024Q4,2.1471
8261,2024Q4,0.5485
8271,2024Q4,-5.485
8272,2024Q4,2.4155
8277,2024Q4,-12.8288
8279,2024Q4,-3.4223
8284,2024Q4,-1.3513
8289,2024Q4,1.0504
8291,2024Q4,-7.2602
8299,2024Q4,15.7097
8341,2024Q4,-4.7723
8342,2024Q4,3.0232
8349,2024Q4,-3.7796
8354,2024Q4,-6.5218
8358,2024Q4,-0.8474
8367,2024Q4,-1.3858
8374,2024Q4,3.3334
8383,2024Q4,9.0037
8390,2024Q4,-13.521
8401,2024Q4,9.4892
8403,2024Q4,0.6958
8404,2024Q4,-6.3866
8409,2024Q4,4.6773
8410,2024Q4,1.5344
8411,2024Q4,-0.3773
8415,2024Q4,-1.1731
8416,2024Q4,7.7671
8421,2024Q4,-0.3323
8422,2024Q4,-0.8265
8423,2024Q4,1.4635
8424,2024Q4,-0.73
8426,2024Q4,-2.2474
8429,2024Q4,-14.3412
8431,2024Q4,-1.4401
8432,2024Q4,-4.0689
8433,2024Q4,-0.4642
8435,2024Q4,0.2777
8436,2024Q4,-1.992
8437,2024Q4,-13.2978
8438,2024Q4,-9.7102
8440,2024Q4,-11.0013
8442,2024Q4,2.4153
8443,2024Q4,-3.3899
8444,2024Q4,-2.388
8446,2024Q4,-5.3062
8450,2024Q4,0.4185
8454,2024Q4,-8.2531
8455,2024Q4,-6.1632
8462,2024Q4,-0.4444
8463,2024Q4,-1.9159
8464,2024Q4,-8.375
8466,2024Q4,-3.7558
8467,2024Q4,4.604
8472,2024Q4,0.386
8473,2024Q4,-1.7733
8476,2024Q4,-12.2558
8477,2024Q4,3.7972
8478,2024Q4,-12.8964
8481,2024Q4,0.1997
8482,2024Q4,36.9799
8488,2024Q4,-5.085
8489,2024Q4,17.7525
8499,2024Q4,-2.9046
8905,2024Q4,7.0945
8906,2024Q4,1.2621
8908,2024Q4,-4.2577
8916,2024Q4,1.5875
8917,2024Q4,1.5875
8921,2024Q4,13.0783
8923,2024Q4,3.7739
8924,2024Q4,-6.9183
8926,2024Q4,-1.5349
8927,2024Q4,-6.6414
8928,2024Q4,4.6581
8929,2024Q4,-25.7733
8930,2024Q4,2.2187
8931,2024Q4,-1.9428
8932,2024Q4,6.6665
8933,2024Q4,-4.0001
8935,2024Q4,0.909
8936,2024Q4,-9.3986
8937,2024Q4,2.4138
8938,2024Q4,2.0379
8940,2024Q4,4.793
8941,2024Q4,1.4969
8942,2024Q4,-5.5986
8996,2024Q4,-6.6275
9103,2024Q4,3.6624
910322,2024Q4,2.9197
9105,2024Q4,26.1515
910861,2024Q4,-7.1998
9110,2024Q4,-0.7143
911608,2024Q4,14.4198
911622,2024Q4,0.8146
911868,2024Q4,-2.6848
912000,2024Q4,-1.6027
9136,2024Q4,4.5678
9802,2024Q4,5.8037
9902,2024Q4,-6.8655
9904,2024Q4,-9.5587
9905,2024Q4,-0.2184
9906,2024Q4,-6.6404
9907,2024Q4,-2.2364
9908,2024Q4,-0.659
9910,2024Q4,1.5267
9911,2024Q4,-1.1822
9912,2024Q4,-0.415
9914,2024Q4,-5.6248
9917,2024Q4,-3.8911
9918,2024Q4,-1.6148
9919,2024Q4,3.9103
9921,2024Q4,-6.9078
9924,2024Q4,-3.745
9925,2024Q4,-0.0001
9926,2024Q4,-3.2257
9927,2024Q4,-1.6925
9928,2024Q4,-9.4444
9929,2024Q4,-2.8124
9930,2024Q4,0.9021
9931,2024Q4,-1.1596
9933,2024Q4,-5.5079
9934,2024Q4,-4.8779
9935,2024Q4,-6.6341
9937,2024Q4,-3.811
9938,2024Q4,-12.3392
9939,2024Q4,0.3401
9940,2024Q4,-2.048
9941,2024Q4,-11.4894
9942,2024Q4,-1.7316
9943,2024Q4,-0.8794
9944,2024Q4,-0.9757
9945,2024Q4,-4.2412
9946,2024Q4,-11.0238
9949,2024Q4,-0.7782
9950,2024Q4,16.0921
9951,2024Q4,-10.6844
9955,2024Q4,-6.25
9958,2024Q4,-6.2859
9960,2024Q4,-2.1113
9962,2024Q4,-5.1779
1101,2024Q3,2.5797
1102,2024Q3,5.8758
1103,2024Q3,-0.8173
1104,2024Q3,0.0
1108,2024Q3,-0.329
1109,2024Q3,2.7248
1110,2024Q3,-2.8634
1201,2024Q3,-0.813
1203,2024Q3,-3.9318
1210,2024Q3,-3.9178
1213,2024Q3,-2.0408
1215,2024Q3,-1.3128
1216,2024Q3,5.5689
1217,2024Q3,0.4
1218,2024Q3,-1.1963
1219,2024Q3,-0.0001
1220,2024Q3,-2.096
1225,2024Q3,-13.4796
1227,2024Q3,0.8952
1229,2024Q3,-2.0633
1231,2024Q3,-1.818
1232,2024Q3,1.017
1233,2024Q3,1.8404
1234,2024Q3,-0.0002
1235,2024Q3,23.4817
1236,2024Q3,-1.4522
1240,2024Q3,-0.1888
1256,2024Q3,5.0002
1259,2024Q3,-3.3897
1264,2024Q3,-1.2519
1268,2024Q3,-1.6056
1294,2024Q3,0.0001
1295,2024Q3,9.0361
1301,2024Q3,3.6822
1303,2024Q3,1.5451
1304,2024Q3,7.6669
1305,2024Q3,5.0148
1307,2024Q3,13.7575
1308,2024Q3,5.263
1309,2024Q3,19.231
1310,2024Q3,-0.7634
1312,2024Q3,1.8868
1313,2024Q3,3.3473
1314,2024Q3,-2.6723
1315,2024Q3,-0.2808
1316,2024Q3,-17.199
1319,2024Q3,11.053
1321,2024Q3,-4.6952
1323,2024Q3,-8.2491
1324,2024Q3,1.1319
1325,2024Q3,-5.7239
1326,2024Q3,-0.799
1336,2024Q3,10.4164
1337,2024Q3,4.6283
1338,2024Q3,0.6109
1339,2024Q3,-0.8503
1340,2024Q3,8.0941
1341,2024Q3,1.7859
1342,2024Q3,1.047
1402,2024Q3,5.9311
1409,2024Q3,0.0001
1410,2024Q3,-2.8909
1413,2024Q3,3.3092
1414,2024Q3,2.9346
1416,2024Q3,1.923
1417,2024Q3,-8.1449
1418,2024Q3,-3.8238
1419,2024Q3,0.1026
1423,2024Q3,1.3421
1432,2024Q3,5.0706
1434,2024Q3,-2.1026
1435,2024Q3,3.5217
1436,2024Q3,-16.6665
1437,2024Q3,0.975
1438,2024Q3,-26.1078
1439,2024Q3,-9.9423
1440,2024Q3,-1.8183
1441,2024Q3,-1.4881
1442,2024Q3,4.321
1443,2024Q3,1.3721
1444,2024Q3,0.0
1445,2024Q3,0.5194
1446,2024Q3,-10.4127
1447,2024Q3,-4.1296
1449,2024Q3,-2.8687
1451,2024Q3,0.4951
1452,2024Q3,-0.2916
1453,2024Q3,-12.7358
1454,2024Q3,-2.4127
1455,2024Q3,-2.6201
1456,2024Q3,-14.4859
1457,2024Q3,-1.7032
1459,2024Q3,-3.3334
1460,2024Q3,-0.0001
1463,2024Q3,-9.9222
1464,2024Q3,7.4628
1465,2024Q3,1.7107
1466,2024Q3,6.9106
1467,2024Q3,-1.8779
1468,2024Q3,0.3495
1470,2024Q3,-2.8574
1471,2024Q3,-5.9026
1472,2024Q3,-1.4825
1473,2024Q3,-1.0725
1474,2024Q3,1.5937
1475,2024Q3,1.9802
1476,2024Q3,1.679
1477,2024Q3,-5.4659
1503,2024Q3,0.227
1504,2024Q3,-0.5098
1506,2024Q3,-2.5398
1512,2024Q3,-7.7122
1513,2024Q3,0.877
1514,2024Q3,-5.2552
1515,2024Q3,-2.356
1516,2024Q3,-6.8127
1517,2024Q3,-0.2426
1519,2024Q3,-5.6973
1521,2024Q3,0.1269
1522,2024Q3,-6.101
1524,2024Q3,15.2352
1525,2024Q3,-1.1447
1526,2024Q3,-4.3332
1527,2024Q3,0.6425
1528,2024Q3,-3.7928
1529,2024Q3,-2.9505
1530,2024Q3,-9.091
1531,2024Q3,2.0689
1532,2024Q3,-0.7605
1533,2024Q3,2.0809
1535,2024Q3,-0.3226
1536,2024Q3,-14.8368
1537,2024Q3,3.8062
1538,2024Q3,-1.0871
1539,2024Q3,5.1021
1540,2024Q3,9.9403
1541,2024Q3,-5.5632
1558,2024Q3,5.9633
1560,2024Q3,-8.284
1563,2024Q3,-3.2813
1565,2024Q3,10.9858
1568,2024Q3,0.3483
1569,2024Q3,28.1587
1570,2024Q3,-13.4308
1580,2024Q3,-1.9417
1582,2024Q3,-6.7264
1583,2024Q3,-5.4628
1584,2024Q3,-1.8041
1586,2024Q3,3.125
1587,2024Q3,-12.3016
1589,2024Q3,5.9101
1590,2024Q3,7.7705
1591,2024Q3,-7.3558
1593,2024Q3,3.7171
1595,2024Q3,13.5507
1597,2024Q3,-6.6986
1598,2024Q3,-0.3442
1599,2024Q3,-2.3738
1603,2024Q3,-4.8569
1604,2024Q3,-0.5263
1605,2024Q3,-0.4269
1608,2024Q3,-1.3373
1609,2024Q3,-4.159
1611,2024Q3,-2.5283
1612,2024Q3,-5.4868
1614,2024Q3,-0.9722
1615,2024Q3,1.7798
1616,2024Q3,8.3745
1617,2024Q3,-9.2631
1618,2024Q3,-4.7141
1623,2024Q3,4.3932
1626,2024Q3,7.1206
1702,2024Q3,0.3603
1707,2024Q3,-0.0001
1708,2024Q3,6.4352
1709,2024Q3,4.8936
1710,2024Q3,4.4444
1711,2024Q3,0.7607
1712,2024Q3,-3.0475
1713,2024Q3,-5.9029
1714,2024Q3,0.4464
1717,2024Q3,8.4126
1718,2024Q3,4.4065
1720,2024Q3,-3.0074
1721,2024Q3,51.4971
1722,2024Q3,-3.1719
1723,2024Q3,1.5001
1725,2024Q3,-2.4852
1726,2024Q3,1.0179
1727,2024Q3,22.2223
1730,2024Q3,-0.7393
1731,2024Q3,2.5644
1732,2024Q3,-0.1725
1733,2024Q3,-0.1673
1734,2024Q3,-2.8634
1735,2024Q3,11.7241
1736,2024Q3,28.049
1737,2024Q3,-1.2713
1742,2024Q3,4.0699
1752,2024Q3,-3.9911
1760,2024Q3,-2.4517
1762,2024Q3,-5.1707
1773,2024Q3,7.8788
1776,2024Q3,5.1801
1777,2024Q3,3.6015
1781,2024Q3,-5.4756
1783,2024Q3,-8.2706
1784,2024Q3,-7.4814
1785,2024Q3,-1.5104
1786,2024Q3,-3.2967
1788,2024Q3,-0.361
1789,2024Q3,-0.1943
1795,2024Q3,-8.3622
1796,2024Q3,-2.9622
1799,2024Q3,-49.9999
1802,2024Q3,13.3333
1805,2024Q3,-9.6415
1806,2024Q3,2.9789
1808,2024Q3,-8.2071
1809,2024Q3,3.0023
1810,2024Q3,8.0778
1813,2024Q3,-0.255
1815,2024Q3,-8.2608
1817,2024Q3,3.5582
1903,2024Q3,-3.0613
1904,2024Q3,-4.8263
1905,2024Q3,11.8556
1906,2024Q3,3.9216
1907,2024Q3,6.7741
1909,2024Q3,4.6429
2002,2024Q3,4.0449
2006,2024Q3,1.2788
2007,2024Q3,10.048
2008,2024Q3,-16.9835
2009,2024Q3,7.8704
2010,2024Q3,0.5466
2012,2024Q3,-1.4841
2013,2024Q3,-0.5464
2014,2024Q3,16.5373
2015,2024Q3,2.5331
2017,2024Q3,1.9453
2020,2024Q3,4.7121
2022,2024Q3,6.0001
2023,2024Q3,4.6205
2024,2024Q3,-0.2247
2025,2024Q3,-2.5104
2027,2024Q3,-5.0683
2028,2024Q3,15.304
2029,2024Q3,2.7134
2030,2024Q3,9.0651
2031,2024Q3,1.3425
2032,2024Q3,12.8713
2033,2024Q3,36.4986
2034,2024Q3,2.7369
2035,2024Q3,-0.463
2038,2024Q3,9.915
2049,2024Q3,-0.9259
2059,2024Q3,-13.0433
2061,2024Q3,5.263
2062,2024Q3,7.5199
2063,2024Q3,-9.7454
2064,2024Q3,9.3646
2065,2024Q3,-0.3354
2066,2024Q3,-0.9049
2067,2024Q3,-8.4072
2069,2024Q3,10.8036
2070,2024Q3,26.6271
2072,2024Q3,-9.6183
2073,2024Q3,1.5282
2101,2024Q3,-8.889
2102,2024Q3,1.6092
2103,2024Q3,1.9271
2104,2024Q3,0.6096
2105,2024Q3,4.3302
2106,2024Q3,-1.1132
2107,2024Q3,-3.3707
2108,2024Q3,-4.2038
2109,2024Q3,0.038
2114,2024Q3,-5.3373
2115,2024Q3,-0.7923
2201,2024Q3,10.092
2204,2024Q3,-6.2262
2206,2024Q3,-4.1993
2207,2024Q3,7.4244
2208,2024Q3,-5.1071
2211,2024Q3,-4.4357
2221,2024Q3,-0.1693
2227,2024Q3,3.75
2228,2024Q3,7.3365
2230,2024Q3,1.1802
2231,2024Q3,-0.9952
2233,2024Q3,4.3888
2235,2024Q3,-3.3729
2236,2024Q3,7.6083
2239,2024Q3,-0.9454
2241,2024Q3,3.4378
2243,2024Q3,21.0641
2247,2024Q3,-3.0051
2248,2024Q3,-3.8461
2250,2024Q3,7.4957
2301,2024Q3,-7.0094
2302,2024Q3,5.2176
2303,2024Q3,-3.0634
2305,2024Q3,-3.9442
2308,2024Q3,-4.7561
2312,2024Q3,-8.8237
2313,2024Q3,-16.7073
2314,2024Q3,-4.7695
2316,2024Q3,3.5826
2317,2024Q3,1.626
2321,2024Q3,-4.0406
2323,2024Q3,-2.6183
2324,2024Q3,0.3015
2327,2024Q3,-5.175
2328,2024Q3,0.5706
2329,2024Q3,-4.0526
2330,2024Q3,1.8084
2331,2024Q3,-4.9339
2332,2024Q3,2.3811
2337,2024Q3,-3.2491
2338,2024Q3,-7.6138
2340,2024Q3,-6.0684
2342,2024Q3,6.2501
2344,2024Q3,-11.2266
2345,2024Q3,4.7245
2347,2024Q3,0.5549
2348,2024Q3,-33.5226
2349,2024Q3,-3.8921
2351,2024Q3,6.5455
2352,2024Q3,4.6024
2353,2024Q3,-6.7427
2354,2024Q3,-2.9241
2355,2024Q3,-4.971
2356,2024Q3,-5.4824
2357,2024Q3,2.9796
2359,2024Q3,-5.363
2360,2024Q3,14.3951
2362,2024Q3,3.2258
2363,2024Q3,2.7495
2364,2024Q3,-0.9948
2365,2024Q3,-8.6294
2367,2024Q3,-10.1562
2368,2024Q3,-6.1611
2369,2024Q3,-7.3171
2371,2024Q3,7.3144
2373,2024Q3,0.0
2374,2024Q3,-5.4327
2375,2024Q3,-3.7357
2376,2024Q3,-0.9578
2377,2024Q3,-5.1772
2379,2024Q3,-9.1693
2380,2024Q3,-0.3087
2382,2024Q3,-1.4923
2383,2024Q3,-3.8708
2385,2024Q3,1.2346
2387,2024Q3,-6.3653
2388,2024Q3,-1.5039
2390,2024Q3,5.4262
2392,2024Q3,-10.0699
2393,2024Q3,-3.7975
2395,2024Q3,-7.8797
2397,2024Q3,-6.334
2399,2024Q3,24.8964
2401,2024Q3,0.7962
2402,2024Q3,-9.3407
2404,2024Q3,-7.4019
2405,2024Q3,-10.7624
2406,2024Q3,-2.6633
2408,2024Q3,-10.1519
2409,2024Q3,3.6475
2412,2024Q3,1.2098
2413,2024Q3,-2.7713
2414,2024Q3,-1.1065
2415,2024Q3,13.7996
2417,2024Q3,-8.0581
2419,2024Q3,-1.2799
2420,2024Q3,13.1342
2421,2024Q3,-3.9501
2423,2024Q3,1.0309
2424,2024Q3,23.4265
2425,2024Q3,0.2322
2426,2024Q3,0.8831
2427,2024Q3,-7.1047
2428,2024Q3,1.163
2429,2024Q3,-11.2122
2430,2024Q3,1.9608
2431,2024Q3,1.9155
2433,2024Q3,-0.1966
2434,2024Q3,0.4659
2436,2024Q3,9.7053
2438,2024Q3,-24.3979
2439,2024Q3,-4.7619
2440,2024Q3,-4.5604
2441,2024Q3,-2.6621
2442,2024Q3,-18.3879
2444,2024Q3,4.6263
2449,2024Q3,-7.0248
2450,2024Q3,-0.5547
2451,2024Q3,-0.483
2453,2024Q3,-3.9146
2454,2024Q3,-5.2418
2455,2024Q3,16.9018
2457,2024Q3,1.9975
2458,2024Q3,-0.3309
2459,2024Q3,-1.2448
2460,2024Q3,2.2377
2461,2024Q3,-3.5993
2462,2024Q3,-4.5113
2464,2024Q3,-0.828
2465,2024Q3,-8.9795
2466,2024Q3,-0.5518
2467,2024Q3,-11.6668
2468,2024Q3,-4.5081
2471,2024Q3,-4.5454
2472,2024Q3,-6.5838
2474,2024Q3,0.2119
2476,2024Q3,-15.3488
2477,2024Q3,8.6957
2478,2024Q3,2.1236
2480,2024Q3,3.75
2481,2024Q3,4.4966
2482,2024Q3,-3.443
2483,2024Q3,1.4896
2484,2024Q3,1.5385
2485,2024Q3,-1.1082
2486,2024Q3,5.2631
2488,2024Q3,4.9368
2489,2024Q3,-7.3764
2491,2024Q3,-0.7195
2492,2024Q3,-2.2626
2493,2024Q3,-0.9061
2495,2024Q3,8.5578
2496,2024Q3,0.4002
2497,2024Q3,34.1501
2498,2024Q3,6.4044
2501,2024Q3,-10.8581
2504,2024Q3,-4.5621
2505,2024Q3,-13.889
2506,2024Q3,-3.4336
2509,2024Q3,-17.0125
2511,2024Q3,-4.8247
2514,2024Q3,-11.062
2515,2024Q3,-8.6143
2516,2024Q3,0.8438
2520,2024Q3,-14.886
2524,2024Q3,-21.9275
2527,2024Q3,-13.1981
2528,2024Q3,-11.6998
2530,2024Q3,-19.0134
2534,2024Q3,-6.5455
2535,2024Q3,-9.0415
2536,2024Q3,-11.7565
2537,2024Q3,-24.9449
2538,2024Q3,-11.3401
2539,2024Q3,-29.0599
2540,2024Q3,-17.931
2542,2024Q3,-10.0418
2543,2024Q3,7.4218
2545,2024Q3,-7.0422
2546,2024Q3,-7.702
2547,2024Q3,-3.721
2548,2024Q3,-10.4377
2596,2024Q3,-19.3478
2597,2024Q3,-4.8702
2601,2024Q3,9.2141
2603,2024Q3,6.9149
2605,2024Q3,7.554
2606,2024Q3,2.0108
2607,2024Q3,-0.7986
2608,2024Q3,0.3786
2609,2024Q3,6.9769
2610,2024Q3,4.3689
2611,2024Q3,-1.0266
2612,2024Q3,12.5144
2613,2024Q3,16.3494
2614,2024Q3,-6.2801
2615,2024Q3,18.2148
2616,2024Q3,-1.6019
2617,2024Q3,1.5575
2618,2024Q3,6.0819
2630,2024Q3,0.2915
2633,2024Q3,-1.0037
2634,2024Q3,-2.8225
2636,2024Q3,-0.7813
2637,2024Q3,13.5416
2640,2024Q3,-1.2821
2641,2024Q3,6.4933
2642,2024Q3,0.4311
2643,2024Q3,-3.6365
2645,2024Q3,-2.1042
2646,2024Q3,5.8722
2701,2024Q3,0.265
2702,2024Q3,0.2807
2704,2024Q3,2.131
2705,2024Q3,-2.1978
2706,2024Q3,1.0223
2707,2024Q3,-1.2165
2712,2024Q3,-5.6839
2718,2024Q3,-15.14
2719,2024Q3,-5.6819
2722,2024Q3,0.5917
2723,2024Q3,9.5525
2724,2024Q3,-13.3785
2726,2024Q3,-2.7463
2727,2024Q3,-0.8969
2729,2024Q3,0.4913
2731,2024Q3,-4.3957
2732,2024Q3,1.4742
2734,2024Q3,-2.5553
2736,2024Q3,-0.7675
2739,2024Q3,-1.2215
2740,2024Q3,11.1113
2743,2024Q3,-7.3913
2745,2024Q3,-5.6664
2748,2024Q3,4.4067
2751,2024Q3,-0.0001
2752,2024Q3,-2.5342
2753,2024Q3,-0.6624
2754,2024Q3,-4.1949
2755,2024Q3,1.758
2756,2024Q3,4.5168
2762,2024Q3,4.0814
2801,2024Q3,1.4163
2812,2024Q3,1.9391
2816,2024Q3,-4.0756
2820,2024Q3,-0.3324
2832,2024Q3,-4.5379
2834,2024Q3,0.9493
2836,2024Q3,-0.4167
2838,2024Q3,0.3236
2845,2024Q3,-1.7667
2849,2024Q3,1.3246
2850,2024Q3,-1.3654
2851,2024Q3,-6.1373
2852,2024Q3,-5.4168
2855,2024Q3,2.0797
2867,2024Q3,-5.2565
2880,2024Q3,0.7843
2881,2024Q3,3.2861
2882,2024Q3,4.7244
2883,2024Q3,2.4846
2884,2024Q3,-0.532
2885,2024Q3,-0.627
2886,2024Q3,0.8987
2887,2024Q3,-0.5406
2889,2024Q3,-3.8093
2890,2024Q3,1.0419
2891,2024Q3,5.3599
2892,2024Q3,0.5507
2897,2024Q3,-2.4272
2901,2024Q3,1.1745
2903,2024Q3,-3.8938
2904,2024Q3,-0.0001
2905,2024Q3,-11.5197
2906,2024Q3,-4.7503
2908,2024Q3,-1.432
2910,2024Q3,-4.4982
2911,2024Q3,-4.7916
2912,2024Q3,4.796
2913,2024Q3,6.6038
2915,2024Q3,-4.059
2916,2024Q3,2.675
2923,2024Q3,13.3761
2924,2024Q3,-11.0547
2926,2024Q3,-0.183
2929,2024Q3,24.5773
2937,2024Q3,1.7442
2939,2024Q3,18.9433
2941,2024Q3,-3.0865
2945,2024Q3,-3.8371
2947,2024Q3,4.8662
2948,2024Q3,2.2971
2949,2024Q3,-2.3117
3002,2024Q3,6.8494
3003,2024Q3,-1.5659
3004,2024Q3,-6.445
3005,2024Q3,-1.3275
3006,2024Q3,-8.4382
3008,2024Q3,-18.5899
3010,2024Q3,-5.5146
3011,2024Q3,-5.7334
3013,2024Q3,18.4209
3014,2024Q3,-2.7586
3015,2024Q3,-6.8536
3016,2024Q3,-0.6578
3017,2024Q3,-2.6405
3018,2024Q3,10.204
3019,2024Q3,-6.5573
3021,2024Q3,23.3267
3022,2024Q3,-4.5112
3023,2024Q3,1.1786
3024,2024Q3,-10.3529
3025,2024Q3,3.3548
3026,2024Q3,0.1094
3027,2024Q3,-3.0055
3028,2024Q3,-2.0377
3029,2024Q3,-3.7837
3030,2024Q3,-11.2853
3031,2024Q3,1.1991
3032,2024Q3,-6.8584
3033,2024Q3,-0.5755
3034,2024Q3,-4.0741
3035,2024Q3,-12.5001
3036,2024Q3,-10.5935
3037,2024Q3,-11.9266
3038,2024Q3,-5.7346
3040,2024Q3,21.5837
3041,2024Q3,14.0739
3042,2024Q3,-5.2174
3043,2024Q3,-3.2594
3044,2024Q3,-4.8429
3045,2024Q3,2.6784
3046,2024Q3,-8.3971
3047,2024Q3,-8.8918
3048,2024Q3,-15.1135
3049,2024Q3,16.0523
3050,2024Q3,-7.9439
3051,2024Q3,-2.6405
3052,2024Q3,-1.2048
3054,2024Q3,1.0896
3055,2024Q3,-10.3826
3056,2024Q3,-12.8991
3057,2024Q3,-4.6155
3058,2024Q3,15.5688
3059,2024Q3,-5.6252
