coid,year_q,RET
3026,2022Q2,-11.5555
3027,2022Q2,-8.5939
3028,2022Q2,-11.5691
3029,2022Q2,-6.6026
3030,2022Q2,-6.1394
3031,2022Q2,-11.4954
3032,2022Q2,-4.7945
3033,2022Q2,-10.789
3034,2022Q2,-25.6156
3035,2022Q2,-20.5821
3036,2022Q2,-4.3182
3037,2022Q2,-26.4501
3038,2022Q2,12.032
3040,2022Q2,-4.1476
3041,2022Q2,-21.5382
3042,2022Q2,-6.3982
3043,2022Q2,13.8823
3044,2022Q2,-4.2918
3045,2022Q2,-0.0002
3046,2022Q2,-8.8694
3047,2022Q2,6.0871
3048,2022Q2,-7.846
3049,2022Q2,-14.3347
3050,2022Q2,4.2813
3051,2022Q2,-21.7173
3052,2022Q2,-1.4563
3054,2022Q2,0.926
3055,2022Q2,-4.4805
3056,2022Q2,-21.1437
3057,2022Q2,-7.7519
3058,2022Q2,-13.793
3059,2022Q2,-11.9744
3060,2022Q2,-11.9156
3062,2022Q2,16.5252
3064,2022Q2,-0.4425
3066,2022Q2,-6.7567
3067,2022Q2,-2.4095
3071,2022Q2,-7.6922
3073,2022Q2,-11.2133
3078,2022Q2,-8.9136
3081,2022Q2,-19.9999
3083,2022Q2,-6.8825
3085,2022Q2,-15.4546
3086,2022Q2,-7.6577
3088,2022Q2,3.3114
3090,2022Q2,-7.3393
3092,2022Q2,-19.6259
3093,2022Q2,-18.4667
3094,2022Q2,-19.3651
3095,2022Q2,-4.3921
3105,2022Q2,-14.4445
3114,2022Q2,-9.8787
3115,2022Q2,-2.092
3118,2022Q2,-2.7312
3122,2022Q2,-26.1037
3128,2022Q2,-11.3301
3130,2022Q2,-2.0252
3131,2022Q2,-24.7557
3135,2022Q2,-5.7279
3138,2022Q2,-25.0783
3141,2022Q2,-23.0115
3147,2022Q2,-3.4524
3149,2022Q2,-20.4445
3152,2022Q2,-21.0301
3158,2022Q2,-1.3869
3162,2022Q2,-0.6378
3163,2022Q2,-18.0328
3164,2022Q2,4.4897
3167,2022Q2,-12.3078
3168,2022Q2,-5.0526
3169,2022Q2,-27.3775
3171,2022Q2,-0.8332
3176,2022Q2,-8.7236
3178,2022Q2,1.9131
3188,2022Q2,0.9554
3189,2022Q2,-18.5718
3191,2022Q2,0.7609
3205,2022Q2,86.9159
3206,2022Q2,-4.4642
3207,2022Q2,-5.6426
3209,2022Q2,-5.9279
3211,2022Q2,-10.4271
3213,2022Q2,-6.1896
3217,2022Q2,-17.1616
3218,2022Q2,10.0384
3219,2022Q2,-13.0678
3221,2022Q2,-6.7532
3224,2022Q2,-7.7387
3226,2022Q2,-1.4107
3227,2022Q2,-16.6379
3228,2022Q2,-15.484
3229,2022Q2,-9.7561
3230,2022Q2,-4.8484
3231,2022Q2,-5.9861
3232,2022Q2,-23.9584
3234,2022Q2,7.6923
3236,2022Q2,-11.3378
3252,2022Q2,46.3559
3257,2022Q2,-18.8562
3259,2022Q2,10.1929
3260,2022Q2,-20.8168
3264,2022Q2,-20.935
3265,2022Q2,-9.423
3266,2022Q2,-8.0882
3268,2022Q2,-13.3198
3272,2022Q2,-16.0535
3276,2022Q2,-3.7837
3284,2022Q2,-2.7132
3285,2022Q2,-3.7036
3287,2022Q2,-3.971
3288,2022Q2,10.8302
3289,2022Q2,-2.3299
3290,2022Q2,3.9999
3293,2022Q2,-0.6656
3294,2022Q2,-14.3054
3296,2022Q2,-7.5002
3297,2022Q2,-6.9842
3303,2022Q2,-0.0001
3305,2022Q2,-19.7948
3306,2022Q2,1.7393
3308,2022Q2,-7.541
3310,2022Q2,-0.9247
3311,2022Q2,-1.5061
3312,2022Q2,-12.0001
3313,2022Q2,-18.4906
3317,2022Q2,-20.7881
3321,2022Q2,-15.1786
3322,2022Q2,-20.936
3323,2022Q2,-10.9627
3324,2022Q2,-10.5692
3325,2022Q2,-11.8468
3332,2022Q2,0.1227
3338,2022Q2,-14.5772
3339,2022Q2,-13.0159
3346,2022Q2,-10.4705
3349,2022Q2,-10.1335
3354,2022Q2,4.0345
3356,2022Q2,-22.3313
3357,2022Q2,-17.991
3360,2022Q2,-6.1349
3362,2022Q2,-7.0608
3363,2022Q2,-3.5195
3372,2022Q2,-16.3581
3373,2022Q2,-19.8556
3374,2022Q2,-10.6709
3376,2022Q2,-5.1102
3379,2022Q2,-6.9675
3380,2022Q2,-6.5692
3388,2022Q2,-4.3829
3390,2022Q2,-12.0951
3402,2022Q2,-10.4193
3406,2022Q2,-11.793
3413,2022Q2,-16.0163
3416,2022Q2,3.1093
3419,2022Q2,-10.8938
3426,2022Q2,-2.8947
3430,2022Q2,-7.3052
3432,2022Q2,-5.9233
3434,2022Q2,-25.1757
3437,2022Q2,-13.8008
3438,2022Q2,-22.1053
3441,2022Q2,-9.4707
3443,2022Q2,-11.8966
3444,2022Q2,9.4443
3447,2022Q2,15.0913
3450,2022Q2,-9.2919
3455,2022Q2,-9.1667
3465,2022Q2,9.6447
3466,2022Q2,-13.9859
3479,2022Q2,7.3462
3481,2022Q2,-13.2617
3483,2022Q2,-15.7242
3484,2022Q2,-15.8226
3485,2022Q2,3.9886
3489,2022Q2,0.4806
3490,2022Q2,-10.9734
3491,2022Q2,-3.4811
3492,2022Q2,-5.3371
3494,2022Q2,28.0069
3498,2022Q2,-12.9432
3499,2022Q2,-9.4873
3501,2022Q2,-2.2678
3504,2022Q2,5.368
3508,2022Q2,9.1446
3511,2022Q2,-18.8081
3512,2022Q2,-1.1833
3515,2022Q2,-28.9902
3516,2022Q2,-3.9275
3518,2022Q2,-7.2065
3520,2022Q2,-18.3248
3521,2022Q2,-4.6429
3522,2022Q2,-3.2559
3523,2022Q2,5.3658
3526,2022Q2,-18.6046
3527,2022Q2,-28.1438
3528,2022Q2,1.4878
3529,2022Q2,-31.883
3530,2022Q2,-27.4589
3531,2022Q2,1.087
3532,2022Q2,-31.9846
3533,2022Q2,-15.6566
3535,2022Q2,-23.8169
3537,2022Q2,-3.6433
3540,2022Q2,-0.562
3541,2022Q2,-9.6249
3543,2022Q2,2.6298
3545,2022Q2,-21.7392
3546,2022Q2,-5.7071
3548,2022Q2,-8.0838
3550,2022Q2,-3.3783
3551,2022Q2,-7.7745
3552,2022Q2,-15.2354
3555,2022Q2,6.0117
3556,2022Q2,-12.0406
3557,2022Q2,-14.326
3558,2022Q2,-12.0907
3563,2022Q2,-22.8425
3564,2022Q2,7.326
3567,2022Q2,-9.5713
3570,2022Q2,0.113
3576,2022Q2,6.1034
3577,2022Q2,-4.3367
3580,2022Q2,-20.8627
3581,2022Q2,-9.6436
3583,2022Q2,-18.1386
3587,2022Q2,-10.1627
3588,2022Q2,-28.6957
3591,2022Q2,-10.2639
3592,2022Q2,-31.7291
3593,2022Q2,-2.0549
3594,2022Q2,4.9795
3596,2022Q2,-2.439
3597,2022Q2,-4.9801
3605,2022Q2,-11.5564
3607,2022Q2,-15.9609
3609,2022Q2,-0.9176
3611,2022Q2,-3.0219
3615,2022Q2,-9.3435
3617,2022Q2,-6.2843
3622,2022Q2,-4.6846
3623,2022Q2,-12.931
3624,2022Q2,-31.257
3625,2022Q2,-10.8809
3628,2022Q2,-5.6243
3629,2022Q2,31.3697
3630,2022Q2,-9.5867
3631,2022Q2,-10.4019
3632,2022Q2,-2.8001
3645,2022Q2,-18.3276
3646,2022Q2,-2.6364
3652,2022Q2,0.072
3653,2022Q2,-5.6416
3661,2022Q2,-25.7755
3663,2022Q2,11.9926
3664,2022Q2,4.5621
3665,2022Q2,-0.9631
3666,2022Q2,-2.3172
3669,2022Q2,-16.0757
3672,2022Q2,-2.0381
3673,2022Q2,1.1678
3675,2022Q2,-33.7644
3679,2022Q2,-10.9919
3680,2022Q2,-16.5112
3684,2022Q2,-2.7251
3685,2022Q2,-18.4255
3686,2022Q2,-1.4869
3687,2022Q2,-11.8113
3689,2022Q2,-5.3633
3691,2022Q2,4.3921
3693,2022Q2,-2.2869
3694,2022Q2,-11.6625
3701,2022Q2,-16.7271
3702,2022Q2,4.356
3703,2022Q2,-6.4646
3704,2022Q2,-3.7974
3705,2022Q2,0.3517
3706,2022Q2,-1.9644
3707,2022Q2,-11.4625
3708,2022Q2,-7.6335
3709,2022Q2,-1.0239
3710,2022Q2,4.4612
3711,2022Q2,-20.4236
3712,2022Q2,2.107
3713,2022Q2,-4.9519
3714,2022Q2,-17.1948
4102,2022Q2,-16.0286
4104,2022Q2,0.2954
4105,2022Q2,4.209
4106,2022Q2,-11.0505
4107,2022Q2,0.9345
4108,2022Q2,-4.5684
4109,2022Q2,2.5
4111,2022Q2,2.5478
4113,2022Q2,-2.3167
4114,2022Q2,25.6655
4116,2022Q2,23.0571
4119,2022Q2,-2.161
4120,2022Q2,-0.7297
4121,2022Q2,-13.7635
4123,2022Q2,0.5009
4126,2022Q2,0.2837
4127,2022Q2,5.8065
4128,2022Q2,-4.4218
4129,2022Q2,1.2457
4130,2022Q2,10.9242
4131,2022Q2,26.7604
4133,2022Q2,-18.8662
4137,2022Q2,-2.7569
4138,2022Q2,1.5816
4139,2022Q2,-1.009
4142,2022Q2,10.7647
4147,2022Q2,-2.5161
4148,2022Q2,-22.4704
4153,2022Q2,9.7032
4154,2022Q2,15.6689
4155,2022Q2,1.9479
4157,2022Q2,6.25
4160,2022Q2,-3.3933
4161,2022Q2,-2.6106
4162,2022Q2,19.701
4163,2022Q2,4.2168
4164,2022Q2,-0.8974
4166,2022Q2,-2.2498
4167,2022Q2,5.7058
4168,2022Q2,5.6138
4169,2022Q2,3.9345
4171,2022Q2,-22.655
4173,2022Q2,-4.6831
4174,2022Q2,-11.7647
4175,2022Q2,-1.3622
4183,2022Q2,6.8495
4188,2022Q2,-6.9769
4190,2022Q2,6.3092
4192,2022Q2,-4.3045
4198,2022Q2,-1.6563
4205,2022Q2,-5.53
4207,2022Q2,-11.5624
4303,2022Q2,-17.0094
4304,2022Q2,-14.1051
4305,2022Q2,-5.3797
4306,2022Q2,-5.6782
4401,2022Q2,-8.0644
4402,2022Q2,52.3058
4406,2022Q2,-5.2632
4413,2022Q2,-9.3373
4414,2022Q2,-3.1808
4416,2022Q2,-7.1581
4417,2022Q2,4.1221
4419,2022Q2,-0.1084
4420,2022Q2,-4.114
4426,2022Q2,20.0839
4430,2022Q2,-5.2085
4432,2022Q2,4.6052
4433,2022Q2,-22.5675
4438,2022Q2,-3.1112
4439,2022Q2,-0.3495
4440,2022Q2,-7.6287
4441,2022Q2,1.4016
4502,2022Q2,0.6633
4503,2022Q2,34.1869
4506,2022Q2,3.8903
4510,2022Q2,-4.3668
4513,2022Q2,1.3333
4523,2022Q2,4.1518
4526,2022Q2,-5.0002
4527,2022Q2,0.4775
4528,2022Q2,0.5558
4529,2022Q2,-11.111
4530,2022Q2,-1.4085
4532,2022Q2,-3.9773
4533,2022Q2,-6.9263
4534,2022Q2,-13.5781
4535,2022Q2,4.9592
4536,2022Q2,-0.3876
4538,2022Q2,-10.7749
4540,2022Q2,1.7441
4541,2022Q2,10.2127
4542,2022Q2,-6.4284
4543,2022Q2,1.2436
4545,2022Q2,-5.0675
4549,2022Q2,-0.636
4550,2022Q2,-1.5802
4551,2022Q2,-0.6494
4552,2022Q2,-3.5534
4554,2022Q2,-16.2665
4555,2022Q2,-4.5609
4556,2022Q2,0.6602
4557,2022Q2,7.0245
4558,2022Q2,-0.0001
4560,2022Q2,0.1228
4561,2022Q2,-8.4684
4562,2022Q2,0.326
4563,2022Q2,-5.8121
4564,2022Q2,-7.8492
4566,2022Q2,-4.3386
4568,2022Q2,-0.7599
4571,2022Q2,-2.7578
4572,2022Q2,1.2295
4576,2022Q2,-8.4577
4577,2022Q2,-4.375
4580,2022Q2,-1.9059
4581,2022Q2,-4.4165
4583,2022Q2,7.0905
4584,2022Q2,-3.4485
4609,2022Q2,3.8724
4702,2022Q2,-15.3125
4706,2022Q2,-1.1113
4707,2022Q2,-0.3892
4711,2022Q2,-4.7904
4714,2022Q2,-8.1562
4716,2022Q2,-4.886
4720,2022Q2,-4.4674
4721,2022Q2,-10.7529
4722,2022Q2,-6.3094
4726,2022Q2,6.649
4728,2022Q2,16.8319
4729,2022Q2,-6.195
4735,2022Q2,-15.358
4736,2022Q2,-13.2287
4737,2022Q2,1.9258
4739,2022Q2,-4.3243
4741,2022Q2,-5.8824
4743,2022Q2,-7.3876
4744,2022Q2,-8.3941
4745,2022Q2,-7.2296
4746,2022Q2,2.956
4747,2022Q2,-0.9176
4749,2022Q2,8.7542
4754,2022Q2,-1.7949
4755,2022Q2,-23.0583
4760,2022Q2,-13.2597
4763,2022Q2,4.785
4764,2022Q2,-1.2216
4766,2022Q2,-1.8519
4767,2022Q2,-6.8492
4768,2022Q2,21.5594
4770,2022Q2,-12.7177
4771,2022Q2,-0.7238
4804,2022Q2,-17.5676
4806,2022Q2,-4.6078
4807,2022Q2,-4.1096
4903,2022Q2,-16.2697
4904,2022Q2,4.8934
4905,2022Q2,-2.2899
4906,2022Q2,-0.5144
4907,2022Q2,0.8197
4908,2022Q2,4.3282
4909,2022Q2,-6.6665
4911,2022Q2,133.5378
4912,2022Q2,-3.8095
4915,2022Q2,5.4801
4916,2022Q2,-13.2797
4919,2022Q2,-21.614
4923,2022Q2,-20.6436
4924,2022Q2,-7.0708
4927,2022Q2,-24.013
4930,2022Q2,-6.6275
4931,2022Q2,-9.2398
4933,2022Q2,-8.4182
4934,2022Q2,37.295
4935,2022Q2,-3.2895
4938,2022Q2,-10.9177
4939,2022Q2,-13.0907
4942,2022Q2,-7.9069
4943,2022Q2,-23.1577
4946,2022Q2,-12.8058
4950,2022Q2,-3.5253
4951,2022Q2,-9.3357
4952,2022Q2,-19.1295
4953,2022Q2,-11.4116
4956,2022Q2,-17.9361
4958,2022Q2,-10.7033
4960,2022Q2,-13.2479
4961,2022Q2,-26.6304
4966,2022Q2,-23.5881
4967,2022Q2,-16.6923
4968,2022Q2,-27.3563
4971,2022Q2,-12.4216
4972,2022Q2,-1.6028
4973,2022Q2,-8.7559
4974,2022Q2,-1.4182
4976,2022Q2,-19.2
4977,2022Q2,-2.6382
4979,2022Q2,19.2611
4987,2022Q2,-3.2731
4989,2022Q2,-20.9371
4991,2022Q2,-9.7036
4994,2022Q2,-7.6842
4995,2022Q2,-10.8836
4999,2022Q2,-2.6811
5007,2022Q2,-2.9619
5009,2022Q2,-14.6259
5011,2022Q2,-17.1252
5013,2022Q2,-0.8836
5014,2022Q2,-15.1516
5015,2022Q2,-6.2983
5016,2022Q2,-8.0763
5201,2022Q2,-3.0769
5202,2022Q2,8.4032
5203,2022Q2,-0.9247
5205,2022Q2,17.3592
5206,2022Q2,-4.9296
5209,2022Q2,-3.0791
5210,2022Q2,-9.0293
5211,2022Q2,1.4055
5212,2022Q2,4.4429
5213,2022Q2,-4.4305
5215,2022Q2,-13.0743
5220,2022Q2,-6.9504
5222,2022Q2,-4.7447
5223,2022Q2,-1.3431
5225,2022Q2,-6.3874
5227,2022Q2,4.0421
5228,2022Q2,-12.0969
5230,2022Q2,-4.2293
5234,2022Q2,-11.1463
5236,2022Q2,-16.7364
5243,2022Q2,-3.1344
5244,2022Q2,-5.354
5245,2022Q2,-5.5307
5251,2022Q2,-8.6207
5258,2022Q2,12.5259
5263,2022Q2,-10.0844
5269,2022Q2,-18.6131
5272,2022Q2,-15.8958
5274,2022Q2,-8.7615
5276,2022Q2,14.5593
5278,2022Q2,1.7095
5283,2022Q2,-11.8584
5284,2022Q2,-1.3732
5285,2022Q2,6.5269
5287,2022Q2,-4.4336
5288,2022Q2,8.4966
5289,2022Q2,-18.5464
5291,2022Q2,-15.7473
5292,2022Q2,0.3086
5299,2022Q2,-23.4501
5301,2022Q2,-13.8686
5302,2022Q2,-8.4614
5306,2022Q2,-2.9326
5309,2022Q2,-3.6951
5310,2022Q2,-5.3381
5312,2022Q2,0.6398
5314,2022Q2,-2.4177
5315,2022Q2,-5.0138
5321,2022Q2,-25.1822
5324,2022Q2,-3.441
5328,2022Q2,-11.5042
5340,2022Q2,-10.3345
5344,2022Q2,-4.4041
5345,2022Q2,-4.6793
5347,2022Q2,-28.2242
5348,2022Q2,10.6196
5351,2022Q2,-20.1741
5353,2022Q2,13.5202
5355,2022Q2,-0.8156
5356,2022Q2,-2.8749
5364,2022Q2,1.0256
5371,2022Q2,-10.357
5381,2022Q2,-2.1665
5386,2022Q2,-17.0428
5388,2022Q2,2.0127
5392,2022Q2,-8.5253
5398,2022Q2,-7.0352
5403,2022Q2,-2.2347
5410,2022Q2,-3.7254
5425,2022Q2,-14.8502
5426,2022Q2,1.878
5432,2022Q2,-10.2499
5434,2022Q2,-12.8484
5438,2022Q2,10.3701
5439,2022Q2,-13.998
5443,2022Q2,-14.0703
5450,2022Q2,-5.177
5452,2022Q2,-19.9439
5455,2022Q2,9.5238
5457,2022Q2,-14.0774
5460,2022Q2,3.9302
5464,2022Q2,7.6586
5465,2022Q2,-0.6311
5468,2022Q2,-36.5616
5469,2022Q2,-13.5245
5471,2022Q2,-13.2123
5474,2022Q2,-18.6976
5475,2022Q2,20.2289
5478,2022Q2,-5.0552
5481,2022Q2,-4.4357
5483,2022Q2,-18.261
5484,2022Q2,-2.2304
5487,2022Q2,-2.3662
5488,2022Q2,9.0243
5489,2022Q2,-2.4079
5490,2022Q2,-1.3778
5493,2022Q2,-5.6736
5498,2022Q2,-13.6754
5508,2022Q2,5.3848
5511,2022Q2,-1.4706
5512,2022Q2,-4.0402
5514,2022Q2,-5.7645
5515,2022Q2,-1.4134
5516,2022Q2,-0.573
5519,2022Q2,-1.5835
5520,2022Q2,-2.1052
5521,2022Q2,-5.2197
5522,2022Q2,2.3865
5523,2022Q2,-0.8865
5525,2022Q2,-8.1836
5529,2022Q2,-3.7931
5530,2022Q2,-9.7356
5531,2022Q2,-3.557
5533,2022Q2,-8.4574
5534,2022Q2,-2.9138
5536,2022Q2,-7.6354
5538,2022Q2,-7.0999
5543,2022Q2,4.5296
5546,2022Q2,-3.8937
5547,2022Q2,-4.9875
5601,2022Q2,-2.9822
5603,2022Q2,-17.8807
5604,2022Q2,-4.1131
5607,2022Q2,-6.9812
5608,2022Q2,-29.4051
5609,2022Q2,-27.4389
5701,2022Q2,6.3331
5703,2022Q2,-20.1735
5704,2022Q2,6.6235
5706,2022Q2,-14.835
5864,2022Q2,-15.5333
5871,2022Q2,0.0455
5876,2022Q2,4.9408
5878,2022Q2,1.6292
5880,2022Q2,-4.6181
5902,2022Q2,2.1184
5903,2022Q2,-0.2651
5904,2022Q2,10.1043
5905,2022Q2,-5.1938
5906,2022Q2,-0.8907
5907,2022Q2,-10.3153
6005,2022Q2,-5.7239
6015,2022Q2,-14.9838
6016,2022Q2,-5.7036
6020,2022Q2,-2.3377
6021,2022Q2,-4.3061
6023,2022Q2,-0.4501
6024,2022Q2,0.1374
6026,2022Q2,-5.9347
6028,2022Q2,2.0619
6101,2022Q2,-7.4155
6103,2022Q2,-15.2397
6104,2022Q2,-29.5507
6108,2022Q2,-6.2662
6109,2022Q2,16.346
6111,2022Q2,-14.8818
6112,2022Q2,0.419
6113,2022Q2,-22.7533
6114,2022Q2,16.3217
6115,2022Q2,-0.6962
6116,2022Q2,-11.9202
6117,2022Q2,-4.1801
6118,2022Q2,-0.3739
6120,2022Q2,-9.1079
6121,2022Q2,-15.1667
6122,2022Q2,-11.3757
6123,2022Q2,-0.7412
6124,2022Q2,-2.3857
6125,2022Q2,14.9621
6126,2022Q2,-17.1843
6127,2022Q2,-21.192
6128,2022Q2,1.4876
6129,2022Q2,-6.8513
6130,2022Q2,7.6251
6133,2022Q2,10.6479
6134,2022Q2,-3.0
6136,2022Q2,-2.8949
6138,2022Q2,-32.7831
6139,2022Q2,-5.8546
6140,2022Q2,18.1816
6141,2022Q2,-4.6025
6142,2022Q2,-4.8619
6143,2022Q2,24.8484
6144,2022Q2,-3.2466
6146,2022Q2,-5.4248
6147,2022Q2,-14.5535
6148,2022Q2,-11.9405
6150,2022Q2,-24.1414
6151,2022Q2,-6.3233
6152,2022Q2,-8.7223
6153,2022Q2,-1.3365
6154,2022Q2,-2.924
6155,2022Q2,-10.2112
6156,2022Q2,-12.0218
6158,2022Q2,-11.6208
6160,2022Q2,0.3558
6161,2022Q2,-12.6465
6163,2022Q2,2.6491
6164,2022Q2,-5.1382
6165,2022Q2,-8.5877
6166,2022Q2,2.5364
6167,2022Q2,1.2603
6168,2022Q2,-13.9484
6169,2022Q2,-11.4608
6170,2022Q2,-22.1266
6171,2022Q2,-2.7257
6173,2022Q2,-20.2811
6174,2022Q2,-12.7438
6175,2022Q2,-21.6647
6176,2022Q2,-9.2736
6177,2022Q2,-1.9642
6179,2022Q2,-9.1274
6180,2022Q2,-6.3237
6182,2022Q2,-22.8733
6183,2022Q2,3.5025
6184,2022Q2,2.4897
6185,2022Q2,4.4769
6186,2022Q2,-2.5737
6187,2022Q2,-26.6063
6188,2022Q2,-4.9871
6189,2022Q2,-3.372
6190,2022Q2,-10.9819
6191,2022Q2,-7.8905
6192,2022Q2,-0.5713
6194,2022Q2,2.3476
6195,2022Q2,-3.7329
6196,2022Q2,-15.5894
6197,2022Q2,-7.4122
6198,2022Q2,-7.1004
6199,2022Q2,-2.6319
6201,2022Q2,-5.951
6202,2022Q2,-14.1999
6203,2022Q2,-5.3573
6204,2022Q2,-19.4306
6205,2022Q2,-19.8033
6206,2022Q2,17.8204
6207,2022Q2,-11.0543
6208,2022Q2,-9.4246
6209,2022Q2,-9.3749
6210,2022Q2,-2.1585
6212,2022Q2,-0.9525
6213,2022Q2,-28.5581
6214,2022Q2,-3.3132
6215,2022Q2,-2.7086
6216,2022Q2,7.7057
6217,2022Q2,-6.0841
6218,2022Q2,-6.4356
6219,2022Q2,-12.945
6220,2022Q2,-1.0484
6221,2022Q2,-4.9146
6222,2022Q2,-8.6262
6223,2022Q2,-19.3364
6224,2022Q2,-20.2865
6225,2022Q2,-24.7322
6226,2022Q2,-1.9455
6227,2022Q2,-0.5321
6228,2022Q2,-22.9918
6229,2022Q2,-14.4719
6230,2022Q2,-9.5652
6231,2022Q2,-20.0654
6233,2022Q2,-1.6326
6234,2022Q2,-7.2501
6235,2022Q2,-3.1591
6236,2022Q2,-7.0175
6237,2022Q2,-13.9656
6239,2022Q2,-10.3168
6240,2022Q2,-8.257
6241,2022Q2,-35.634
6242,2022Q2,-4.1585
6243,2022Q2,-9.0228
6244,2022Q2,1.356
6245,2022Q2,22.3407
6246,2022Q2,-2.1662
6248,2022Q2,-3.7319
6257,2022Q2,-12.773
6259,2022Q2,0.172
6261,2022Q2,-12.8137
6263,2022Q2,-1.1936
6264,2022Q2,7.826
6265,2022Q2,-23.2641
6266,2022Q2,-9.9907
6269,2022Q2,-10.2175
6270,2022Q2,-3.0801
6271,2022Q2,-21.6374
6272,2022Q2,2.1898
6274,2022Q2,-27.4026
6275,2022Q2,-5.2941
6276,2022Q2,-1.1836
6277,2022Q2,-2.915
6278,2022Q2,-19.2856
6279,2022Q2,0.0
6281,2022Q2,-1.611
6282,2022Q2,-1.2009
6283,2022Q2,-13.7142
6284,2022Q2,-17.193
6285,2022Q2,6.7903
6290,2022Q2,-11.1497
6291,2022Q2,-18.3139
6292,2022Q2,-0.9356
6294,2022Q2,-3.0693
6405,2022Q2,-12.0656
6409,2022Q2,-2.365
6411,2022Q2,-24.0567
6412,2022Q2,-1.4103
6414,2022Q2,2.638
6415,2022Q2,-21.2171
6416,2022Q2,-3.1026
6417,2022Q2,0.1353
6418,2022Q2,-6.2706
6419,2022Q2,0.323
6423,2022Q2,-13.5749
6425,2022Q2,-2.2224
6426,2022Q2,-8.0871
6431,2022Q2,-6.9852
6432,2022Q2,-17.5227
6435,2022Q2,-20.9002
6438,2022Q2,-21.2321
6441,2022Q2,-12.5958
6442,2022Q2,2.7676
6443,2022Q2,-12.0313
6446,2022Q2,46.4789
6449,2022Q2,-3.7255
6451,2022Q2,-2.5166
6456,2022Q2,-15.8415
6461,2022Q2,58.0731
6462,2022Q2,-15.0944
6464,2022Q2,-1.4654
6465,2022Q2,-10.9524
6469,2022Q2,-0.1564
6470,2022Q2,8.4991
6472,2022Q2,58.8054
6474,2022Q2,-4.5977
6477,2022Q2,4.0488
6482,2022Q2,0.9425
6485,2022Q2,-32.1632
6486,2022Q2,-5.715
6488,2022Q2,-27.4038
6491,2022Q2,-3.3788
6492,2022Q2,-12.4528
6494,2022Q2,-25.6582
6496,2022Q2,1.2864
6498,2022Q2,-16.4557
6499,2022Q2,4.7617
6504,2022Q2,3.7438
6505,2022Q2,0.8223
6506,2022Q2,-7.7778
6508,2022Q2,-18.8184
6509,2022Q2,-17.8237
6510,2022Q2,-17.3252
6512,2022Q2,0.5437
6515,2022Q2,-8.3334
6516,2022Q2,-2.148
6517,2022Q2,-9.7189
6523,2022Q2,2.9675
6525,2022Q2,-5.5887
6526,2022Q2,-4.9232
6527,2022Q2,-3.9488
6530,2022Q2,0.6086
6531,2022Q2,-26.7082
6532,2022Q2,-12.3595
6533,2022Q2,-25.8524
6535,2022Q2,7.6696
6538,2022Q2,-18.1924
6541,2022Q2,21.9203
6542,2022Q2,5.7407
6546,2022Q2,6.4825
6547,2022Q2,-8.2776
6548,2022Q2,-18.8111
6550,2022Q2,40.8538
6552,2022Q2,-16.7191
6556,2022Q2,-0.167
6558,2022Q2,-10.1052
6560,2022Q2,-12.562
6561,2022Q2,-4.8355
6568,2022Q2,-24.3903
6569,2022Q2,1.0382
6570,2022Q2,4.5615
6573,2022Q2,-12.6761
6574,2022Q2,-1.2013
6576,2022Q2,11.2553
6577,2022Q2,-4.4533
6578,2022Q2,-23.6441
6579,2022Q2,0.056
6581,2022Q2,-9.7614
6582,2022Q2,-13.7474
6584,2022Q2,7.8948
6585,2022Q2,16.7121
6588,2022Q2,-1.1335
6589,2022Q2,8.6164
6590,2022Q2,-5.4082
6591,2022Q2,-11.5219
6592,2022Q2,-2.4271
6593,2022Q2,-8.5106
6596,2022Q2,-5.7926
6597,2022Q2,-1.7597
6598,2022Q2,-10.3449
6603,2022Q2,-7.2625
6605,2022Q2,7.1742
6606,2022Q2,0.2977
6609,2022Q2,-10.739
6612,2022Q2,3.7285
6613,2022Q2,-6.5089
6615,2022Q2,0.4456
6616,2022Q2,-40.9174
6617,2022Q2,12.2095
6620,2022Q2,17.0185
6624,2022Q2,0.2426
6625,2022Q2,-1.3937
6629,2022Q2,-4.3255
6637,2022Q2,-2.8016
6640,2022Q2,-1.0696
6641,2022Q2,-0.1623
6642,2022Q2,-5.2193
6643,2022Q2,-21.561
6649,2022Q2,25.0002
6651,2022Q2,-13.8892
6654,2022Q2,-11.6394
6655,2022Q2,20.4166
6657,2022Q2,-14.1723
6658,2022Q2,-6.9185
6661,2022Q2,4.3878
6662,2022Q2,-1.695
6664,2022Q2,-22.8985
6666,2022Q2,0.5327
6667,2022Q2,-16.5138
6668,2022Q2,-5.2447
6669,2022Q2,-21.9849
6670,2022Q2,-6.8293
6671,2022Q2,-1.0525
6672,2022Q2,-18.973
6674,2022Q2,0.3584
6679,2022Q2,-28.4109
6680,2022Q2,0.8944
6683,2022Q2,-19.0476
6684,2022Q2,-25.321
6689,2022Q2,-12.7777
6690,2022Q2,-9.763
6691,2022Q2,-6.5754
6692,2022Q2,-0.5821
6693,2022Q2,17.2333
6695,2022Q2,-7.7547
6697,2022Q2,-3.7431
6698,2022Q2,-12.5166
6703,2022Q2,0.5051
6706,2022Q2,-22.2912
6708,2022Q2,-4.9999
6712,2022Q2,1.7441
6715,2022Q2,26.4575
6716,2022Q2,-19.2054
6719,2022Q2,-26.2256
6720,2022Q2,-0.9831
6721,2022Q2,-2.0523
6727,2022Q2,-9.5305
6728,2022Q2,-18.6441
6730,2022Q2,4.1153
6732,2022Q2,-19.3215
