coid,year,ROA,EPS,ROE,OM,GM,FCF,total_assets,LEV
3666,2023,-26.01,-5.64,-36.98,-34.94,-12.86,9.2886262364504,1115993,40.91
3669,2023,6.17,2.69,8.27,4.26,56.91,2.954710287396999,4303384,25.06
3672,2023,-4.38,-1.21,-10.59,-19.62,34.11,-38.18820150007979,715415,53.36
3673,2023,1.65,0.51,0.61,0.01,4.62,17.63866698007644,87823327,57.93
3675,2023,2.2,6.73,3.24,1.53,22.7,26.197148175630957,3929617,43.64
3679,2023,6.1,7.77,10.71,13.43,26.1,1.82751381891933,8529507,47.82
3680,2023,7.67,10.24,14.35,20.87,48.02,-79.88934800626765,16298364,45.33
3684,2023,3.66,1.17,5.68,4.99,30.16,4.199205491904399,947968,36.15
3685,2023,-1.03,-0.77,-3.42,-1.26,17.46,1.5003941444420343,2404165,42.58
3686,2023,-4.03,-0.38,-4.08,-99.02,-1.9,4.248015447328899,711589,0.96
3687,2023,3.72,1.75,8.07,19.77,41.3,32.88441568074769,8809604,55.01
3689,2023,7.77,4.94,11.7,6.16,21.49,12.770960823370189,5178225,34.26
3691,2023,-9.8,-8.82,-15.03,-32.68,-5.41,-13.040212382638575,11483654,34.88
3693,2023,15.7,24.1,37.54,14.12,28.29,1.5466883958145903,6890042,59.1
3694,2023,6.16,2.18,11.97,3.3,13.28,5.1444287334711065,5520670,46.55
3701,2023,5.99,1.49,9.95,4.92,15.47,-21.26080470266163,11828821,38.73
3702,2023,4.3,4.59,9.84,1.55,3.78,8.435426514450883,314370607,73.08
3703,2023,2.54,2.09,4.42,7.1,13.97,1.914528741428221,78410672,60.75
3704,2023,5.83,3.38,12.83,4.24,21.99,2.939348147454158,21852657,49.13
3705,2023,7.7,3.11,11.16,13.23,42.36,6.150131276792166,11512434,31.25
3706,2023,2.16,1.48,2.93,0.19,12.63,-15.932310276107781,88752325,30.79
3707,2023,1.4,0.2,1.75,1.92,11.43,2.945644913240023,11793002,35.81
3708,2023,9.26,12.88,15.43,3.15,18.29,73.1813832314474,14273071,39.29
3709,2023,2.69,1.34,5.84,1.03,5.31,0.9577584273159457,7727175,72.95
3710,2023,-0.45,-0.78,-9.04,-4.41,17.45,6.557856922634575,7808061,74.0
3711,2023,5.61,7.39,10.52,6.93,15.77,15.371716518672693,667052447,52.31
3712,2023,2.75,2.31,5.69,5.84,13.07,-53.01251689518109,44288394,62.26
3713,2023,-0.4,-0.27,-3.61,0.56,17.09,-4.383482939908197,2742074,75.62
3714,2023,-10.45,-9.02,-13.84,-17.94,5.24,-52.2465213027321,64102462,23.33
3715,2023,6.4,3.61,15.78,10.44,24.09,6.2675350641277205,22439079,69.22
4102,2023,6.86,1.48,9.58,10.01,31.1,9.927186408129518,990272,28.53
4104,2023,5.42,4.8,8.7,8.54,20.28,6.217631046915215,18079925,39.64
4105,2023,11.78,4.54,17.56,24.93,59.7,5.51853241218969,9874909,34.11
4106,2023,5.11,1.51,6.7,7.34,43.0,-1.146892372414484,3224844,27.41
4107,2023,10.15,6.53,14.55,29.83,42.11,-8.443203058541677,4620368,30.96
4108,2023,-3.13,-0.24,-3.26,-74.88,41.63,9.218092867565016,2350511,3.4
4109,2023,12.19,1.62,14.75,-19.89,35.35,347.33431098916697,1412913,24.25
4111,2023,3.92,1.21,5.63,5.77,32.34,-0.621960118983675,1766103,30.97
4113,2023,-0.49,-0.69,-4.57,-1.32,21.08,37.01661148985735,15343218,79.71
4114,2023,4.0,1.61,5.49,11.96,41.24,-30.779750182062337,11728587,30.93
4116,2023,6.07,2.57,11.09,8.04,29.58,7.837631220132113,4712161,53.73
4119,2023,5.15,2.7,6.75,13.31,29.09,-394.7947264391797,6690741,23.78
4120,2023,2.39,1.66,4.45,1.54,46.76,20.73285621383174,10811794,61.5
4121,2023,0.52,-0.08,0.03,0.12,33.42,5.582495453892156,4090006,54.74
4123,2023,-3.4,-1.5,-5.31,5.64,44.34,-353.88678463632596,27002156,25.13
4126,2023,11.48,5.8,15.16,21.46,31.88,1.5339034408457342,3767894,24.8
4127,2023,2.92,0.39,3.66,4.44,62.21,-0.7177587404491781,654035,24.62
4128,2023,-9.2,-2.11,-10.01,-31.76,37.95,11.249657219363476,14735084,8.38
4129,2023,7.04,4.5,11.62,13.82,77.26,6.890294387616093,6416870,43.99
4130,2023,1.87,0.27,2.04,5.11,39.91,-0.9878858405820155,1600456,8.23
4131,2023,-19.67,-1.87,-37.98,-131.23,-14.04,5.41896091151938,548748,35.99
4133,2023,3.21,0.72,3.39,12.35,45.52,10.59632246531029,1355743,5.12
4137,2023,13.17,13.03,21.09,26.42,83.5,74.45016815897246,8905010,42.18
4138,2023,8.33,6.37,14.6,16.85,37.84,1.3553179746909632,3077021,44.62
4139,2023,-0.32,-1.0,-8.28,2.03,14.1,10.176002341413446,1569902,70.13
4142,2023,-7.98,-1.52,-12.5,-40.49,23.02,-0.8039464512323723,9484438,39.08
4147,2023,-4.58,-0.77,-7.38,-33.8,45.8,23.023733527162406,3893922,34.1
4148,2023,4.95,2.18,6.67,6.72,20.8,7.034608067601429,3673735,23.4
4153,2023,5.92,1.25,7.19,10.31,28.06,3.0649900908904533,1243733,16.96
4154,2023,-18.17,-3.05,-41.76,-37.54,-15.55,-255.98169144703382,485655,50.02
4155,2023,0.18,0.02,-0.08,-1.01,16.52,-32.51517952621754,3067358,21.92
4157,2023,12.09,0.19,13.09,-141.88,90.7,-238.22160148975792,1229838,9.02
4160,2023,5.54,1.12,7.4,3.14,39.97,13.384728526868358,595053,27.71
4161,2023,6.2,1.68,10.97,10.86,28.91,-2.6486333035931544,1497706,44.97
4162,2023,6.94,1.91,7.1,36.11,93.66,2.67611197710918,3953919,2.3
4163,2023,7.5,7.05,13.99,15.7,42.06,-3.208966208976479,4789022,47.07
4164,2023,3.75,2.55,6.45,15.82,27.55,-16.496858947182965,13613427,50.23
4166,2023,1.52,0.1,1.61,2.73,52.66,10.797118520615804,2562674,34.81
4167,2023,0.86,0.09,0.82,-0.23,21.04,5.856324748962988,3822671,11.98
4168,2023,-10.63,-1.65,-13.11,-10222.82,39.14,,1552814,17.8
4171,2023,-11.85,-2.89,-17.34,-101.7,12.23,113.25125398996806,1176142,26.67
4173,2023,1.51,1.03,3.92,7.18,20.48,3.8539431662878223,5623004,64.03
4174,2023,-20.57,-4.57,-22.83,-5029.7,-176.89,-784.6842933926923,5611114,11.72
4175,2023,1.24,1.13,3.37,1.42,30.47,8.346362409715848,7629534,80.97
4183,2023,4.24,0.88,6.83,5.3,24.61,1.980388642142511,543164,43.66
4188,2023,-8.07,-0.85,-8.65,-82.73,62.87,12.41564875715384,512646,6.77
4190,2023,0.61,0.0,-0.01,1.03,67.62,18.574583680504034,7855967,73.55
4192,2023,-9.21,-1.19,-12.59,-225.3,2.58,-2414.063764363166,378362,5.61
4198,2023,18.71,4.49,33.22,-36.51,14.01,91.18960413426322,613337,34.12
4205,2023,14.92,3.91,17.98,21.65,36.73,-0.5120124493901401,2387135,17.47
4207,2023,6.09,1.25,9.29,7.91,13.98,-3.819649826292823,5701803,40.48
4303,2023,8.83,1.83,13.85,-18.62,5.64,4.339317621032928,1549308,38.47
4304,2023,-22.97,-3.35,-80.67,-11.34,4.07,9.735250113835946,458729,80.63
4305,2023,12.72,2.91,14.44,17.88,25.81,4.74198597274186,1297833,12.51
4306,2023,3.31,1.3,6.98,5.09,16.47,-15.093594553901502,31140737,59.19
4401,2023,0.38,-0.13,-0.45,-0.33,6.09,-17.868998158889003,5828329,54.21
4402,2023,-3.16,-0.43,-5.31,-52.71,-2.32,-1116.4444444444446,507445,6.47
4406,2023,-2.11,-0.39,-3.12,-11.87,-5.04,-3.30941558750941,895155,30.5
4413,2023,4.07,0.58,5.2,1.6,21.61,4.750727320814599,488434,28.39
4414,2023,-1.42,-0.66,-12.7,-1.52,16.41,-5.498047503286722,11883887,64.39
4416,2023,0.65,-0.03,-0.09,23.63,54.81,-3421.3207861029923,14820259,88.77
4417,2023,7.13,3.69,9.97,13.31,25.22,12.928702878521886,4790997,33.45
4419,2023,0.01,-0.31,-1.47,2.19,38.91,-774.5011723908689,1305343,24.62
4420,2023,47.1,40.44,84.39,253.66,-1.05,-65.83580735609435,4359857,37.69
4426,2023,-0.3,-0.24,-1.57,-1.7,17.97,14.860484397086008,4770284,44.27
4430,2023,-3.48,-2.84,-8.31,-9.36,14.51,16.058623121376694,3611474,49.68
4432,2023,6.35,1.92,7.52,7.79,23.96,7.3544394551149015,1535615,13.45
4433,2023,0.89,0.53,1.17,1.27,21.79,17.162203716631762,6412124,66.98
4438,2023,6.26,7.1,9.18,5.57,15.02,3.8613992066326692,15691890,36.64
4439,2023,8.99,10.82,13.2,9.62,23.89,-7.659706100284362,4980436,36.6
4440,2023,2.54,0.67,3.27,3.2,8.96,-5.122596705779991,2213482,41.09
4441,2023,13.29,12.33,17.39,15.51,24.3,13.559425319067135,5618447,20.66
4442,2023,4.17,1.3,6.67,3.77,22.72,-16.682746848461075,809860,36.27
4502,2023,2.64,0.15,0.99,0.8,17.41,-2.4765275205774153,2675525,74.75
4503,2023,-8.64,-1.27,-10.38,-30.26,-12.48,27.75795075389619,990921,11.28
4506,2023,9.75,5.06,17.61,18.38,29.05,0.9442514387090086,9349591,44.14
4510,2023,3.26,0.97,5.69,6.88,22.53,67.90239409934235,4457353,58.24
4513,2023,5.54,1.44,10.39,-2.97,28.36,-131.91985150319866,2929370,52.01
4523,2023,-2.65,-0.25,-5.93,-20.78,23.96,218.76751685722664,2107417,49.94
4526,2023,1.69,0.2,2.26,-2.05,20.4,56.95723476065419,12652391,59.7
4527,2023,8.32,3.39,16.44,9.06,24.18,2.337136961088102,3647282,52.26
4528,2023,2.44,0.91,3.35,4.36,18.25,13.365471630458911,3871825,42.17
4529,2023,-17.09,-1.03,-18.59,-1232.65,10.9,1461.5815255423372,445419,6.81
4530,2023,-19.22,-1.26,-26.86,-25.46,26.92,-35.89400786117276,256933,27.1
4532,2023,3.55,1.5,7.39,5.52,14.86,26.175558601024857,24583396,56.06
4533,2023,3.92,1.34,8.5,4.35,30.36,2.8066802570009557,6050966,57.35
4534,2023,-8.9,-1.53,-18.08,-19.37,0.5,3.0725851149125307,1300516,48.96
4535,2023,8.31,2.4,9.84,11.66,19.81,3.654571263231375,3273891,14.99
4536,2023,10.41,15.58,17.91,18.38,32.71,-0.4635638607377108,13727338,38.48
4538,2023,6.37,1.12,7.51,14.13,24.25,40.6267665347654,984667,10.59
4540,2023,-0.59,-1.09,-3.08,-2.76,16.26,-23.94787929211516,7761021,58.0
4541,2023,-1.31,-1.12,-4.7,-9.19,3.35,219.29408364947466,3812068,59.81
4542,2023,3.96,1.68,7.78,8.57,36.85,-8.91083091136135,1447249,52.87
4543,2023,5.82,2.41,8.06,16.47,30.78,10.326690865990074,2482859,31.15
4545,2023,3.09,1.08,4.42,4.22,18.44,14.582944213470581,3064296,39.2
4549,2023,12.08,4.89,15.4,22.82,52.9,19.011389231472958,2222579,20.1
4550,2023,6.63,3.26,13.51,7.37,13.76,4.078867006139092,2030600,53.75
4551,2023,4.23,4.47,6.4,10.13,21.73,12.533566145168978,12763032,37.86
4552,2023,5.53,3.46,6.83,12.08,22.11,3.761843290200416,7375771,19.27
4554,2023,4.25,1.06,5.64,5.26,41.34,0.9970046699526098,615861,28.65
4555,2023,-0.25,-0.51,-1.14,-1.53,27.07,9.950009356537546,4409609,34.66
4556,2023,1.08,0.1,0.48,6.33,38.64,-86.11752881440002,1615114,49.78
4557,2023,11.63,9.02,18.26,14.9,31.12,10.86566665575691,4059723,45.51
4558,2023,0.8,0.01,0.03,0.48,5.66,7.179767900153274,2140374,58.83
4560,2023,3.54,1.06,4.04,4.98,31.24,6.417649971618014,2242132,22.82
4561,2023,7.1,2.74,13.32,17.19,28.31,7.800511085111249,2411395,47.72
4562,2023,-2.89,-0.92,-7.84,-8.44,33.9,5.789857858460235,2284897,53.68
4563,2023,3.64,2.02,8.21,7.55,28.03,-13.849138425642597,3831261,62.93
4564,2023,-4.22,-1.87,-8.62,-25.89,-7.79,89.49756775538569,7581853,43.12
4566,2023,3.73,3.04,7.21,5.24,22.11,-75.72490174918661,8325306,52.79
4568,2023,2.06,1.06,2.95,4.8,29.94,-7.908994280943794,1573169,31.39
4569,2023,3.53,3.26,3.83,4.81,19.11,-3.543121771239289,2818412,7.2
4571,2023,8.02,5.18,10.5,11.92,28.37,5.266294178411288,3497355,25.34
4572,2023,10.82,6.21,13.39,34.59,47.75,12.031122869072501,2365696,20.1
4576,2023,0.83,0.04,0.97,1.2,30.8,-26.3813569067389,6158501,34.65
4577,2023,-9.24,-4.52,-18.69,-31.37,-2.24,-74.81843343281857,2092721,50.79
4580,2023,9.69,7.68,15.03,16.44,32.04,2.7301314766876117,3525134,36.14
4581,2023,12.27,6.0,20.14,18.42,32.53,2.935575208160496,1751549,39.34
4583,2023,8.03,10.89,8.89,33.71,55.49,5.093034263749244,10884383,9.44
4584,2023,5.31,3.28,9.99,12.48,32.22,10.72196259183608,1845052,49.9
4585,2023,0.56,0.12,0.67,-3.18,46.33,42.06866488918613,2147000,22.14
4588,2023,10.51,4.03,27.39,19.96,30.0,-274.3723342380768,1874971,66.32
4609,2023,-4.47,-0.78,-20.15,-87.0,15.04,47.73575516297586,662340,74.59
4702,2023,3.86,0.72,4.41,-0.36,10.0,32.55318834365806,1444143,16.58
4706,2023,0.35,0.07,0.39,-0.79,13.06,2.0852634829725707,1589885,8.74
4707,2023,4.54,0.92,5.94,-0.83,6.93,34.970451473627904,8410741,28.5
4711,2023,1.54,0.3,1.74,2.55,13.13,2.0238441407385865,1271909,17.12
4714,2023,1.62,0.14,1.99,-19.09,16.95,156.93690986445662,6310815,37.71
4716,2023,-0.75,-0.18,-1.92,-10.7,10.62,-24.932883547684305,1772981,40.98
4720,2023,2.54,0.74,4.2,0.91,19.84,17.204989245738865,3008859,50.57
4721,2023,-0.69,-0.33,-1.87,5.01,10.1,-2.0040703494815246,1646918,31.89
4722,2023,3.82,1.67,5.76,4.8,15.27,-9.841927182815379,4647539,37.84
4726,2023,-16.08,-3.32,-24.59,-92.26,-57.49,107.97183452785113,3770401,35.09
4728,2023,31.78,11.49,45.48,52.98,83.18,-4.853900919608424,2159032,33.95
4729,2023,1.78,0.34,2.4,-0.43,17.37,40.48107976081706,3098843,57.68
4735,2023,3.49,1.17,4.75,1.69,30.12,-0.3483172206999948,1239082,28.31
4736,2023,8.57,10.67,10.94,20.14,43.12,-1.9039917801562736,11905339,22.23
4737,2023,0.88,0.1,0.32,-0.76,40.76,22.699154714422544,5300575,62.4
4739,2023,-0.03,-0.93,-1.21,-1.79,3.37,65.03816525606746,9920226,35.84
4741,2023,4.95,2.02,5.99,9.6,30.97,-16.847550746991207,1167452,19.16
4743,2023,-8.52,-2.91,-9.0,-1263.64,37.52,-433.5553478227,15363703,5.64
4744,2023,1.55,0.27,1.71,2.92,45.49,5.363695026541753,2220090,43.05
4745,2023,2.4,0.63,2.71,5.49,20.46,11.4095226722347,6623374,24.26
4746,2023,-0.19,1.05,-0.65,15.48,44.11,3.606641486275477,13636191,39.79
4747,2023,5.5,2.24,6.27,16.29,40.32,-0.5603091717505946,1992942,16.11
4749,2023,7.74,3.91,13.19,9.51,29.36,-90.16922056035749,4434448,44.97
4754,2023,9.13,2.25,14.87,13.05,36.86,7.680256973973486,812184,40.8
4755,2023,6.23,4.41,9.79,11.18,20.48,-5.03270024484351,7789620,42.93
4760,2023,11.45,3.9,15.04,12.33,21.44,7.3982569361497275,1168477,29.68
4763,2023,60.16,62.52,74.74,54.86,62.48,4.207491969166814,11999376,13.97
4764,2023,-1.33,-1.0,-3.77,-5.12,11.5,19.04179183286121,4542940,52.21
4766,2023,10.95,20.14,17.0,14.4,31.54,6.014890690500085,23664396,38.53
4767,2023,5.91,2.58,9.09,7.86,23.36,0.5785677793480497,1425342,37.07
4768,2023,5.85,2.76,7.37,19.88,43.85,-282.7625530632238,2370757,21.62
4770,2023,17.31,21.22,23.75,35.19,46.45,6.35380641636191,9970176,25.35
4771,2023,17.51,10.77,32.32,32.35,39.86,26.161594120243404,4462598,54.38
4772,2023,8.55,1.13,9.02,24.89,37.98,10.75407973233168,1840345,4.55
4804,2023,-19.05,-3.41,-84.43,-29.29,38.81,-87.79213238496153,397684,76.59
4806,2023,-5.93,-0.54,-11.38,-2815.19,12.11,-771407.5,1018254,26.63
4807,2023,-11.28,-4.12,-17.24,-19.42,3.75,5.3694769665235045,1259189,32.55
4903,2023,2.1,0.28,2.77,-10.2,8.5,38.77976204164042,1235503,16.34
4904,2023,6.53,3.42,14.55,15.0,30.56,6.7016116097413345,195097215,53.36
4905,2023,5.57,5.61,6.03,-34.64,33.21,193.685431161712,3503646,19.36
4906,2023,2.72,1.55,4.11,1.77,10.6,0.17358164300013856,21970128,39.94
4907,2023,2.69,2.24,13.77,9.55,17.88,73.30987212342608,9981280,80.15
4908,2023,10.93,2.63,12.21,22.02,42.64,2.6348577183287714,1874393,11.05
4909,2023,1.51,0.42,1.65,-2.66,10.56,11.428781961535627,2611046,8.8
4911,2023,8.69,1.3,9.96,44.47,79.69,-7.823024793726839,883095,13.57
4912,2023,4.31,4.18,7.96,7.04,21.97,-59.67976976389833,7269126,51.62
4915,2023,5.87,5.5,14.09,4.53,15.84,3.1569830607466223,46553120,58.98
4916,2023,3.25,0.87,4.62,4.6,14.02,17.170812382885256,3635101,44.89
4919,2023,7.16,5.77,14.11,4.78,40.58,6.785856557006395,31740194,47.29
4923,2023,0.73,0.2,0.83,0.1,27.21,2.1108241927459668,859777,13.72
4924,2023,-4.56,-1.15,-11.75,-9.53,19.44,-21.41407775198684,721665,53.15
4927,2023,-3.02,-4.2,-10.69,-4.79,8.14,3.248824124101704,18091070,61.67
4930,2023,5.95,3.61,10.0,6.29,18.6,39.557047397116406,11661854,47.28
4931,2023,6.54,1.65,9.85,0.49,15.53,59.21157733437663,1382732,22.63
4933,2023,8.03,4.22,10.19,11.77,27.17,1.4180450412395063,4348621,22.41
4934,2023,-5.67,-0.13,-7.93,-13.32,11.7,-52.703516026947796,3051146,24.92
4935,2023,3.15,2.57,4.07,3.09,14.84,10.158144489327093,10017729,19.93
4938,2023,3.31,5.9,7.98,1.17,3.67,1.0108958285817893,557069197,60.22
4939,2023,2.16,0.37,2.37,5.27,21.89,5.75205600005693,2643779,42.58
4942,2023,5.74,4.32,7.26,12.17,24.31,19.167658049418907,10593138,19.46
4943,2023,-6.53,-2.84,-188.07,-24.59,-1.69,-49.270996581646074,2776637,94.28
4946,2023,-56.14,-10.66,-186.18,-312.32,-85.46,-291.96180555555554,155112,65.65
4949,2023,7.68,3.2,12.36,5.89,22.73,3.244274011098612,2313375,30.5
4950,2023,-71.46,-4.05,-97.74,-256.75,-83.24,49.378250056522724,189852,47.15
4951,2023,11.69,3.31,13.32,23.48,69.8,20.60779378495108,961125,12.42
4952,2023,5.72,1.54,7.28,7.74,37.94,-0.43019304460993424,2793803,24.33
4953,2023,12.07,8.49,18.6,6.86,19.96,3.3674867337269028,5237430,32.7
4956,2023,-4.37,-1.38,-7.75,-15.15,1.65,15.933005488948762,2774533,37.94
4958,2023,4.63,6.55,7.06,6.05,18.14,3.541700461839998,242775665,44.67
4960,2023,-3.45,-0.99,-5.77,-5.77,3.95,3.877659886068916,14212638,35.41
4961,2023,9.42,13.29,11.18,14.4,32.43,15.677410809299941,24872281,14.78
4966,2023,8.95,25.73,10.89,14.28,43.72,24.95920063040974,23368554,16.12
4967,2023,4.1,3.38,11.09,1.87,7.83,0.0030032366460906903,8658578,74.4
4968,2023,-6.56,-2.46,-9.72,-9.97,26.87,1.4050721244341606,3176334,30.73
4971,2023,0.5,0.23,0.49,-4.92,23.33,-3.4095973422388397,1952072,14.9
4972,2023,2.83,1.16,3.58,-0.25,31.79,-29.653143891625085,2190914,26.52
4973,2023,6.64,3.12,9.28,3.07,21.09,1.3491119413046706,3385125,31.31
4974,2023,10.22,5.64,13.48,11.06,16.31,13.028427967986044,3878824,22.35
4976,2023,-7.95,-1.91,-9.96,-31.41,-13.92,14.807753120407746,3118740,19.55
4977,2023,6.69,4.26,8.69,10.06,21.82,48.88457187822751,5075149,23.94
4979,2023,15.95,3.34,19.87,14.98,19.41,-94.73740911912265,3520077,13.75
4987,2023,10.2,4.54,13.23,16.5,42.03,-0.6459246100921993,1388627,21.0
4989,2023,-4.47,-0.97,-5.84,-5.1,-1.15,2.212177745203954,2793668,21.11
4991,2023,-19.2,-7.18,-23.7,-16.81,17.57,-29.534466293679724,3590338,16.87
4994,2023,8.17,1.69,11.63,8.49,57.88,-0.23413796014440574,1658385,29.38
4995,2023,9.22,3.61,15.94,15.32,36.27,2.816573984008418,1702162,44.64
4999,2023,0.2,0.05,0.11,-1.19,16.41,17.038884262936755,3986957,15.0
5007,2023,11.7,3.38,14.09,17.85,24.64,1.523221577178412,8782989,16.76
5009,2023,9.2,4.66,18.15,17.55,26.95,13.934570429110572,30176505,49.43
5011,2023,3.6,1.51,5.75,-2.35,1.98,52.92000028472182,5203298,49.76
5013,2023,5.27,1.93,8.29,7.57,13.59,9.896492851564643,8541462,44.05
5014,2023,1.57,0.14,0.85,0.68,3.88,1.2986243153485522,10325930,70.69
5015,2023,3.71,1.34,5.47,6.61,18.35,-9.765249997176449,2481594,45.27
5016,2023,2.22,0.93,3.19,3.1,8.14,4.546071631328216,2646021,45.22
5201,2023,14.69,2.44,19.07,2.21,49.48,4.900202487706103,569882,25.76
5202,2023,14.38,1.81,15.38,-59.47,69.78,570.7965937915208,1211369,6.12
5203,2023,3.85,2.81,4.88,8.05,85.55,10.811961953513569,5727388,22.28
5205,2023,-17.56,-1.55,-26.45,-98.36,-11.66,18.58116968266457,90216,38.35
5206,2023,3.04,2.3,12.27,12.9,25.29,-0.42797435122844074,12174633,74.87
5209,2023,8.55,12.51,43.86,5.9,7.83,-15.644017479477727,4823554,81.31
5210,2023,-12.28,-1.56,-20.81,-35.08,60.65,0.6313484890914182,634914,34.61
5211,2023,-26.12,-4.56,-29.83,-15.02,58.94,6.943569924224331,471959,12.74
5212,2023,13.65,3.36,22.77,13.81,50.64,2.172136352843077,900892,40.51
5213,2023,2.75,2.59,10.94,22.65,33.03,44.5965874295788,54835383,78.15
5215,2023,4.19,2.75,5.32,9.23,26.96,1.2638797941178541,4346464,20.58
5220,2023,3.06,0.95,4.57,3.71,22.85,5.4157427937915745,1355340,40.51
5222,2023,17.31,5.88,20.49,37.23,55.63,-95.6732003766156,2668783,15.54
5223,2023,0.26,-0.08,-0.19,-0.45,20.53,13.968767555290878,3119268,38.28
5225,2023,9.28,8.02,20.94,5.37,15.54,9.739498686402422,6007457,52.62
5227,2023,-38.39,-7.0,-70.66,-55.17,-11.52,76.50651191038531,1314218,42.47
5228,2023,-5.31,-2.0,-11.95,-20.07,5.65,-6.797067102818296,1221122,51.39
5230,2023,0.9,0.07,0.55,0.67,30.51,16.769794268561615,2419424,52.26
5234,2023,11.57,5.1,17.21,14.32,34.69,1.9137988586573538,4642061,32.47
5236,2023,14.6,7.36,17.1,28.74,61.6,1.3702304529717253,2948369,14.35
5243,2023,5.58,3.55,8.38,7.48,19.83,6.704940209023675,11931143,38.2
5244,2023,8.48,2.4,9.95,19.06,46.45,22.730656457469273,1951878,15.15
5245,2023,-7.24,-3.22,-12.67,-17.94,10.96,-10.092268437363442,1794768,43.51
5251,2023,-11.78,-1.84,-14.63,-36.02,33.08,7.7071804786985805,483046,18.66
5258,2023,14.24,8.65,27.48,14.37,33.34,4.888646246605014,6989613,45.27
5263,2023,-3.16,-2.79,-5.67,-26.01,41.94,92.40020350657483,5050393,37.64
5269,2023,11.32,32.19,12.77,28.47,55.05,108.46184329577788,21649165,9.53
5272,2023,-2.3,-0.56,-2.83,-16.97,48.32,7.248571625249535,1258649,12.03
5274,2023,19.38,26.66,24.2,34.49,64.14,14.975509196370423,4544469,15.63
5276,2023,-3.24,-0.71,-5.52,1.69,15.05,-8.424998270472885,693133,33.4
5278,2023,23.44,13.39,63.33,18.04,58.52,17.515753895953615,1462409,66.25
5283,2023,9.35,7.78,13.53,9.83,33.52,84.22871461313326,6403572,34.53
5284,2023,10.59,8.33,17.92,21.66,39.03,-0.021712787384250164,4535180,47.83
5285,2023,3.85,1.75,5.97,4.4,13.98,5.689469410452547,5173458,44.54
5287,2023,20.67,12.74,35.84,38.83,69.9,5.446617183204561,3595863,42.89
5288,2023,14.99,15.6,21.77,14.86,20.95,9.33026051872654,6756085,25.53
5289,2023,12.32,12.98,16.04,16.6,34.23,-0.1350673153528393,9361706,23.7
5291,2023,0.92,0.34,1.22,2.06,20.25,-41.93670279841647,1518825,34.72
5292,2023,12.12,9.75,25.63,17.05,24.76,-46.96842482181277,2757741,47.26
5299,2023,7.79,5.13,10.55,11.84,26.07,65.7773897296598,3961652,20.88
5301,2023,-9.76,-0.61,-12.93,-32.15,38.18,-43.91107868289124,901074,21.65
5302,2023,-2.69,-0.34,-4.09,-591.86,40.69,-8075.338345864661,1809489,27.17
5306,2023,6.33,5.89,9.78,19.65,38.92,-30.648521623920566,12061719,36.66
5309,2023,6.38,1.41,10.39,5.91,24.73,-17.588101945643846,4772566,37.66
5310,2023,0.56,0.01,0.21,-273.9,-67.24,-29.339901477832512,215562,20.94
5312,2023,6.63,6.96,15.03,8.49,61.65,0.7259550373599258,7137868,58.48
5314,2023,14.65,2.11,20.23,-8.27,19.26,-28.52879045996593,245186,25.37
5315,2023,4.6,0.85,5.72,5.97,16.71,-8.0583560091885,1888942,17.61
5321,2023,4.21,1.66,13.23,5.02,37.79,8.503757403786818,4024526,78.39
5324,2023,-0.56,-0.53,-7.66,-9.08,49.87,15.026362488046107,9782621,85.14
5328,2023,3.75,0.46,4.57,7.4,25.69,6.6598675570706085,2268842,19.1
5340,2023,1.12,0.13,1.29,2.62,10.62,2.287011881107822,2295197,15.26
5344,2023,1.47,0.11,1.65,-0.21,15.23,4.136772548344987,607602,17.2
5345,2023,-29.2,-1.51,-41.03,-656.37,7.05,49.47245017584994,100356,21.33
5347,2023,7.43,4.5,16.19,15.09,27.29,18.609404902510256,102450043,55.38
5348,2023,3.94,0.22,5.49,3.7,25.4,1.1741160773849233,234488,31.31
5351,2023,-12.37,-3.09,-25.57,-44.07,-3.11,-6.827305209410807,6830400,49.02
5353,2023,7.83,2.14,12.67,8.47,25.09,-1.931756554845993,2119197,37.7
5355,2023,-9.76,-0.82,-11.71,-30.27,-12.38,12.065772392903504,1303633,16.54
5356,2023,9.41,5.48,12.46,0.82,8.96,16.317050764522822,6108042,24.04
5364,2023,-5.76,-1.77,-22.27,-11.69,-0.44,43.655903203988075,958363,72.9
5371,2023,2.79,3.56,4.74,2.36,19.93,10.238839887318019,55603904,53.87
5381,2023,1.57,0.05,1.28,1.6,17.03,-5.411740653793823,3441277,62.88
5386,2023,7.35,2.28,13.42,4.63,8.42,-0.1399672191656419,972852,47.03
5388,2023,5.65,9.17,20.76,4.97,16.4,-14.666284499469926,47764529,72.33
5392,2023,1.33,0.33,1.58,0.13,16.23,20.175026199290713,15338764,51.26
5398,2023,-5.4,-0.64,-6.09,-21.28,17.35,6.250870109981902,556636,9.35
5403,2023,11.18,8.37,22.59,22.44,39.73,-14.936091624149661,4450507,45.38
5410,2023,5.0,2.12,13.11,5.35,18.78,-1.2799213654906667,2935387,50.95
5425,2023,7.69,2.89,12.23,12.1,30.74,13.362946021968172,17543242,39.01
5426,2023,0.33,0.05,0.39,-1.36,15.56,8.143246992819355,2684715,22.98
5432,2023,6.84,1.41,7.65,6.16,18.31,10.068646282709324,431577,10.51
5434,2023,9.53,15.36,19.94,6.49,13.03,1.1731877779731443,31635539,51.5
