coid,year,ROA,EPS,ROE,OM,GM,FCF,total_assets,LEV
6115,2024,8.15,3.63,12.61,8.19,15.08,-0.5260413850025438,8667250,37.1
6116,2024,-10.56,-1.86,-14.03,-55.78,-36.11,-27.51032943153038,45824878,25.67
6117,2024,10.26,4.12,23.9,12.1,29.68,17.276197208955672,4115746,54.75
6118,2024,1.53,0.39,3.23,0.32,4.83,0.7690898193834294,2980220,62.98
6120,2024,1.21,0.28,1.99,-0.71,5.11,5.600088170246527,17994628,46.57
6121,2024,8.23,28.88,15.16,8.02,14.16,6.992142173727174,78339065,44.56
6122,2024,8.38,4.41,20.02,9.73,12.78,-9.308163167124333,4852641,62.39
6123,2024,9.16,3.65,16.79,6.08,14.62,-0.8648075183405314,3754552,47.73
6124,2024,-3.99,-1.19,-6.18,-17.02,-1.62,4.8890288353275695,4691491,28.45
6125,2024,-4.89,-0.56,-11.09,-26.36,17.67,-105.95666806246994,11907713,51.03
6126,2024,2.94,0.98,3.94,5.71,22.98,26.634186849279377,9397481,32.62
6127,2024,-0.73,-0.64,-5.98,-12.07,15.43,85.61998682989139,3512421,67.71
6128,2024,4.92,2.88,8.61,6.79,41.56,16.54418543015833,8654443,49.48
6129,2024,-6.95,-1.0,-7.97,-22.64,29.83,0.7842466851153399,2360977,12.85
6130,2024,-3.17,-0.75,-4.3,-18.15,35.42,149.7631790839767,978409,23.73
6133,2024,4.31,0.65,6.5,4.55,20.97,4.7763112985906995,2067243,40.15
6134,2024,1.1,0.24,1.1,-1.48,24.6,-37.338526259458014,1797094,38.31
6136,2024,2.74,0.9,2.82,-6.67,21.17,-83.34019204389574,3640216,3.62
6138,2024,14.11,9.89,19.73,14.82,35.54,-0.5862135721502807,6065824,25.41
6139,2024,9.87,18.73,31.15,10.18,12.48,-0.001427424291234859,60497028,66.05
6140,2024,3.21,1.03,8.87,0.69,9.06,2.5152190519692232,1494463,59.39
6141,2024,-13.61,-8.05,-66.75,-34.05,-13.76,-69.46842807381606,6029819,80.47
6142,2024,-3.67,-0.5,-5.32,-27.76,1.62,16.585145000768055,4130852,26.56
6143,2024,11.12,7.33,17.68,10.09,20.99,-0.641768991425122,7836942,36.76
6144,2024,-5.85,-0.57,-6.75,-15.15,36.01,2.8972219675437794,360967,13.09
6146,2024,17.37,12.66,22.71,33.44,50.21,0.13002018687737515,7996113,23.55
6147,2024,7.77,5.59,8.65,12.5,22.46,0.817679256571648,52023423,9.4
6148,2024,6.15,1.54,12.02,7.04,23.25,-6.0109289617486334,1170491,48.2
6150,2024,-3.99,-4.1,-12.9,-4.2,3.99,-0.3787516191330484,3850270,62.26
6151,2024,5.23,1.48,8.1,6.9,20.04,-12.828322886918242,1617120,36.66
6152,2024,-1.17,-0.23,-2.69,-7.53,16.54,1.9306984445831863,2811077,46.45
6153,2024,-12.96,-4.41,-23.14,-27.69,-11.97,-6.030636814664505,17825353,42.36
6154,2024,2.16,0.5,3.15,1.21,16.71,2.8244810944723096,2018637,37.21
6155,2024,4.03,0.97,5.29,1.39,22.91,-15.464643952582277,2381061,28.81
6156,2024,4.57,2.16,8.83,3.14,16.8,-0.54175786017172,6803670,52.58
6158,2024,3.42,1.26,5.88,4.02,29.95,-8.255559752314895,2351879,47.64
6160,2024,-2.95,-0.57,-5.25,-4.44,38.92,-0.5970019951026981,1193658,39.08
6161,2024,11.1,2.85,13.78,16.12,42.47,9.171457509053417,1649726,19.17
6163,2024,2.56,0.93,5.27,3.0,22.22,1.2380141442572747,6139216,58.64
6164,2024,3.04,0.47,4.24,1.9,34.2,-6.157330054748169,1465576,34.09
6165,2024,3.82,1.04,6.73,1.44,23.7,-28.822193631844996,2365120,38.71
6166,2024,0.74,0.23,0.25,0.61,37.66,-3.7417449772852525,12647732,57.25
6167,2024,0.17,0.02,0.18,-11.56,6.88,7.495913192343832,2116045,14.12
6168,2024,-0.44,0.03,-0.63,-3.7,25.37,40.19894761424865,4066615,22.46
6169,2024,-6.27,-1.22,-9.3,-179.25,26.32,1270.8504098360656,424375,31.13
6170,2024,8.24,3.39,16.85,9.19,29.78,7.34457152149168,4471551,56.15
6171,2024,14.52,5.73,26.12,39.28,43.45,0.001065459920303598,4628895,48.07
6173,2024,6.1,2.91,7.32,13.18,21.43,0.4874403963188855,8030902,15.32
6174,2024,4.58,0.75,5.61,-1.45,32.93,6.19753365765358,829686,21.36
6175,2024,10.19,3.23,14.23,14.28,24.02,1.1115160706902667,6368074,27.23
6176,2024,11.78,15.63,20.15,13.01,20.72,-3.498753106516013,64401956,41.3
6177,2024,5.95,5.01,22.01,22.32,32.75,-0.6648481787253835,39812290,74.06
6179,2024,0.87,0.05,-0.62,3.18,7.96,6.991685132875032,8504809,69.19
6180,2024,22.84,11.78,35.12,2.33,35.32,0.6961011782026725,8354944,28.07
6182,2024,1.41,0.01,1.34,2.73,24.18,-29.618831654477844,34504925,25.54
6183,2024,12.65,3.4,19.24,23.02,42.21,4.275367679024939,4450191,39.01
6184,2024,7.84,3.59,11.66,30.29,51.85,0.165538586300473,7288015,36.37
6185,2024,0.34,0.06,0.39,-31.97,15.24,0.5519335222835482,2538279,12.61
6186,2024,4.81,5.63,27.5,12.97,23.7,2.1281063615794724,20617645,81.24
6187,2024,19.83,14.57,29.13,25.79,49.08,0.33939597281827605,8795907,25.91
6188,2024,4.66,2.33,6.86,7.66,27.63,-0.3764134457561563,14578513,31.83
6189,2024,10.17,6.46,24.12,4.67,8.2,-0.30701922519297437,16909125,59.13
6190,2024,6.87,2.28,11.85,6.23,16.97,35.36802357761981,6873323,48.19
6191,2024,7.63,6.01,13.02,16.01,26.08,-30.984418267805598,41002653,44.13
6192,2024,9.02,10.48,14.87,14.89,29.77,-1.0493732250420562,11436117,38.08
6194,2024,8.63,4.15,10.51,11.51,17.56,-3.1932243896137447,2451946,18.52
6195,2024,3.41,1.6,6.09,4.82,55.98,12.669801875440198,3627660,63.57
6196,2024,4.57,8.94,15.11,3.6,8.7,-1.9288100219311477,46657323,74.23
6197,2024,17.92,8.69,28.17,17.79,33.15,-70.21029722063498,7724111,40.31
6198,2024,-1.34,-0.56,-1.85,-2115.15,16.25,-3817450.819672131,6098820,21.39
6199,2024,3.51,0.6,4.12,6.19,78.51,9.055854617645936,958466,15.97
6201,2024,11.32,4.68,14.87,14.07,25.79,-1.8013748837780004,3710689,22.87
6202,2024,-2.21,-0.66,-3.82,-9.47,38.49,10.629119890901894,5617710,34.91
6203,2024,7.53,3.5,9.62,5.12,25.26,1.8686458064221996,3547802,16.99
6204,2024,7.02,1.48,10.31,8.2,34.13,3.0664395229982966,500933,31.7
6205,2024,6.17,2.65,8.43,11.21,41.69,21.61963591686038,3842519,30.92
6206,2024,16.33,6.93,19.49,23.26,43.61,-1.5552255127404713,6114603,16.02
6207,2024,4.84,2.07,8.67,8.12,31.54,-21.313379222146995,4153408,52.13
6208,2024,5.54,3.01,10.29,11.55,34.56,-23.228226423078958,7956405,50.55
6209,2024,-3.11,-0.75,-4.38,-7.0,8.03,-7.530413356055744,3901833,25.61
6210,2024,-20.83,-3.69,-24.3,-49.15,-27.6,-3.435599125967047,559873,15.97
6212,2024,5.05,6.09,17.52,20.93,27.08,2.1070749294043476,11919717,69.13
6213,2024,2.82,2.26,4.1,4.6,12.56,-1.7032933983680771,34844189,40.75
6214,2024,6.45,7.66,12.28,3.58,21.18,12.853751433583533,34732120,47.23
6215,2024,8.74,2.11,11.51,6.96,28.83,1.3553456981417003,2188152,30.95
6216,2024,13.65,2.88,15.14,18.41,47.23,-4.747045940026498,2108717,10.5
6217,2024,-4.28,-2.65,-10.6,-7.64,23.11,-3.527865588388653,6042536,58.39
6218,2024,-5.56,-1.68,-11.26,-13.09,12.71,2.9857695188356512,1791841,49.93
6219,2024,5.51,5.08,33.68,13.37,25.76,-0.7003007517780453,13265171,84.14
6220,2024,2.94,0.93,4.27,3.26,26.24,-0.843175653793215,9785545,66.16
6221,2024,8.11,3.51,17.97,9.52,23.06,14.235533348690527,5477750,49.35
6222,2024,-5.79,-0.41,-5.88,-658.75,-11.7,309.0180360721443,276337,1.62
6223,2024,16.11,24.42,27.22,24.41,54.67,24.525471847343752,16478513,43.52
6224,2024,3.36,2.23,4.7,3.96,31.21,13.803811479607244,4394328,44.65
6225,2024,-1.54,-0.07,-2.05,-2.29,19.05,42.49706511981216,130548,31.46
6226,2024,-1.8,-0.44,-4.45,-12.45,23.7,-5.069213434917909,2335501,47.05
6227,2024,8.06,6.44,19.65,4.78,10.49,-1.6314617295365568,6560754,58.0
6228,2024,-5.06,-0.86,-8.91,-67.85,28.82,46.53268825207791,414334,33.66
6229,2024,2.25,0.61,3.13,-0.55,12.79,-25.75137986616519,1508538,50.35
6230,2024,1.51,1.48,2.17,1.32,18.1,-0.527330530483622,10295546,41.74
6231,2024,22.23,7.37,32.33,23.73,77.2,-0.7563549957083754,1687495,30.48
6233,2024,2.28,0.36,2.48,-3.3,40.2,16.119211217250434,1354015,9.87
6234,2024,2.88,1.05,3.77,8.13,16.58,15.146154367316827,4253334,33.43
6235,2024,7.15,3.06,13.62,10.8,28.05,-16.513124258414287,9601789,50.46
6236,2024,-9.28,-0.41,-10.26,-54.61,73.99,27.530293784325693,170885,9.69
6237,2024,-1.23,-0.27,-1.32,-24.52,58.91,-45.406187663785346,1760963,4.53
6239,2024,7.9,9.09,12.07,12.8,19.08,4.907825615184599,109190891,34.34
6240,2024,0.83,0.35,2.0,-26.77,25.88,-55.43161035086581,978056,58.14
6241,2024,-5.29,-0.63,-8.1,-19.75,9.22,-5.566357424587523,577082,37.08
6242,2024,8.33,2.48,10.37,15.92,68.27,1.3160784887977741,1035612,17.37
6243,2024,4.49,1.12,5.99,-0.95,35.92,1.4244776451603929,1267007,33.33
6244,2024,3.17,0.61,5.42,8.47,19.72,23.83587383990894,9647528,53.06
6245,2024,9.85,6.1,15.07,13.12,35.63,-0.6333125541767769,9003658,31.88
6246,2024,-3.01,-1.32,-12.42,-3.48,9.7,3.2533541217272677,1298469,70.09
6248,2024,6.84,3.07,12.06,2.02,5.09,-33.3922389654785,4351280,45.23
6257,2024,8.72,5.89,14.8,16.87,26.11,-2.6325691317471716,39634648,41.85
6259,2024,2.77,0.51,3.53,1.57,23.81,3.770030248160514,529475,32.58
6261,2024,6.17,4.06,7.43,11.57,30.12,18.428347947087982,8527428,19.06
6263,2024,24.57,8.61,31.73,32.86,46.98,1.2890858605282394,2191673,20.88
6264,2024,1.14,0.05,0.52,-24.57,27.01,-605.9892044121099,3884710,78.17
6265,2024,1.68,0.21,1.85,-5.92,6.3,-12.064239925702767,1538782,12.03
6266,2024,11.08,2.62,15.83,12.29,18.89,-1.895500815396977,3570825,29.85
6269,2024,-1.97,-2.56,-3.1,-6.86,5.75,7.568893037342426,38594126,33.7
6270,2024,1.39,0.65,1.63,0.27,8.64,-6.167113197787222,4576059,25.67
6271,2024,5.29,8.2,6.84,14.41,27.51,-4.989854245698194,34615579,25.37
6272,2024,5.69,2.28,13.23,6.3,25.44,-21.54973010441057,3805638,60.26
6274,2024,11.68,9.56,20.1,14.44,23.15,-6.240731332162115,25877883,44.6
6275,2024,6.44,2.87,13.77,5.16,18.02,-1.8898898814302738,3567334,54.19
6276,2024,-7.41,-2.16,-18.56,-4.21,22.35,2.1797166161678807,668930,68.84
6277,2024,7.45,4.14,10.36,13.39,59.75,4.820758941999826,7123598,31.57
6278,2024,6.06,9.94,13.72,6.65,13.36,1.5610474405749946,52196295,56.68
6279,2024,10.66,12.79,19.44,17.97,33.29,-14.531858174039458,14118491,47.41
6281,2024,5.17,4.51,15.57,2.82,20.15,4.479294342200058,9366416,69.07
6282,2024,0.35,-0.04,-0.15,-0.39,23.28,3.7610644998378366,52021265,55.03
6283,2024,4.67,0.77,6.76,-5.01,9.47,8.198317185580626,3023897,34.08
6284,2024,8.0,6.61,13.51,12.89,27.56,0.3297610132002516,13551746,43.8
6285,2024,5.51,7.26,11.05,3.37,12.14,1.4239889874616596,75360473,57.56
6290,2024,11.67,6.41,16.19,11.89,24.86,-5.805078529639112,9353497,27.88
6291,2024,9.06,6.13,12.61,11.14,31.19,-2.5450750002202005,2161705,32.11
6292,2024,8.8,3.87,14.54,8.78,33.79,1.4264248726110695,1802331,30.69
6294,2024,3.25,1.79,6.66,5.11,30.06,7.163306427189877,1464617,59.99
6405,2024,-1.97,-0.75,-2.02,-79.35,-4.87,-62.849775046636665,2456631,1.01
6409,2024,26.54,48.13,45.98,22.42,30.78,-2.6066717983480885,17321474,42.68
6411,2024,6.29,4.53,8.15,12.51,42.46,13.746312002093179,6702161,23.55
6412,2024,10.57,8.34,22.78,10.21,20.15,0.06271475243478121,34252464,54.67
6414,2024,5.37,20.03,11.59,4.53,19.7,1.2285924887295823,147009043,63.09
6415,2024,5.7,5.95,6.32,12.28,53.84,-2.8970856087740264,40521710,11.86
6416,2024,6.28,4.5,9.11,7.86,23.83,0.8958306264659824,5666099,35.12
6417,2024,7.06,4.35,11.79,13.89,29.14,4.590584365267036,2815950,42.82
6418,2024,4.9,1.1,7.42,4.19,20.15,3.641600209462924,1011056,48.69
6419,2024,23.82,10.46,42.51,6.09,20.86,-12.682500168202921,741557,50.25
6423,2024,5.63,0.98,6.42,13.66,99.47,33.85911709034661,643514,14.14
6425,2024,2.16,0.69,3.22,3.04,31.76,-121.23876123876123,2919698,54.86
6426,2024,-11.9,-3.58,-13.31,-51.99,0.82,-21.77895798596101,1062653,9.89
6431,2024,-16.39,-2.52,-33.95,-38.04,17.92,-0.3537716886165919,910202,49.47
6432,2024,4.29,1.68,6.36,2.36,25.98,1.5891270256142187,1379235,36.04
6435,2024,9.16,6.09,12.98,8.49,20.92,1.0752766527386908,2370942,24.54
6438,2024,6.93,7.63,12.47,7.84,26.64,-19.190636920551203,8624842,43.54
6441,2024,-6.76,-2.65,-10.38,-28.99,20.85,-15.881594915487495,1880774,31.28
6442,2024,20.57,14.3,36.72,20.2,55.62,-15.263989354619827,7031209,47.41
6443,2024,-4.81,-1.17,-8.29,-12.88,7.07,-78.37747542214282,10322718,33.8
6446,2024,10.23,8.96,11.54,17.83,87.91,24.52153070976837,31061633,11.57
6449,2024,9.11,6.08,14.72,15.04,29.9,-1.8723156678019306,6858346,41.11
6451,2024,1.15,0.4,0.52,-4.37,13.18,-151.4384540013458,16784513,53.64
6456,2024,0.94,0.46,0.39,-0.57,7.33,0.537364677598473,70972925,57.84
6461,2024,-13.35,-2.68,-37.15,-895.26,-396.25,26.81614349775785,2395802,66.01
6462,2024,-8.0,-12.71,-14.52,-25.11,39.39,115.20004249160127,18941347,44.82
6464,2024,5.94,6.97,10.93,29.28,51.28,40.6567840921708,18530440,54.15
6465,2024,-12.97,-1.32,-20.3,-54.32,23.99,-25.73801805973605,494307,8.69
6469,2024,6.35,5.16,19.43,4.64,28.03,2.340798865142609,12127250,69.92
6470,2024,7.84,3.6,12.2,6.79,16.61,-31.0931012286646,1830171,38.28
6472,2024,13.03,37.84,31.61,21.28,44.7,27.939097146634932,45509645,67.21
6474,2024,5.03,2.62,8.72,5.03,19.17,-0.49565124916637765,3083103,52.51
6477,2024,-0.9,-0.67,-3.86,9.85,22.85,-137.76408551613457,8085528,58.51
6482,2024,16.95,3.53,23.79,17.65,99.35,2.023438474005735,541449,27.16
6485,2024,-2.57,-1.36,-3.26,-6.25,45.43,16.332883889023172,2132766,13.76
6486,2024,8.79,5.87,15.1,13.27,32.39,9.718580210553128,3454707,41.2
6488,2024,5.09,21.06,12.5,22.54,31.62,-30.376286747856955,224580571,59.47
6491,2024,13.39,23.47,17.62,30.61,56.09,-2.158006022938425,14545763,23.97
6492,2024,-24.14,-3.29,-25.06,-30619.1,47.7,-202.0,1065957,3.65
6494,2024,6.24,2.63,7.67,3.18,30.36,-3.276023862189155,1339358,17.99
6496,2024,-5.85,-2.14,-9.42,-9.39,44.33,0.7024496425441057,1578343,37.18
6498,2024,15.02,5.57,25.82,30.24,46.3,-9.639163803565628,1643761,41.67
6499,2024,-37.45,-8.74,-44.56,-302.46,28.49,19.30495940425092,1877743,18.2
6504,2024,1.73,1.39,2.82,2.44,12.39,2.2589823239959315,10251882,64.47
6505,2024,1.58,0.63,1.81,-0.1,1.55,8.625048610720166,371199649,18.58
6506,2024,2.47,0.75,3.89,3.61,13.66,-5.629335763684126,2518968,49.53
6508,2024,3.2,1.07,3.8,3.45,21.2,10.269197426655108,2898173,15.41
6509,2024,7.58,2.71,11.16,13.9,30.57,2.849741857306786,7327270,31.15
6510,2024,5.57,15.55,6.2,13.56,53.46,1.7983351535158483,9158303,12.02
6512,2024,-5.52,-0.95,-6.21,-16.82,21.31,5.263498221791141,416298,10.19
6515,2024,19.23,34.31,26.27,23.6,43.7,2.2716802779920173,7580009,26.91
6516,2024,6.44,1.47,7.76,9.89,56.65,-12.064450193222829,1297107,15.87
6517,2024,14.88,3.67,17.74,20.45,40.29,0.004671078240560529,784099,15.01
6523,2024,27.13,10.57,32.52,42.28,70.71,110.68069155178758,1749768,16.84
6525,2024,10.42,5.15,15.31,14.65,22.67,2.791130533959297,6620926,31.7
6526,2024,11.09,16.1,13.96,15.04,52.32,8.786960084764003,27110821,22.68
6527,2024,11.28,5.02,14.16,16.71,34.46,1.0430253542265977,1184917,20.79
6530,2024,10.51,1.64,11.91,21.54,43.22,1.0658576529653396,541518,12.74
6531,2024,12.38,9.73,13.59,25.36,51.18,-1.9803685066975254,13008288,8.47
6532,2024,12.19,4.03,14.24,24.1,35.93,0.601800265983394,1273941,14.49
6533,2024,0.08,0.04,0.04,-19.98,99.95,76.62624537185569,5301188,9.06
6535,2024,-23.05,-2.6,-26.03,-912.09,45.24,-4794.839947490659,2132961,9.63
6538,2024,11.55,9.23,17.04,21.13,43.22,1.7327101874409587,3191603,35.04
6541,2024,-48.7,-8.9,-161.17,-3912.4,23.91,580.6405693950178,2735137,67.34
6542,2024,8.08,2.03,9.64,9.77,80.16,-5.301154890563486,1105688,17.64
6546,2024,7.76,3.59,11.86,8.0,20.28,-0.5209618465769829,3419961,39.26
6547,2024,-1.25,-0.24,-2.09,-24.05,65.46,0.4091456077015644,4363906,11.78
6548,2024,9.73,2.02,17.54,13.82,24.07,-3.3688611348320774,21575672,45.81
6550,2024,-27.49,-3.35,-35.32,-2462.51,-71.89,-4035.311482646361,9090440,25.52
6552,2024,0.67,0.16,0.51,-5.41,2.43,-105.53521591693425,4081710,34.14
6556,2024,12.61,8.85,17.87,17.8,36.33,11.199445935013765,2128145,26.94
6558,2024,0.55,0.1,0.64,-3.04,18.79,0.32332096319651776,1861258,18.82
6560,2024,-1.31,-0.26,-1.49,-69.11,29.3,197.359864741839,509333,12.33
6561,2024,15.17,13.82,28.65,35.33,47.45,19.00736841698752,7570811,48.43
6568,2024,7.19,3.85,8.16,9.47,38.87,0.040334888588496924,1665941,11.98
6569,2024,8.84,4.69,11.72,7.15,36.76,2.598251277560676,2106193,26.28
6570,2024,4.91,1.59,7.01,9.32,37.13,0.7584919675081658,1371641,39.75
6573,2024,-2.68,-1.94,-9.07,-18.55,3.35,32.96212755902129,2025214,50.7
6574,2024,10.91,4.1,13.77,13.69,73.95,51.832216720069916,834369,19.7
6576,2024,-53.51,-7.87,-76.04,-257.9,57.27,-977.1144172412075,2159152,25.94
6577,2024,18.06,6.63,28.99,18.37,31.3,-2.3255643934963155,2387762,34.88
6578,2024,1.16,0.17,1.14,-0.54,20.34,-45.45009305514742,1315271,17.18
6579,2024,7.99,7.72,9.41,7.62,35.88,1.8000753595180692,14326242,15.48
6581,2024,16.65,7.47,19.38,41.48,53.37,1.137412177904219,5435317,17.83
6582,2024,1.65,0.99,1.75,-3.78,8.72,-13.22148526693487,6544372,5.82
6584,2024,5.78,2.94,9.25,10.57,26.1,-124.47323169500196,3940749,43.39
6585,2024,14.21,10.44,20.39,26.19,39.79,17.109320230539684,5380573,25.95
6588,2024,-14.53,-5.36,-18.79,-79.29,-36.14,-661.7475460243624,1056802,20.85
6589,2024,-6.29,-2.28,-7.25,-94.53,21.7,117.31225457421064,10876416,14.88
6590,2024,10.74,5.04,15.32,17.53,42.17,4.517313650996901,1068290,30.93
6591,2024,4.47,3.21,6.4,4.71,26.48,-75.40855720526552,2996129,35.41
6592,2024,1.03,4.44,8.02,12.78,57.28,-6.227259987870938,328179390,87.3
6593,2024,1.28,0.39,1.28,1.97,25.46,95.78033542492369,965451,27.73
6596,2024,11.74,6.27,20.35,16.11,27.3,-98.54032246728237,2007374,39.42
6597,2024,13.58,4.62,23.27,15.51,29.5,5.036255210364808,985439,42.79
6598,2024,-23.52,-2.88,-33.87,-81.01,59.46,-3.0100491868866346,1214902,27.66
6603,2024,1.75,0.5,2.88,2.66,25.61,6.915918107089213,7710104,66.02
6605,2024,10.65,18.98,17.02,19.43,34.07,33.497265920145814,32977272,40.58
6606,2024,3.55,0.92,4.47,17.27,37.05,-9.135505887899777,2362087,20.37
6609,2024,4.97,2.58,7.63,5.97,21.2,1.4258671663676208,3890722,35.24
6612,2024,2.81,2.41,3.18,14.34,69.75,-11.463215258855586,3008195,41.4
6613,2024,13.36,17.1,26.45,18.51,29.81,-17.142739825006235,12377442,46.63
6614,2024,3.6,1.7,10.2,2.28,12.28,3.1945483632999294,3828541,68.36
6615,2024,2.61,0.86,3.03,-0.74,29.93,8.792886827099643,768083,16.1
6616,2024,-6.38,-1.39,-12.64,0.45,11.75,3.2488606898051704,748127,41.54
6617,2024,-3.62,-0.68,-4.17,-505.8,27.09,588.8839085611833,3382186,8.33
6620,2024,14.61,3.37,16.1,50.33,99.86,497.9712810807075,3441404,9.42
6624,2024,2.0,0.71,3.73,1.1,14.43,-1.2080907075656813,975738,54.23
6625,2024,15.76,5.84,30.58,9.96,17.09,0.41294002997021617,1966768,49.04
6629,2024,22.47,11.49,30.89,26.13,32.68,-26.558850007091934,2275056,28.07
6637,2024,16.29,7.17,22.66,24.08,40.54,-6.484669266629524,1188561,24.75
6640,2024,11.8,14.62,27.31,18.09,37.82,13.064673536201617,3864077,55.42
6641,2024,2.1,1.4,2.92,-1.67,28.51,6.880785593334466,2100268,29.68
6642,2024,9.57,3.58,12.9,25.41,49.04,36.88381927762834,1465942,26.86
6643,2024,5.62,3.05,6.37,3.6,100.0,3.6711979168256623,2159212,11.11
6649,2024,-0.15,-0.04,-0.28,-11.63,59.34,1.9813559905060025,704556,11.13
6651,2024,15.86,8.22,23.19,18.69,35.37,-7.456424739932391,1672339,22.44
6654,2024,-2.92,-2.28,-8.49,-36.45,7.24,61.1947616142247,2280569,61.18
6655,2024,5.84,4.93,15.89,18.42,51.98,-116.27233588600603,8437081,70.65
6657,2024,-28.7,-3.03,-29.95,-3292.93,73.43,-5608.320493066256,780638,5.29
6658,2024,2.21,1.09,4.17,2.21,22.86,-5.005199845399233,2854147,54.9
6661,2024,0.57,0.05,0.24,-0.26,42.11,2.5372487279530884,528248,44.01
6662,2024,7.66,1.72,9.67,19.06,39.24,4.622365514359066,612666,26.65
6664,2024,12.75,16.97,29.12,37.24,52.0,-209.13420160912756,8579732,54.74
6666,2024,4.03,1.7,5.19,8.12,62.44,31.008804462156736,2254766,23.92
6667,2024,11.78,9.69,25.67,13.32,23.55,0.30478295269540345,4375776,57.07
6668,2024,-4.76,-1.85,-9.64,-21.73,13.49,-109.97411591125213,3525899,43.6
6669,2024,17.01,126.57,34.92,7.79,10.37,1.1609047446139995,190678828,53.74
6670,2024,17.92,28.17,27.87,16.42,26.66,-7.408983156595535,26163526,36.18
6671,2024,8.76,3.18,11.2,10.79,37.81,16.167617788294244,2339395,22.99
6672,2024,7.53,5.01,10.66,7.53,33.55,-13.416426849187213,4868889,28.66
6674,2024,-10.29,-2.46,-15.59,-15.11,17.71,-8.328322309079976,1546105,36.69
6679,2024,8.66,8.86,9.17,18.01,41.63,-28.33955422843127,5691532,6.36
6680,2024,9.06,4.15,18.25,9.09,34.52,27.780874012392225,1552648,61.91
6683,2024,17.02,17.69,20.12,28.53,53.01,-0.08127444582940963,3060917,16.79
6684,2024,-11.24,-4.24,-12.57,-55.65,39.55,21.129342040278768,1781650,9.38
6689,2024,2.03,2.26,3.74,0.67,10.71,0.9698386827843759,6319779,49.14
6690,2024,6.61,10.13,10.49,13.67,41.48,-170.85235227357452,4680717,35.65
6691,2024,14.58,19.36,34.15,16.38,19.84,-0.42970825723936157,15693076,59.91
6692,2024,2.64,0.94,5.69,0.53,11.05,-5.832340725148161,2364778,54.25
6693,2024,9.38,3.33,13.21,11.04,30.56,-3.2202094608137903,1805954,33.09
6695,2024,-2.02,-0.41,-2.27,-12.07,42.2,36.390646367918585,1955277,12.17
6697,2024,7.13,2.61,12.09,5.86,14.85,-0.881262377991383,1005873,40.48
6698,2024,-0.2,-0.96,-1.01,-1.91,27.24,-14.48077213523874,2894672,32.07
6703,2024,13.47,10.16,21.8,10.03,61.9,3.1632345565054245,2141985,39.95
6706,2024,-4.29,-4.29,-8.17,-55.61,8.79,-298.12145280143335,7493000,44.62
6708,2024,-1.99,-0.31,-2.25,-12.98,51.83,44.05544441268934,429721,9.62
6712,2024,17.44,4.55,20.19,45.1,70.68,-11.654900501273536,2136096,16.0
6715,2024,7.15,5.26,8.87,17.11,38.36,-2.929563902753943,4698448,21.54
6716,2024,11.35,4.35,16.89,11.62,34.74,-7.175200278648554,1232464,34.45
6719,2024,1.98,2.42,2.12,3.64,30.27,90.3411654276007,16067926,15.76
6720,2024,18.83,6.6,23.26,31.21,56.66,-377.5786382011117,1111522,13.65
6721,2024,8.89,4.39,16.42,2.92,4.71,0.864642816733592,1130048,44.93
6722,2024,4.93,2.6,10.13,3.11,18.93,3.7769518016714105,4478305,54.22
6725,2024,20.49,18.68,50.6,23.87,30.85,0.052169997963226106,3027151,53.35
6727,2024,4.84,5.69,12.55,9.16,19.07,4.108761969324633,3315944,60.89
6728,2024,12.05,11.71,20.5,11.26,37.24,-0.5819438634843965,3345255,41.69
6730,2024,7.07,2.13,12.18,17.87,48.73,-66.10333308310187,1086136,46.62
6732,2024,9.29,11.05,12.17,10.27,23.74,5.179242209868792,5717588,23.05
6733,2024,-12.2,-0.95,-13.3,-72.93,77.85,-16.802768166089965,912702,7.25
6735,2024,8.61,2.13,9.54,21.7,54.28,8.30683854558067,1131706,9.69
6739,2024,18.24,6.03,22.97,34.1,58.88,10.73931006153676,914024,17.36
6741,2024,10.75,4.22,16.39,32.67,74.4,1.3642400347502945,5025211,35.24
6742,2024,1.51,0.3,1.47,-1.63,14.71,9.908846112995832,1881415,23.78
6743,2024,5.47,2.1,11.01,8.59,18.37,-2.019757100313321,9436954,68.83
6751,2024,1.29,0.83,1.92,0.34,12.93,1.5050478017158067,1858308,36.6
6752,2024,8.76,6.14,18.36,14.68,52.28,28.127722374487345,2575267,50.78
6753,2024,7.81,6.25,21.02,19.64,22.75,9.04221732144987,10157988,63.67
6754,2024,8.76,6.4,18.67,10.14,23.59,8.771904492124957,4946149,51.99
6756,2024,4.19,2.26,5.29,0.86,50.05,28.530229515346456,3788211,23.35
6757,2024,14.89,6.16,46.76,22.38,31.31,-16.497045708518886,22375107,65.91
6761,2024,10.23,7.25,17.69,11.95,32.14,-7.713700639234027,2440517,41.41
6762,2024,2.26,1.87,4.53,6.42,24.13,83.82545783404929,3185817,59.52
6763,2024,5.26,1.94,12.59,23.79,41.16,41.50855535661483,6709123,58.79
6767,2024,-7.76,-1.62,-10.19,-14.45,78.8,-285.8434181802768,732375,19.17
6768,2024,7.61,8.15,11.07,8.72,20.7,-23.93675325835616,23574767,35.37
6770,2024,-2.94,-1.64,-7.43,-17.81,1.17,1.9444079619348982,188920850,53.08
6776,2024,5.28,4.11,14.47,1.78,6.53,2.119328973141752,9385204,73.91
