coid,year_q,ROA,EPS,ROE,OM,GM,FCF,total_assets,LEV
3285,2021Q4,0.94,-0.02,1.17,1.04,16.13,3.4023123055707005,983622,38.34
3287,2021Q4,8.55,1.14,12.56,10.22,28.21,-12.741809391269635,785094,27.37
3288,2021Q4,-12.06,-1.48,-31.8,-29.41,25.55,15.173180218558993,233923,62.38
3289,2021Q4,2.09,2.02,3.39,5.87,24.95,14.60843339161676,7221525,53.96
3290,2021Q4,2.91,0.77,5.43,3.94,19.95,5.7301177959100285,3087463,53.54
3293,2021Q4,44.48,67.21,60.57,51.51,95.93,0.3446888573228529,12234377,26.66
3294,2021Q4,0.7,0.18,0.99,0.85,11.77,-0.4312172906203171,5822890,58.9
3296,2021Q4,-5.66,-1.64,-11.55,-5.01,8.95,1.2871195594430391,2591700,50.88
3297,2021Q4,-1.6,-0.42,-2.61,0.63,36.05,-16.237976794674562,869550,34.03
3303,2021Q4,4.76,1.61,8.52,13.33,29.54,0.04708758161525844,3497705,48.7
3305,2021Q4,8.49,4.92,15.15,10.57,15.95,-9.680025984520197,8449801,47.45
3306,2021Q4,2.7,1.05,3.32,0.28,19.54,5.242308036202152,2156923,21.55
3308,2021Q4,-1.28,-0.37,-3.9,-16.63,3.33,16.822751494973357,1420930,53.22
3310,2021Q4,1.73,1.33,5.38,5.42,19.04,5.652808944410199,5461208,77.27
3311,2021Q4,2.16,0.94,2.76,3.16,15.75,9.950172922000746,3080743,22.41
3312,2021Q4,7.34,3.24,26.34,2.9,5.79,4.465855396146901,7308722,74.07
3313,2021Q4,3.94,0.42,3.97,-38.72,5.0,-4695.160517489218,1192962,1.28
3317,2021Q4,12.64,5.78,16.34,15.71,29.56,-1.505519182718158,3136275,26.23
3321,2021Q4,-3.08,-0.54,-9.48,-2.43,11.6,-23.608682507156157,2244895,62.04
3322,2021Q4,8.16,1.85,17.39,4.31,17.4,31.501776645024464,2581350,52.56
3323,2021Q4,3.61,3.16,10.22,2.48,8.24,-8.76865824256547,7659529,67.28
3324,2021Q4,10.65,13.12,24.2,9.67,18.68,0.21371911478952751,11895049,58.73
3325,2021Q4,-2.95,-0.7,-5.35,-4.2,8.38,-3.031576896754134,1880255,45.52
3332,2021Q4,5.83,2.2,7.71,8.2,31.57,1.6452991452991454,1936501,28.37
3338,2021Q4,4.67,2.13,11.04,5.68,17.74,0.8363881211328056,4035952,57.65
3339,2021Q4,7.52,1.77,15.94,-1.11,8.91,37.362073517617226,1208107,47.74
3346,2021Q4,2.1,1.03,4.58,1.62,15.33,-0.6427110361822053,6296840,62.19
3349,2021Q4,7.58,1.77,15.09,5.67,19.09,4.606801360917167,825037,48.41
3354,2021Q4,-3.22,-0.74,-4.82,-40.71,19.27,-9.40837863767189,1442715,28.36
3356,2021Q4,7.04,1.97,9.98,12.35,46.9,19.37576528919638,2695078,31.96
3357,2021Q4,15.24,12.08,24.46,21.58,34.64,-18.82780559701073,9605492,35.22
3360,2021Q4,3.27,1.45,9.81,1.45,3.81,0.4337283676313575,4196626,75.42
3362,2021Q4,0.11,0.03,-0.56,1.19,16.16,7.233556855471536,6270673,66.98
3363,2021Q4,9.07,2.31,11.84,12.13,22.87,-2.678889397064592,2327508,24.77
3372,2021Q4,17.2,2.39,20.98,21.31,26.78,-0.39637905626898434,2627922,17.43
3373,2021Q4,7.11,2.6,9.32,15.17,31.22,-0.536840845495837,1240205,13.9
3374,2021Q4,23.64,6.92,33.42,28.8,33.74,-3.0999020780726534,8172620,23.94
3376,2021Q4,5.37,6.08,7.49,12.99,20.09,-13.519051837076079,21356562,27.3
3379,2021Q4,1.13,0.27,2.17,0.22,20.65,-0.5786628788239893,950702,50.4
3380,2021Q4,2.21,0.8,4.27,2.55,16.46,0.7810940685196135,24730784,49.22
3388,2021Q4,10.24,8.04,14.3,8.13,19.75,-0.13594486247997276,6355557,29.87
3390,2021Q4,1.97,0.48,3.12,5.93,18.64,-10.808132611284476,1962701,44.81
3402,2021Q4,8.17,3.93,18.32,10.65,19.72,-7.5304385730278085,3851388,58.24
3406,2021Q4,8.44,20.52,13.88,18.02,35.36,-5.010488754249573,30462873,43.91
3413,2021Q4,11.99,17.01,23.29,16.24,25.25,-5.186039309622852,14179634,46.94
3416,2021Q4,11.72,5.03,16.25,17.48,33.5,14.910859515624272,3529883,35.2
3419,2021Q4,-1.59,-0.33,-2.74,-3.45,17.48,-8.131014367048607,2426342,41.5
3426,2021Q4,6.43,2.48,9.95,10.52,29.95,-2.66525166767738,1040172,36.29
3430,2021Q4,11.2,4.4,21.43,11.79,23.12,-0.36104144396020066,1212666,44.94
3432,2021Q4,3.26,0.86,3.65,-54.85,32.45,-8.407286314806166,1783323,10.74
3434,2021Q4,3.83,0.82,7.48,3.4,15.09,-0.26045125908495736,538525,51.91
3437,2021Q4,2.04,0.61,3.25,1.39,14.15,-3.477848247766307,4248525,34.35
3438,2021Q4,13.32,5.14,17.06,19.69,42.24,10.748549266614178,1997546,22.17
3441,2021Q4,2.96,0.63,4.03,7.08,26.85,12.69006090234909,1029410,34.61
3443,2021Q4,11.9,10.9,29.95,11.08,34.62,1.8953429048876436,14857659,64.57
3444,2021Q4,10.45,3.44,17.41,12.35,25.47,1.8549615999297209,1314257,38.58
3447,2021Q4,5.91,2.12,17.1,4.5,13.62,1.8266732393647,3027797,70.42
3450,2021Q4,8.71,2.55,13.32,15.47,23.52,14.769690212184203,9931867,38.98
3455,2021Q4,11.28,7.5,19.42,19.93,50.53,0.8941249769294205,4082552,40.79
3465,2021Q4,29.49,16.36,65.13,18.23,26.63,1.5064221879661115,2433611,65.52
3466,2021Q4,-4.94,-1.31,-7.5,-7.77,20.13,-0.05393989436079151,1522325,32.92
3467,2021Q4,2.77,0.66,4.48,3.27,13.52,0.0,675923,46.97
3479,2021Q4,6.11,2.94,9.43,5.23,23.51,1.7332729369480053,4552556,42.72
3481,2021Q4,13.77,5.53,21.22,17.91,26.14,12.33734162985161,467519590,34.81
3483,2021Q4,5.81,5.34,13.53,5.23,18.73,-9.330041799804208,7861168,59.25
3484,2021Q4,11.4,8.16,26.05,9.5,22.16,-3.132013362973751,5687002,58.96
3489,2021Q4,1.34,0.57,3.65,3.51,9.56,-38.98000889599463,3466093,62.02
3490,2021Q4,7.75,2.19,10.0,20.98,38.1,23.209131003054384,1668511,22.78
3491,2021Q4,8.46,3.81,12.05,12.59,37.27,-5.397813693846026,3530303,32.59
3492,2021Q4,2.12,0.5,3.34,3.75,26.0,3.6517435838416388,858038,37.29
3494,2021Q4,-9.52,-1.57,-21.03,-53.7,11.98,-11.970928513178059,2239501,53.58
3498,2021Q4,0.45,0.27,0.69,1.98,34.26,-31.618212010806257,3969776,41.82
3499,2021Q4,-0.55,-0.18,-1.76,-10.9,22.49,-1.6073258730304216,1159242,50.93
3501,2021Q4,4.33,2.92,5.81,7.95,19.14,-4.568331936928958,8326007,28.56
3504,2021Q4,0.72,0.23,0.85,0.6,17.21,-44.29728860886486,5940138,46.4
3508,2021Q4,-2.82,-0.92,-9.29,-11.85,9.73,8.177564724212576,3188358,68.26
3511,2021Q4,4.68,1.39,6.73,6.1,20.97,2.9016609592742295,3575476,37.62
3512,2021Q4,6.81,3.79,19.89,16.18,25.86,-0.14775348177060232,5194690,67.27
3515,2021Q4,17.82,19.67,30.56,15.47,28.15,-0.48635281511993844,15893950,44.7
3516,2021Q4,2.53,0.86,3.39,0.35,11.39,2.514421041490263,1920739,32.52
3518,2021Q4,2.54,0.52,2.95,7.58,36.48,-66.91784598419407,1877827,24.55
3520,2021Q4,1.52,0.13,2.49,2.07,14.57,-77.26579813399383,1489024,47.23
3521,2021Q4,-6.09,-1.68,-18.44,-14.21,12.29,147.79893768622878,1264043,67.98
3522,2021Q4,-17.7,-6.64,-77.73,-52.84,41.32,-196.5840732939965,2081410,82.19
3523,2021Q4,-8.17,-1.95,-25.2,-40.11,-2.34,24.0459679017238,1345361,67.36
3526,2021Q4,17.11,11.19,27.05,27.21,46.72,44.71602060843965,4080995,38.8
3527,2021Q4,17.78,12.69,22.44,18.47,46.22,1.1500483017542318,3608399,23.8
3528,2021Q4,7.54,4.57,17.86,5.45,12.09,-1.4284164515518254,5017550,63.21
3529,2021Q4,38.61,14.78,48.3,53.68,100.0,-7.3389526099227425,3187308,20.85
3530,2021Q4,21.59,9.61,30.02,22.12,34.71,15.28315262766692,3878913,29.6
3531,2021Q4,2.96,1.38,4.4,4.17,16.8,-9.566720612034722,2797351,37.08
3532,2021Q4,6.03,3.64,6.85,14.93,20.98,2.6782400388519063,23721445,12.09
3533,2021Q4,15.5,33.32,21.63,20.38,40.0,0.9319018906371395,26419391,31.66
3535,2021Q4,4.48,1.22,10.49,9.03,27.87,2.8588664133894652,2204764,55.95
3537,2021Q4,11.38,3.97,20.5,9.3,16.53,1.0473174969502013,2060857,47.91
3540,2021Q4,5.05,3.06,12.2,7.89,34.14,5.755582278182548,4152666,59.41
3541,2021Q4,10.53,3.38,15.86,14.96,39.04,0.4995495171585319,1859756,33.42
3543,2021Q4,3.39,1.99,5.83,0.07,12.53,-30.15698660933713,5193268,41.66
3545,2021Q4,32.42,30.23,56.82,32.42,48.79,-58.44559379977038,25331934,46.12
3546,2021Q4,16.0,6.01,20.77,20.38,95.31,-5.627574324048775,1921050,24.19
3548,2021Q4,3.03,4.12,6.01,3.09,16.5,0.736515514889771,9048481,54.36
3550,2021Q4,2.36,0.96,4.26,2.63,16.49,-0.20270342180731876,4394677,55.81
3551,2021Q4,9.65,7.16,13.16,19.51,35.74,3.824093504729776,4437958,27.02
3552,2021Q4,5.25,5.44,12.67,5.97,22.73,0.15111368885079882,10172445,62.36
3555,2021Q4,6.11,0.93,8.44,-200.52,20.68,-1.33308984660336,460864,35.6
3556,2021Q4,22.11,6.08,29.26,26.95,52.24,2.5831279169813617,1826867,25.2
3557,2021Q4,13.02,7.74,30.06,11.85,35.33,0.213583096781744,5068915,55.08
3558,2021Q4,7.37,9.16,16.35,5.71,18.73,1.0987270587528215,7738423,56.3
3563,2021Q4,20.23,18.51,29.7,38.86,61.61,11.641506159986118,4509082,34.39
3564,2021Q4,2.32,0.75,3.87,3.94,23.34,-62.20373679842174,2567901,54.85
3567,2021Q4,14.68,3.09,18.34,28.01,40.86,-41.54166125048746,792025,25.51
3570,2021Q4,15.06,8.5,19.85,13.63,36.96,-1.3109357658861132,1010290,25.0
3576,2021Q4,-3.23,-0.84,-8.7,-5.74,5.1,-112.8777764144625,31215256,49.28
3577,2021Q4,12.28,3.23,16.17,19.85,59.99,5.145773235621358,1494057,24.98
3580,2021Q4,9.25,3.02,15.8,18.89,37.21,26.874448691561305,1452218,46.45
3581,2021Q4,7.48,2.11,13.91,11.37,40.04,1.447246347652102,1896588,50.57
3583,2021Q4,6.44,5.23,14.06,11.85,36.45,7.480017666096837,8327817,62.43
3587,2021Q4,12.28,9.48,18.83,19.93,35.88,-20.709536841967093,5313191,38.35
3588,2021Q4,17.39,6.37,22.1,17.22,41.32,0.19758799490632467,2172296,24.16
3591,2021Q4,3.68,1.0,4.7,7.13,24.23,-5.313967124406146,4046753,31.2
3592,2021Q4,30.11,65.09,62.36,20.61,42.81,-29.317219870628037,19202277,52.96
3593,2021Q4,-1.47,0.02,-5.67,-1.64,8.41,7.7560842029213495,1463346,57.99
3594,2021Q4,1.13,0.3,1.42,2.1,27.3,8.21791886260571,3189144,51.47
3596,2021Q4,5.52,8.6,13.68,5.75,13.88,-4.67279384801754,33901113,61.88
3597,2021Q4,7.69,2.1,14.2,10.4,25.55,-7.5794098911280985,1089789,44.96
3605,2021Q4,4.7,4.16,10.07,4.86,22.97,-26.702474889066302,12872602,57.02
3607,2021Q4,-6.52,-2.22,-11.54,-12.13,0.23,-16.79331419438854,3887291,39.35
3609,2021Q4,0.12,0.01,0.03,1.11,23.92,1.7186427014600065,948399,53.15
3611,2021Q4,10.9,18.47,20.54,15.33,33.22,-8.65435327057901,7670091,46.7
3615,2021Q4,4.71,1.43,6.07,8.21,23.25,-17.241609415047698,3260563,26.91
3617,2021Q4,-0.24,-0.89,-1.21,1.06,35.98,-16.379203701228228,10391204,61.39
3622,2021Q4,4.21,1.85,4.71,3.73,19.43,-95.32512848255342,6060570,12.82
3623,2021Q4,-5.39,-1.24,-8.36,-10.84,0.38,4.057699857170301,635222,34.51
3624,2021Q4,13.39,4.04,17.06,19.67,32.54,2.8047885515090356,3985547,24.68
3625,2021Q4,-4.71,-1.92,-16.06,-5.2,10.84,-1.1301776028821389,3680097,70.15
3628,2021Q4,2.46,1.6,4.88,2.61,21.24,0.8430789990767265,3373090,55.49
3629,2021Q4,-25.99,-4.76,-42.3,-31.41,22.08,-89.41107113704386,412726,27.74
3630,2021Q4,-8.12,-3.43,-15.51,-27.46,4.33,-26.476597290973743,7381475,48.8
3631,2021Q4,-0.36,-0.16,-1.04,-24.03,8.57,-448.17908453057134,2765558,38.48
3632,2021Q4,-6.59,-0.71,-21.75,-43.29,26.8,2.52377168224043,422199,58.78
3645,2021Q4,6.11,2.32,10.36,16.33,31.98,-0.06960640091851746,5348339,45.8
3646,2021Q4,10.92,2.17,17.31,12.82,30.91,3.7192040823452537,851646,39.88
3652,2021Q4,2.67,1.03,3.64,3.57,31.85,-108.70188718429812,2318133,24.8
3653,2021Q4,10.13,9.88,16.12,19.43,31.34,-1.7649614711297148,13520657,40.75
3661,2021Q4,13.34,21.34,20.93,17.53,34.16,-0.5354341861810819,13257637,21.95
3663,2021Q4,4.48,0.96,6.03,3.09,7.72,3.267117847689379,1683469,30.42
3664,2021Q4,-10.81,-1.94,-21.01,-24.69,74.41,-16.57165906859574,782114,48.94
3665,2021Q4,8.7,15.22,14.23,9.31,23.21,17.599346795732266,25572481,40.76
3666,2021Q4,-1.32,-0.55,-2.17,-3.38,8.62,28.143727281658315,1992067,31.29
3669,2021Q4,14.71,7.02,21.14,20.09,52.72,-3.0149758753438203,4258362,30.18
3672,2021Q4,1.19,0.24,1.68,3.35,30.8,-1.0803710839810197,826969,52.62
3673,2021Q4,1.99,2.63,3.04,0.3,3.66,-2.7486131479008904,77785430,54.51
3675,2021Q4,12.0,7.36,28.95,16.51,33.14,-13.767531163983671,3059554,59.2
3679,2021Q4,7.05,9.7,13.68,18.42,28.27,4.890133980077606,9097092,51.46
3680,2021Q4,4.98,4.03,10.08,14.74,39.66,17.139428941941652,9501316,52.37
3684,2021Q4,8.9,3.5,15.84,12.32,29.74,0.9447894827063307,1112830,48.52
3685,2021Q4,0.63,0.05,0.32,-0.45,14.21,10.385500798362967,2371920,43.65
3686,2021Q4,-2.06,-0.18,-2.65,36.21,54.67,-4.6979589597278615,801462,4.56
3687,2021Q4,5.52,2.42,19.26,21.7,41.69,18.868007323310508,5660462,73.28
3689,2021Q4,4.72,3.28,8.96,3.95,18.75,6.160280177719893,5760105,48.58
3691,2021Q4,-2.99,-5.34,-6.97,-3.44,7.56,-17.7445529263886,12394530,43.44
3693,2021Q4,4.09,3.08,7.17,4.24,22.05,-0.2861047770791791,3157311,46.34
3694,2021Q4,5.26,2.05,15.77,2.31,10.56,-0.2021568566643925,6402928,67.43
3701,2021Q4,5.16,1.32,9.97,1.6,12.1,-0.18111560521607367,9257779,51.15
3702,2021Q4,5.1,6.61,16.98,1.77,3.81,-2.2938398521649437,287738624,75.25
3703,2021Q4,3.0,2.22,6.83,8.58,14.49,-7.761641461950354,70389647,60.54
3704,2021Q4,5.46,2.49,12.5,5.55,23.6,-1.7179241200411244,21393674,56.9
3705,2021Q4,6.34,2.77,11.32,12.27,47.7,-1.2440710214434891,12009266,43.48
3706,2021Q4,17.95,10.01,25.08,0.1,10.34,2.268494393887267,76348802,31.1
3707,2021Q4,4.45,0.73,6.96,6.68,13.62,-3.2571964033990257,9880711,35.54
3708,2021Q4,2.18,2.01,3.37,1.39,12.51,35.48380353916254,14576308,54.99
3709,2021Q4,7.03,4.55,23.5,2.46,6.58,0.7347109041521148,6532165,69.25
3710,2021Q4,-4.16,-2.5,-25.15,-3.95,15.41,4.404400820691881,8637246,78.74
3711,2021Q4,10.87,14.84,25.94,10.9,19.36,8.858455453620332,672934285,59.19
3712,2021Q4,3.05,1.76,6.21,5.58,16.22,-38.58895847109574,24543836,51.15
3713,2021Q4,3.42,0.43,5.91,6.41,19.18,56.394142798681045,1528997,59.39
3714,2021Q4,3.01,3.21,4.03,5.79,20.91,-5.917205407963187,76889182,28.98
4102,2021Q4,1.08,0.14,1.4,1.51,21.88,13.046967422360892,930245,38.04
4104,2021Q4,5.01,4.3,7.48,9.05,20.9,11.108376230556399,15105000,35.48
4105,2021Q4,8.98,3.35,13.89,25.15,61.03,5.850602711572157,9296465,37.96
4106,2021Q4,3.54,1.01,4.96,4.39,41.57,9.738603632670422,3140417,34.27
4107,2021Q4,11.66,6.22,15.78,30.02,43.98,6.089532519276226,3860855,27.39
4108,2021Q4,-4.45,-0.4,-4.67,-78.2,46.36,5.775053541097408,2470112,3.3
4109,2021Q4,0.51,0.06,0.55,-0.38,34.55,25.351010224548702,1021387,8.47
4111,2021Q4,5.19,1.42,7.42,8.81,33.29,4.8168532793054375,1659778,33.68
4113,2021Q4,1.54,0.63,3.87,13.84,25.33,12.446169243483208,12602344,72.33
4114,2021Q4,1.52,1.02,1.93,5.7,39.73,-7.601458016696642,10316783,40.92
4116,2021Q4,2.78,0.65,4.42,3.17,34.98,-11.731640892589047,1955296,43.75
4119,2021Q4,1.27,0.58,1.68,8.52,24.08,-12.276359886568704,4189895,20.75
4120,2021Q4,1.19,1.39,2.02,-2.01,45.12,-51.1106027625707,9403438,63.28
4121,2021Q4,4.03,1.35,7.42,3.4,32.84,9.678728760529946,3755260,52.61
4123,2021Q4,7.68,3.6,10.34,-50.82,51.92,-3960.9948140391957,30443714,30.71
4126,2021Q4,10.16,5.32,14.53,15.52,25.93,-19.958120745673096,3795447,28.72
4127,2021Q4,7.51,1.02,11.93,7.52,59.21,-0.9575379344101811,655349,36.82
4128,2021Q4,-1.58,0.11,-1.75,-65.17,41.49,90.04124181427865,15016604,7.81
4129,2021Q4,1.24,0.37,1.84,6.28,71.62,1.3487908832970505,5244828,46.22
4130,2021Q4,0.04,0.0,0.03,-0.27,34.49,-15.755383505136269,1515512,9.02
4131,2021Q4,-7.86,-0.91,-18.4,-31.85,21.82,2.494192909637866,281962,58.38
4133,2021Q4,2.22,0.47,2.34,9.71,43.71,-4.979304507591788,1283049,5.56
4137,2021Q4,14.62,17.05,28.83,33.61,83.05,-14.46699968115634,10035044,50.24
4138,2021Q4,6.41,4.11,9.65,15.6,34.49,12.59386290604552,2298791,35.97
4139,2021Q4,4.34,0.91,7.0,4.76,18.05,14.504714879053102,1345325,60.7
4142,2021Q4,0.32,0.1,0.22,-3.02,34.39,53.00631522390964,8010087,19.69
4147,2021Q4,-9.48,-1.87,-14.82,-117.64,20.31,-83.0000395470544,4610730,36.2
4148,2021Q4,8.61,3.09,9.98,12.44,27.05,-0.6153677055978707,2969911,19.91
4153,2021Q4,1.91,0.37,2.21,3.17,25.5,-0.8021016306290901,1181689,16.52
4154,2021Q4,-13.98,-2.18,-26.17,-25.14,4.5,-1.610175722373355,677277,41.27
4155,2021Q4,1.42,0.46,1.83,0.64,14.79,-1.8698718951910394,2812750,39.45
4157,2021Q4,79.6,1.08,91.47,69.48,99.02,1191.6285153695226,1392803,9.99
4160,2021Q4,1.93,0.32,2.54,-0.87,37.63,6.424813299190619,424757,24.97
4161,2021Q4,1.79,0.47,2.87,4.84,22.16,4.837041765005665,1523922,54.42
4162,2021Q4,10.35,2.95,10.72,55.39,94.34,1.6329654908464628,4026343,2.18
4163,2021Q4,6.4,4.73,11.76,11.25,40.01,-11.951009529200867,3749592,48.42
4164,2021Q4,3.57,2.43,6.18,20.22,34.82,10.796050890306566,12567281,49.76
4166,2021Q4,-5.59,-0.55,-8.8,-28.81,30.79,45.545184405835016,1763824,36.73
4167,2021Q4,0.52,0.03,0.3,1.68,17.66,-162.05123003395047,4538684,27.01
4168,2021Q4,-11.62,-1.78,-11.9,-3560.33,63.21,40.85949677132042,1395003,2.59
4171,2021Q4,25.67,9.01,38.08,47.66,73.81,-0.487692640848883,1684418,35.4
4173,2021Q4,1.4,0.74,3.07,5.76,21.96,26.416029830564035,4488761,59.5
4174,2021Q4,-34.9,-7.69,-39.45,-9141.35,-136.32,1970.7171314741036,4486751,13.73
4175,2021Q4,1.57,1.97,5.84,1.73,29.46,-9.620276809475511,6793639,82.66
4183,2021Q4,3.63,0.78,6.13,6.88,25.12,-0.6278002478517247,577450,48.17
4188,2021Q4,-4.21,-0.48,-4.58,-42.86,70.71,3.6568109034035903,615752,5.96
4190,2021Q4,4.35,4.98,13.42,12.0,73.24,-125.98580737563647,8439619,72.97
4192,2021Q4,-52.57,-4.04,-91.4,-6609.3,42.79,3.519163763066202,824438,46.28
4198,2021Q4,-32.29,-1.3,-117.78,-84.42,-6.48,-110.9790587562363,294115,67.97
4205,2021Q4,16.14,3.76,19.45,24.16,40.87,0.5162165312198689,2170771,17.0
4207,2021Q4,11.17,2.25,20.0,6.84,13.74,-12.795180533518922,5297239,44.88
4303,2021Q4,11.35,1.96,14.98,5.09,16.91,525.287858333995,1259462,24.78
4304,2021Q4,28.43,4.22,80.02,-10.45,5.96,130.20209371326206,504131,47.17
4305,2021Q4,9.38,2.03,10.85,13.17,19.56,-0.22970152807540936,1212160,14.7
4306,2021Q4,7.24,1.47,19.32,7.59,16.92,25.94432014532441,30288294,63.66
4401,2021Q4,5.67,2.64,12.14,8.41,12.71,0.06752055997253606,5997162,54.18
4402,2021Q4,-6.23,-0.86,-13.02,-23.79,-0.03,64.64086269978819,603792,53.22
4406,2021Q4,2.22,0.33,2.95,4.34,9.39,-0.6810408473835676,846474,28.43
4413,2021Q4,1.7,0.2,2.13,1.19,10.7,-54.43620819027263,416043,29.28
4414,2021Q4,-8.26,-2.31,-19.78,-7.03,13.32,-15.304752899813456,19128542,55.46
4416,2021Q4,9.05,17.34,56.8,-41.63,52.01,1108.8622909735125,12541290,81.96
4417,2021Q4,6.37,3.12,9.27,13.94,29.17,2.9207738694587597,4295585,33.28
4419,2021Q4,-10.16,-0.6,-31.31,-70.7,29.55,-48.27733181785892,506993,76.88
4420,2021Q4,3.59,2.04,6.64,8.28,14.06,13.026116760733933,2712514,54.03
4426,2021Q4,-7.17,-2.15,-12.72,-67.82,-41.87,-87.79880166180696,4961765,45.03
4430,2021Q4,1.41,0.75,2.15,0.77,20.14,3.7155088571683392,4139910,51.98
4432,2021Q4,-7.14,-2.04,-9.08,-5.89,7.55,-8.148997192799163,1368089,21.24
4433,2021Q4,2.02,1.21,3.13,2.93,19.97,65.05026877488136,4676415,46.97
4438,2021Q4,5.54,6.1,8.78,5.26,14.37,51.39177929447276,14839304,43.45
4439,2021Q4,7.69,10.72,13.7,5.5,14.62,1.3895279687739654,4857534,48.66
4440,2021Q4,15.84,5.06,25.35,20.08,24.71,-24.975425017849197,2152544,28.84
4441,2021Q4,14.79,10.22,23.47,10.55,18.2,-14.194676853933789,4907015,36.9
4442,2021Q4,13.3,3.99,23.95,9.62,26.59,0.0,718138,42.19
4502,2021Q4,-4.61,-2.87,-23.9,-8.58,6.27,-92.17907582252846,2397920,71.87
4503,2021Q4,-4.81,-0.85,-7.17,-26.88,1.98,-15.378539457622251,699578,36.48
4506,2021Q4,9.66,4.39,16.93,19.29,30.79,-4.550531735681981,8409554,43.72
4510,2021Q4,-0.19,-0.33,-1.75,-1.02,14.95,-0.8639730533490049,5145712,62.38
4513,2021Q4,2.23,0.44,4.25,2.86,24.22,5.531126136628585,2530606,67.95
4523,2021Q4,-0.71,-0.22,-1.5,-9.92,21.04,1.4895413096184615,1337808,28.81
4526,2021Q4,1.44,0.68,2.81,1.75,19.51,22.424748225069486,16003449,64.84
4527,2021Q4,5.56,1.98,9.84,6.93,23.7,0.9009492791466018,2869811,46.7
4528,2021Q4,4.52,2.37,8.55,8.74,21.97,-68.80295934831372,4606246,53.52
4529,2021Q4,-41.02,-6.09,-57.69,-3237.42,-181.49,-164270.58823529413,1579210,25.81
4530,2021Q4,-5.77,-0.47,-7.12,-17.98,33.09,-54.365218920344645,356687,20.34
4532,2021Q4,2.09,1.08,5.01,2.6,10.41,0.9624693771678865,26582507,60.83
4533,2021Q4,1.27,0.36,2.38,0.14,21.42,-28.512610443600074,6132233,61.1
4534,2021Q4,3.36,0.59,5.61,5.1,19.21,3.2974369267556223,1753101,46.21
4535,2021Q4,8.45,2.39,10.06,12.07,19.53,1.3272022901417626,3110772,16.7
4536,2021Q4,8.88,9.16,16.07,16.55,30.54,-7.455578637910877,11250987,46.76
4538,2021Q4,5.02,0.76,5.59,10.16,19.03,2.1202818207920138,786482,12.29
4540,2021Q4,4.06,2.52,7.52,10.4,25.9,3.360059104745898,6828378,52.32
4541,2021Q4,0.5,0.0,0.01,-3.6,11.89,14.316069145981542,3958265,59.49
4542,2021Q4,3.02,1.11,5.37,5.15,26.24,-9.057371035697068,1293671,48.44
4543,2021Q4,1.54,0.53,2.01,5.3,19.19,42.67131995268178,2283118,34.05
4545,2021Q4,3.14,1.16,5.23,6.0,21.22,0.0010590303518098827,3077095,44.32
4549,2021Q4,13.88,6.27,18.75,26.52,56.89,-0.5913959206651893,2091216,27.05
4550,2021Q4,2.97,1.41,6.47,1.7,9.99,11.395434462444772,1875175,56.13
4551,2021Q4,9.97,10.47,18.01,17.61,27.61,0.15348728587041202,12345993,41.04
4552,2021Q4,5.27,3.13,6.84,10.47,19.03,-1.248460950706874,7139675,24.32
4554,2021Q4,6.64,2.0,10.45,12.68,41.46,10.408169871172396,746873,42.57
4555,2021Q4,5.65,3.5,8.99,15.07,35.67,-29.10962365898573,4558837,38.21
4556,2021Q4,1.49,0.3,1.58,5.32,35.74,20.937044246599584,1800676,56.57
4557,2021Q4,7.98,5.16,12.41,11.64,26.28,-8.085237693731909,2970538,40.55
4558,2021Q4,11.45,4.55,29.65,11.67,15.99,0.6723106698258152,2161118,65.05
4560,2021Q4,8.1,2.95,12.42,14.02,34.71,-1.9277761561235978,2434213,31.0
4561,2021Q4,6.5,2.49,14.0,13.73,20.84,6.3136801970415934,2477377,56.12
4562,2021Q4,-4.34,-2.01,-13.12,-11.35,24.83,-158.90217025698695,2810146,60.02
4563,2021Q4,-4.21,-3.36,-15.26,-5.22,18.94,19.993260351389203,3747417,70.62
4564,2021Q4,4.39,1.75,7.21,18.37,26.09,6.190843496142505,8108233,44.82
4566,2021Q4,2.98,2.35,7.14,5.52,20.55,-66.70717395682153,6816805,63.59
4568,2021Q4,8.62,5.03,13.7,12.71,32.95,-3.6921741005806004,1781411,37.91
4569,2021Q4,12.91,10.97,14.27,19.32,29.62,0.0,2329565,9.7
4571,2021Q4,13.32,8.18,18.63,15.86,32.35,-64.23069046725143,3310460,26.57
4572,2021Q4,2.7,1.5,3.02,14.98,34.83,1.9056991190636148,1977862,13.08
4576,2021Q4,5.91,2.48,8.8,12.43,34.11,2.779288684575299,5895397,34.63
4577,2021Q4,4.76,2.12,8.42,10.31,31.0,-4.167708638165421,2284556,52.24
4580,2021Q4,10.98,8.04,19.23,18.38,33.56,0.7055688957600079,3128327,45.93
4581,2021Q4,6.13,2.38,9.21,9.76,24.55,2.003431530730302,1368274,35.72
4583,2021Q4,8.4,11.83,11.47,33.17,49.7,-2.0965337967181616,11470730,32.6
4584,2021Q4,7.99,5.07,19.11,16.64,34.18,-1.4216616665646238,1772938,59.46
4585,2021Q4,3.22,0.68,4.55,0.81,44.14,-92.70749731445011,2097622,27.71
4588,2021Q4,10.14,1.67,17.11,21.34,39.2,10.27234509230488,816948,52.73
4609,2021Q4,-1.58,-0.39,-9.51,-13.09,12.04,0.49578473769274456,831956,78.02
