coid,year_q,ppo_quarter_end
6591,2025Q2,1.3352771299497845
6591,2025Q3,0.779483431164361
6591,2025Q4,-0.34819733298517447
6592,2020Q1,-6.447931940950073
6592,2020Q2,0.830295829001171
6592,2020Q3,0.0474918915420303
6592,2020Q4,-0.055698462122721906
6592,2021Q1,2.0918915570891703
6592,2021Q2,1.395687898600882
6592,2021Q3,0.3484084018058877
6592,2021Q4,0.30298556326104115
6592,2022Q1,1.3194410332713682
6592,2022Q2,-0.5288768379624488
6592,2022Q3,-1.0692378413760346
6592,2022Q4,-0.09258882122384227
6592,2023Q1,2.0282598662037152
6592,2023Q2,2.547410257479151
6592,2023Q3,-0.03336162349816889
6592,2023Q4,-0.06944511604004859
6592,2024Q1,-0.23969437493283555
6592,2024Q2,0.1841810921113505
6592,2024Q3,0.876256208962516
6592,2024Q4,-1.062043814203061
6592,2025Q1,-1.6774410844279335
6592,2025Q2,0.2257174817845957
6592,2025Q3,0.11842196696616589
6592,2025Q4,-0.8335920037225905
6593,2020Q1,-5.883358044159944
6593,2020Q2,2.02975327367645
6593,2020Q3,0.2871696498537511
6593,2020Q4,0.4204585961255968
6596,2020Q1,-9.672624584113352
6596,2020Q2,1.4670780711466995
6596,2020Q3,-1.6156019710592262
6596,2020Q4,-0.57057603079527
6597,2020Q1,-6.143917641775891
6597,2020Q2,0.031554453763802046
6597,2020Q3,-4.825082400161566
6597,2020Q4,4.7097018877299766
6598,2020Q1,-0.999096846267337
6598,2020Q2,14.499408808141656
6598,2020Q3,-4.874878060293228
6598,2020Q4,-1.7865186145655032
6598,2021Q1,-2.043360863673407
6598,2021Q2,-1.401123021803963
6598,2021Q3,-1.9530822351563213
6598,2021Q4,-0.08688148210333779
6598,2022Q1,-1.3961230280267931
6598,2022Q2,-3.15661944623438
6598,2022Q3,-2.9288241078066206
6598,2022Q4,1.2989697659785353
6598,2023Q1,0.2567273609827122
6598,2023Q2,-0.33191960838457807
6598,2023Q3,-0.13255347491628247
6598,2023Q4,-0.233359067750732
6598,2024Q1,-1.995425818476964
6598,2024Q2,11.384723481422258
6598,2024Q3,1.2978938165073017
6598,2024Q4,-1.3619616532424625
6598,2025Q1,-1.7437227458687192
6598,2025Q2,-1.1602569416452717
6598,2025Q3,3.4390770944275943
6598,2025Q4,0.42600840015960195
6603,2020Q1,-4.612203668056357
6603,2020Q2,-0.6793618996315614
6603,2020Q3,0.8552347972199038
6603,2020Q4,2.16097695842404
6605,2020Q1,-6.039549832481062
6605,2020Q2,1.374636589637429
6605,2020Q3,-0.8567704477833173
6605,2020Q4,6.426971672114852
6605,2021Q1,0.9316186374535481
6605,2021Q2,0.5778130829320337
6605,2021Q3,-0.23791645233856618
6605,2021Q4,1.1568109446238932
6605,2022Q1,0.1681510669489187
6605,2022Q2,3.462521313746867
6605,2022Q3,-3.558090337832119
6605,2022Q4,-0.8175482736964748
6605,2023Q1,2.075749240970344
6605,2023Q2,4.139130046301119
6605,2023Q3,1.9650688772044775
6605,2023Q4,-0.6941110919852692
6605,2024Q1,9.002885440991877
6605,2024Q2,2.9629357932500873
6605,2024Q3,0.8357070672850646
6605,2024Q4,-1.3828407496978794
6605,2025Q1,-1.9299450162865883
6605,2025Q2,1.2539228749565186
6605,2025Q3,-3.4630654458078025
6605,2025Q4,0.36412811124820055
6606,2020Q1,-0.33236687778280233
6606,2020Q2,0.4006648704732104
6606,2020Q3,-0.85268239208447
6606,2020Q4,-0.23088426479022497
6606,2021Q1,2.078494973066952
6606,2021Q2,1.1732678983562344
6606,2021Q3,-0.05792185696539557
6606,2021Q4,0.3688267916431157
6606,2022Q1,0.13373399384612544
6606,2022Q2,0.2305816536521083
6606,2022Q3,0.8571118392215872
6606,2022Q4,-0.16846977672631833
6606,2023Q1,-1.6476125586959518
6606,2023Q2,0.2658493981261541
6606,2023Q3,0.019097892681955473
6606,2023Q4,0.15638634883160563
6606,2024Q1,2.7918607121040115
6606,2024Q2,1.0532715080470438
6606,2024Q3,-1.0167227875810956
6606,2024Q4,-0.3052571684880847
6606,2025Q1,1.677961364562735
6606,2025Q2,-1.0279637698767587
6606,2025Q3,0.34132025376155145
6606,2025Q4,0.1666298027157404
6609,2020Q1,-7.1389841587856395
6609,2020Q2,0.17848381559073542
6609,2020Q3,-0.6716846377316634
6609,2020Q4,2.5113757813531574
6612,2020Q1,-9.718865528341345
6612,2020Q2,0.7417220353467577
6612,2020Q3,-1.6750595691245227
6612,2020Q4,0.0041914401441650465
6613,2020Q1,-3.9431523504061405
6613,2020Q2,0.7595528901778957
6613,2020Q3,-0.9951002932154889
6613,2020Q4,0.1477199992534082
6614,2024Q3,-3.4106896839553023
6614,2024Q4,-0.363736027947369
6614,2025Q1,-3.5223487364784174
6614,2025Q2,0.7837880138664691
6614,2025Q3,2.7616035193453974
6614,2025Q4,-3.9509885854723423
6615,2020Q1,-6.12455180148255
6615,2020Q2,0.9713166923185236
6615,2020Q3,0.11375170293516862
6615,2020Q4,-2.332548676442342
6616,2020Q1,-9.525797475871034
6616,2020Q2,2.4660913204419272
6616,2020Q3,1.8941246795078606
6616,2020Q4,0.5948916121592507
6617,2020Q1,-4.053668078759669
6617,2020Q2,4.451759174263234
6617,2020Q3,2.2036634136845845
6617,2020Q4,1.4750927142300851
6620,2020Q1,-13.043219665357295
6620,2020Q2,0.9773877062023784
6620,2020Q3,-2.8695494521450584
6620,2020Q4,-1.477061109722763
6624,2020Q1,-7.612918733971137
6624,2020Q2,-0.14268413740662172
6624,2020Q3,0.30928496335908645
6624,2020Q4,-2.4401425432223727
6625,2020Q1,-7.305250907803932
6625,2020Q2,-0.425848254834344
6625,2020Q3,-0.03556766904339613
6625,2020Q4,-0.8027363036330794
6625,2021Q1,2.0062761461282563
6625,2021Q2,-1.3233967843596086
6625,2021Q3,-0.4502481656841522
6625,2021Q4,-0.15078510870021855
6625,2022Q1,-1.3440529976290245
6625,2022Q2,0.5438696915170644
6625,2022Q3,-0.2871438815129131
6625,2022Q4,2.838454418228475
6625,2023Q1,1.3396474212542757
6625,2023Q2,7.9754494528967195
6625,2023Q3,-3.0999308314919114
6625,2023Q4,-0.6271519511976804
6625,2024Q1,-0.5326643808053093
6625,2024Q2,0.8910953067573544
6625,2024Q3,1.5533626672141465
6625,2024Q4,0.4712099888405942
6625,2025Q1,-2.2402292451246115
6625,2025Q2,4.253212717243036
6625,2025Q3,-1.485701335712499
6625,2025Q4,-1.188385594360206
6629,2020Q1,-3.21304907886275
6629,2020Q2,1.561299026182723
6629,2020Q3,0.5205864781872301
6629,2020Q4,-2.1298711092244407
6637,2020Q1,-6.266511175577288
6637,2020Q2,1.3764895563454485
6637,2020Q3,-0.014799209158764282
6637,2020Q4,0.15710640443333027
6640,2020Q1,-1.1448861787276687
6640,2020Q2,-0.5785426032130753
6640,2020Q3,0.18345967979222885
6640,2020Q4,6.441989073194537
6641,2020Q1,-3.493660220391788
6641,2020Q2,-0.09055522756014948
6641,2020Q3,0.047051061744675556
6641,2020Q4,-0.24611561097737192
6641,2021Q1,1.987818711119671
6641,2021Q2,-0.008609154219664168
6641,2021Q3,-1.0472761790193241
6641,2021Q4,0.732002667059888
6641,2022Q1,0.7977442742202501
6641,2022Q2,-0.013562025969274038
6641,2022Q3,-0.7964403661102426
6641,2022Q4,-0.02597325227398092
6641,2023Q1,0.9654805863965517
6641,2023Q2,-0.4708138189981448
6641,2023Q3,-0.9200773706378522
6641,2023Q4,0.45428417760442974
6641,2024Q1,-2.503950458094968
6641,2024Q2,-0.7201067780631187
6641,2024Q3,0.5191830180061913
6641,2024Q4,-2.5292904310873188
6641,2025Q1,-1.0757769852685881
6641,2025Q2,-0.8791758335612706
6641,2025Q3,-2.1205887886240187
6641,2025Q4,-1.2467522425883883
6642,2020Q1,-4.983744491136057
6642,2020Q2,0.7947656514798433
6642,2020Q3,-0.10163029053098083
6642,2020Q4,3.171834048936055
6643,2020Q1,-9.456801967187069
6643,2020Q2,6.940235572320981
6643,2020Q3,-0.7481563616370439
6643,2020Q4,-0.0635519545452332
6649,2020Q1,-13.052879611137541
6649,2020Q2,1.3788914022106866
6649,2020Q3,-1.218967568838266
6649,2020Q4,-0.9850540575821792
6651,2020Q1,-7.76827878240462
6651,2020Q2,3.249195514901737
6651,2020Q3,1.3368895109206227
6651,2020Q4,0.8720454506832166
