coid,year,K_avg
1604,2021,59.93854969190807
1604,2022,55.05957742104334
1604,2023,57.296396991407065
1604,2024,51.0023143692493
1604,2025,49.143273817867396
1605,2020,48.76822269417905
1605,2021,50.284990757812764
1605,2022,50.09436419090403
1605,2023,43.69157655007749
1605,2024,38.29432610309081
1605,2025,45.844636503152756
1608,2020,48.9517276956407
1608,2021,44.748578438487044
1608,2022,43.56929253459935
1608,2023,46.356353138896836
1608,2024,41.69600398456397
1608,2025,47.96435151675305
1609,2020,50.81174580708138
1609,2021,44.329788617568234
1609,2022,47.180354268646816
1609,2023,45.879556603638385
1609,2024,41.98553152902425
1609,2025,45.69034402003974
1611,2020,47.47723119433621
1611,2021,48.96961451098303
1611,2022,37.10450344246347
1611,2023,44.055896649111624
1611,2024,39.849273869834285
1611,2025,44.486489493762235
1612,2020,52.51091906224555
1612,2021,49.814728889507485
1612,2022,47.12984644306011
1612,2023,50.43076308492822
1612,2024,45.904864813509974
1612,2025,49.61276133655243
1614,2020,51.72824911273027
1614,2021,51.81670799869613
1614,2022,47.49775145256314
1614,2023,50.21803935297425
1614,2024,39.26858801134657
1614,2025,41.04398763619946
1615,2020,51.24561889826209
1615,2021,46.946363504658514
1615,2022,44.20527674575229
1615,2023,58.03242071133018
1615,2024,44.07054648176883
1615,2025,44.53134667156688
1616,2020,51.21232460654266
1616,2021,46.32803240974459
1616,2022,37.911276603618994
1616,2023,51.765198869085
1616,2024,41.56370791813721
1616,2025,47.77342829907244
1617,2020,56.97802927753388
1617,2021,54.9149450945547
1617,2022,47.00957244605148
1617,2023,47.01879465545814
1617,2024,39.765711091795026
1617,2025,37.2399340475282
1618,2020,48.64904850081804
1618,2021,46.52924373622905
1618,2022,47.0887322246434
1618,2023,47.128823527728464
1618,2024,44.43463091582086
1618,2025,43.685125163157274
1623,2024,53.08084497684544
1623,2025,52.235442608915356
1626,2020,51.24829666963914
1626,2021,41.791389760547645
1626,2022,41.03458210954077
1626,2023,44.38080878517082
1626,2024,35.495134884693954
1626,2025,41.93064167634201
1702,2020,50.292947110786706
1702,2021,48.00163748836838
1702,2022,47.29206089817001
1702,2023,51.549197980943475
1702,2024,44.907009113800996
1702,2025,45.090841486128404
1707,2020,40.50237653247211
1707,2021,45.1945165669525
1707,2022,44.216227526238086
1707,2023,43.71225560721095
1707,2024,48.504005963908696
1707,2025,43.15818232945751
1708,2020,46.602700849538955
1708,2021,47.46545829724884
1708,2022,45.340280177407585
1708,2023,44.21513972919996
1708,2024,45.14901972646591
1708,2025,44.99917828006922
1709,2020,50.9836417661969
1709,2021,48.32874469683189
1709,2022,46.17064256466401
1709,2023,50.771593174848675
1709,2024,42.9436382236323
1709,2025,44.05487143720736
1710,2020,51.36669472895936
1710,2021,45.3221134185338
1710,2022,47.26703993611061
1710,2023,49.866721141805755
1710,2024,41.55996970799662
1710,2025,42.09276937392616
1711,2020,45.03643312036842
1711,2021,41.345658947052755
1711,2022,42.39028078244332
1711,2023,41.71773510926883
1711,2024,39.37782395321035
1711,2025,43.4347713248676
1712,2020,50.850349663457266
1712,2021,55.878512494174544
1712,2022,46.879664470396584
1712,2023,52.29498377732909
1712,2024,51.56427763764722
1712,2025,51.93457914749545
1713,2020,55.09391515356394
1713,2021,43.1451017865556
1713,2022,46.29541548960418
1713,2023,56.28951513194841
1713,2024,42.27516752559777
1713,2025,49.61744683839992
1714,2020,48.58874121713374
1714,2021,44.532446289650764
1714,2022,44.542245356470126
1714,2023,48.727460915138835
1714,2024,41.06354889528511
1714,2025,50.457533272962365
1717,2020,53.53444815541611
1717,2021,46.12590199248652
1717,2022,46.22709505280913
1717,2023,43.01439757696481
1717,2024,40.7710210913372
1717,2025,48.39177813030398
1718,2020,49.17451862286625
1718,2021,41.87732078919595
1718,2022,44.79731645598505
1718,2023,42.81253245028128
1718,2024,42.242628691538336
1718,2025,45.04647254918989
1720,2020,41.59423449161731
1720,2021,54.52310178638613
1720,2022,55.081900170751716
