coid,year,K_avg
1720,2023,45.95807005756112
1720,2024,44.57324480100399
1720,2025,51.88503003216815
1721,2020,44.84933415328747
1721,2021,48.66513834153481
1721,2022,39.02256171285338
1721,2023,34.11783239650311
1721,2024,36.84584493069648
1721,2025,40.15751979769522
1722,2020,52.940471242239326
1722,2021,53.93494004258769
1722,2022,45.10383430729079
1722,2023,54.957423737696274
1722,2024,38.339365716258655
1722,2025,43.71424403640274
1723,2020,48.44138902123315
1723,2021,48.02314168552054
1723,2022,46.06572485653477
1723,2023,54.03692360029047
1723,2024,39.04200733656144
1723,2025,41.34033570339349
1725,2020,53.73190246645166
1725,2021,44.55310001656035
1725,2022,39.33601232495192
1725,2023,43.868511064197506
1725,2024,40.17981975898065
1725,2025,38.83165578267264
1726,2020,59.86936494242455
1726,2021,54.32463371712468
1726,2022,52.549541786269664
1726,2023,58.47550410099604
1726,2024,48.29470639877058
1726,2025,53.001902428951055
1727,2020,51.45028890407076
1727,2021,49.278208851485196
1727,2022,37.522646263734124
1727,2023,39.66106961924489
1727,2024,39.4478285328587
1727,2025,47.56915798452167
1730,2020,49.36173572744214
1730,2021,38.96122367750247
1730,2022,35.68830320723927
1730,2023,49.22608567976684
1730,2024,41.559492589252756
1730,2025,45.332179855428976
1731,2020,46.42771630238329
1731,2021,49.74965560614005
1731,2022,50.65199604082753
1731,2023,47.617353661258456
1731,2024,47.22190588429447
1731,2025,51.160523767206676
1732,2020,41.35813800572939
1732,2021,39.469084936028764
1732,2022,43.421035019233905
1732,2023,36.007223978840194
1732,2024,33.602632661043536
1732,2025,38.948270781533814
1733,2020,43.65491209179412
1733,2021,52.500183990239606
1733,2022,45.66848826787441
1733,2023,52.41551189204733
1733,2024,43.30972507114418
1733,2025,48.115890364280936
1734,2020,41.27930958631058
1734,2021,34.10700240969691
1734,2022,44.712394861847464
1734,2023,42.90363419490127
1734,2024,47.42129209130672
1734,2025,55.56470615994276
1735,2020,57.88886191144745
1735,2021,52.588166371439456
1735,2022,45.578328207845296
1735,2023,48.450874764539805
1735,2024,42.72394789185356
1735,2025,40.05843617180358
1736,2020,48.17806139225844
1736,2021,41.66129110091401
1736,2022,46.78250429124152
1736,2023,42.84091481339077
1736,2024,56.77772744360994
1736,2025,38.43340024642921
1737,2020,50.37278882133507
1737,2021,48.23089310544294
1737,2022,50.9904730955509
1737,2023,54.185129963134834
1737,2024,39.76216162359966
1737,2025,53.414286078775525
1752,2020,39.220898842303136
1752,2021,39.74949496567592
1752,2022,49.48019663726848
1752,2023,37.91704318020557
1752,2024,39.162970895639866
1752,2025,47.29321223367835
1760,2020,38.34348738979083
1760,2021,36.71051955587224
1760,2022,49.62350970738188
1760,2023,35.776196184815475
1760,2024,37.68577895354126
1760,2025,39.67989673504927
1762,2020,43.916624105755716
1762,2021,43.72435511120865
1762,2022,48.90967754994491
1762,2023,39.7670224897948
1762,2024,42.43605931798133
1762,2025,40.53757604417366
1773,2020,51.53357247424054
1773,2021,51.66796109622102
1773,2022,44.538527209823364
1773,2023,50.73781259417997
1773,2024,43.539811857216804
1773,2025,49.66193359983126
1776,2020,46.46047021582407
1776,2021,44.46740491049431
1776,2022,45.00865566053082
1776,2023,39.1643982096915
1776,2024,40.225926942949954
1776,2025,39.77228531999363
1783,2020,43.73790487416649
1783,2021,45.87412532927602
1783,2022,47.99572539596591
1783,2023,43.2653694929456
1783,2024,46.1178312796722
1783,2025,43.82767639699664
1786,2020,45.821534413594236
1786,2021,50.07868194858292
1786,2022,45.16841656416864
1786,2023,46.36680592270075
1786,2024,42.09385686234617
1786,2025,45.55168045435698
1789,2020,41.84030221164154
1789,2021,39.99744844152203
1789,2022,45.546491241680855
1789,2023,43.376810021036
1789,2024,41.40995327915887
1789,2025,45.281562787477434
1795,2020,43.65778384803546
1795,2021,41.74309943626222
1795,2022,53.846100087476
1795,2023,43.378188938212766
1795,2024,43.84392487193054
1795,2025,44.34133770610258
1802,2020,50.18585557077067
1802,2021,45.07516833077076
1802,2022,49.24480883979342
1802,2023,38.97478229995099
1802,2024,42.50366947016499
1802,2025,47.97893138799578
1805,2020,45.70194159900071
1805,2021,56.25989520330377
1805,2022,51.06245447629979
1805,2023,43.01639373583346
1805,2024,44.48446781729601
1805,2025,38.088139934017434
1806,2020,53.002081823786895
1806,2021,45.64424319465047
1806,2022,40.31450684585767
1806,2023,44.41142400703553
1806,2024,40.62306795789567
1806,2025,39.33642369076962
1808,2020,56.437328909777094
1808,2021,49.081194526355006
1808,2022,50.590346075296466
1808,2023,53.00780162942793
1808,2024,41.523186282654095
1808,2025,40.49178725024139
1809,2020,45.580230515382304
1809,2021,43.678174531914486
1809,2022,42.279205624700715
1809,2023,39.1380877763385
1809,2024,38.98401461840981
1809,2025,39.71663432519063
1810,2020,50.419163809305026
1810,2021,51.8168925445357
1810,2022,41.01433104889789
1810,2023,38.397581819384314
1810,2024,40.03736471097893
1810,2025,40.88878980067154
1817,2020,51.64986501809064
1817,2021,52.84893063959581
1817,2022,51.511838941517645
1817,2023,49.5793011755219
1817,2024,46.69316866891527
1817,2025,38.71220913467977
1903,2020,45.78799898854457
1903,2021,42.07775987099479
1903,2022,40.74009615996199
1903,2023,41.68363863132101
1903,2024,44.23192994714331
1903,2025,38.34411726605158
1904,2020,52.030219454353706
1904,2021,44.83479094271475
1904,2022,50.79110803223768
1904,2023,51.56012968126308
1904,2024,38.7893187856855
1904,2025,46.586851891673206
1905,2020,47.181350570025444
1905,2021,44.93412822013443
1905,2022,41.63282734839267
1905,2023,44.032057182437725
1905,2024,37.809198694921214
1905,2025,39.82340311505588
1906,2020,48.9802187787375
1906,2021,45.59658164778115
1906,2022,43.51648247352578
1906,2023,46.05659519652739
1906,2024,44.69236752287096
1906,2025,47.263548717136445
1907,2020,58.626631391632685
1907,2021,47.14326071093696
1907,2022,43.7508538606068
1907,2023,52.27874973123368
1907,2024,42.843245763268314
1907,2025,47.152468632000804
1909,2020,50.65052638694574
1909,2021,44.91754542949179
1909,2022,44.22821943822574
1909,2023,44.38061022265102
1909,2024,40.60215492793998
1909,2025,44.14438785257424
2002,2020,57.33494546092584
2002,2021,48.781417097524184
2002,2022,53.86696010768699
2002,2023,51.8174294110726
2002,2024,38.11942739594025
2002,2025,44.09455012564546
2006,2020,60.104864574274835
2006,2021,51.777790791348956
2006,2022,51.403794982667534
2006,2023,61.55578503743089
2006,2024,46.52650017244004
2006,2025,47.24216273266189
2007,2020,53.31767222818765
2007,2021,42.82615640303773
2007,2022,41.17261462812547
2007,2023,38.8242447443499
2007,2024,32.99079709247866
2007,2025,39.488680048342545
2008,2020,40.69527426541822
2008,2021,40.854529713341776
2008,2022,45.19754659315804
2008,2023,45.59467403955991
2008,2024,40.10262108243959
2008,2025,42.62562616569167
2009,2020,54.1322781301059
2009,2021,42.17636514823602
2009,2022,41.696826919970746
2009,2023,41.86746975547026
2009,2024,40.15428153491979
2009,2025,43.8497184431795
2010,2020,55.17574153181709
2010,2021,44.368826661488306
2010,2022,44.86611714782794
2010,2023,52.51801030197523
2010,2024,45.0518815259881
2010,2025,53.477912541896806
2012,2020,46.50211865067711
2012,2021,46.28999888334883
2012,2022,47.57911564865164
2012,2023,45.84078479403665
2012,2024,44.39509257280799
2012,2025,39.954013896915754
2013,2020,46.47146227703964
2013,2021,42.76484167361449
2013,2022,45.071804346845106
2013,2023,45.717196502853355
2013,2024,41.7459881888136
2013,2025,41.800033818092025
2014,2020,50.67118644055564
2014,2021,47.37189992080376
2014,2022,44.51971007844226
2014,2023,45.69444451223219
2014,2024,36.345843962301316
2014,2025,40.90168353577888
2015,2020,61.7485723271681
2015,2021,47.4509402540823
2015,2022,45.2895895034327
2015,2023,54.04467874683778
2015,2024,53.12348060723382
2015,2025,46.76415837167742
2017,2020,49.70999056589851
2017,2021,41.85548030324669
2017,2022,44.63730896991141
2017,2023,44.61014777254338
2017,2024,37.379687020396524
2017,2025,40.385731567993204
2020,2020,54.79189600960576
2020,2021,46.77783361378112
2020,2022,49.22884674288054
2020,2023,52.253032180891715
2020,2024,48.1244718782194
2020,2025,47.09285173796204
2022,2020,47.72453064321258
2022,2021,41.66210635933296
2022,2022,37.923342713359624
2022,2023,41.78730915510968
2022,2024,33.39562453960875
2022,2025,44.12406906882638
2023,2020,47.72152333475534
2023,2021,45.48130402978486
2023,2022,46.12587067039605
2023,2023,47.245948522907064
2023,2024,43.45156656935842
2023,2025,52.62008276948167
2024,2020,54.96294799424893
2024,2021,42.97641115045927
2024,2022,43.227732135512845
2024,2023,51.323592281058254
2024,2024,40.96932611260675
2024,2025,41.22675168024078
2025,2020,45.840455224532676
2025,2021,44.07292607177083
2025,2022,43.481699524428805
2025,2023,45.58722293132312
2025,2024,41.294623254647455
2025,2025,35.66205150096484
2027,2020,49.06191424063282
2027,2021,43.777646050865314
2027,2022,48.77194651386206
2027,2023,52.27274502935511
2027,2024,39.79738981498595
2027,2025,43.680031357473574
2028,2020,54.90011312861396
2028,2021,41.466036725732835
2028,2022,41.374352068557705
2028,2023,42.72562942388287
2028,2024,39.48863400456626
2028,2025,39.68319312162581
2029,2020,53.914961311765936
2029,2021,42.89888313946133
2029,2022,45.694052090099596
2029,2023,53.65700950813328
2029,2024,42.625826733437194
2029,2025,48.77216612848938
2030,2020,54.13357305150995
2030,2021,43.7588777945043
2030,2022,43.337911121829784
2030,2023,45.983452032563726
2030,2024,42.000603522241725
2030,2025,46.76410482460167
2031,2020,50.624625542406314
2031,2021,44.355718547681526
2031,2022,48.703386109940446
2031,2023,51.340506364199285
2031,2024,42.69941782242006
2031,2025,45.85181343384546
2032,2020,53.56371111781079
2032,2021,42.00080750887166
2032,2022,38.92201251003757
2032,2023,43.9136002362414
2032,2024,32.5958705056812
2032,2025,42.32189713151023
2033,2020,47.27130940971279
2033,2021,41.29326698758687
2033,2022,40.79929797677161
2033,2023,46.72209495616336
2033,2024,37.59106278121417
2033,2025,39.792101464372514
2034,2020,58.574213647989474
2034,2021,42.043087970610195
2034,2022,43.70939602284451
2034,2023,48.34587405333663
2034,2024,38.69926059608876
2034,2025,42.05898191162468
2038,2020,50.33698235668652
2038,2021,39.4651404237433
2038,2022,40.57616561973711
2038,2023,39.469586277221325
2038,2024,30.890953528841194
2038,2025,39.01209479012522
2049,2020,54.28987221807525
2049,2021,50.89122704851069
2049,2022,43.710276543570615
2049,2023,50.867490532161895
2049,2024,48.21198131993096
2049,2025,39.82011459794284
2059,2020,46.45665424693806
2059,2021,57.61603238533141
2059,2022,45.482094271033475
2059,2023,49.68538197925822
2059,2024,52.85998400863858
2059,2025,57.15649411137396
2062,2020,43.37583072923966
2062,2021,44.79825438024457
2062,2022,45.60255496263989
2062,2023,47.641756931767645
2062,2024,43.416255766588904
2062,2025,42.25965938116256
2069,2020,54.6064138026982
2069,2021,44.90283649837432
2069,2022,41.05916575371485
2069,2023,43.82911834723761
2069,2024,42.68159633667352
2069,2025,54.568443400704815
2072,2020,40.29400469942252
2072,2021,55.08170509218226
2072,2022,56.15227390181124
2072,2023,60.25524939524051
2072,2024,48.85872073575401
2072,2025,49.76372195767278
2101,2020,44.25057447735363
2101,2021,53.748399821802835
2101,2022,42.440847238046246
2101,2023,51.58727476217443
2101,2024,45.04446185884782
2101,2025,42.93247651529236
2102,2020,46.2153279748858
2102,2021,44.41451691401302
2102,2022,42.4982355024534
2102,2023,41.473270839480215
2102,2024,44.77915117592587
2102,2025,46.44654309510983
2103,2020,51.32305902587909
2103,2021,53.08126983847301
2103,2022,45.45012827952038
2103,2023,47.42960512807624
2103,2024,42.795521420102446
2103,2025,42.0445814342292
2104,2020,48.0246999787015
2104,2021,49.98352773454953
2104,2022,44.21399337579063
2104,2023,45.341645321287594
2104,2024,39.18906917540852
2104,2025,43.163859227763886
2105,2020,54.116422213118135
2105,2021,45.85529906926181
2105,2022,48.061308769182844
2105,2023,54.382200779631496
2105,2024,47.54535929306977
2105,2025,38.755217935250236
2106,2020,50.71022971401708
2106,2021,45.871305147601895
2106,2022,47.35391574762759
2106,2023,50.82955721263758
2106,2024,45.936382770779325
2106,2025,42.41314331624069
2107,2020,57.20499504435581
2107,2021,49.07901076398841
2107,2022,52.10324854494588
2107,2023,47.94879999233187
2107,2024,50.522470594491594
2107,2025,49.97300976708045
2108,2020,51.46711712473639
2108,2021,42.787491743747104
2108,2022,41.85018545338827
2108,2023,47.8605184367836
2108,2024,45.24006276468557
2108,2025,40.140603052945075
2109,2020,51.330340411178646
2109,2021,46.017144283324356
2109,2022,43.26864078368893
2109,2023,41.096608622263
2109,2024,49.04426047646758
2109,2025,43.157247306774245
2114,2020,54.50800259631329
2114,2021,50.445034077358116
2114,2022,51.53204766469679
2114,2023,49.63384695766552
2114,2024,40.53521889209512
2114,2025,48.99161884787334
2115,2020,51.017384359908995
2115,2021,49.87358064830973
2115,2022,38.08151383601776
2115,2023,40.54624353771058
2115,2024,46.626456672679915
2115,2025,39.81414021576325
2201,2020,48.42173539210322
2201,2021,44.73471687340078
2201,2022,51.43657128666347
2201,2023,43.100233675219485
2201,2024,41.05116978066053
2201,2025,41.15779833144015
2204,2020,53.5130014337067
2204,2021,51.61509685900314
2204,2022,49.98506552307003
2204,2023,52.02350966029619
2204,2024,44.97207728138196
2204,2025,46.297561683245725
2206,2020,56.479108221424035
2206,2021,45.35675192162452
2206,2022,52.196199864721116
2206,2023,49.068152126240285
2206,2024,44.655820711387825
2206,2025,46.583350514519324
2207,2020,47.872585682144845
2207,2021,53.47427690024811
2207,2022,54.66549693115986
2207,2023,48.09078070109486
2207,2024,47.24116318246863
2207,2025,50.220881499875176
2208,2020,44.35631578909612
2208,2021,38.68711653254695
2208,2022,40.286539940640516
2208,2023,43.17936839966752
2208,2024,31.89589716658188
2208,2025,41.997757131849745
2211,2020,53.08211787528955
2211,2021,43.67802113853711
2211,2022,47.50414193167562
2211,2023,58.59761653154674
2211,2024,46.64922460434288
2211,2025,55.4845994838969
2227,2020,49.57296092153695
2227,2021,50.22722128697773
2227,2022,46.509124506883104
2227,2023,53.62073930374192
2227,2024,34.34573024771767
2227,2025,41.98660047910266
2228,2020,43.8209525959622
2228,2021,44.566469766798775
2228,2022,46.82223809856807
2228,2023,48.56274781938585
2228,2024,43.733345544435856
2228,2025,45.14727864357049
2231,2020,46.23044409043711
2231,2021,46.39935682985128
2231,2022,43.35529519314355
2231,2023,42.367715234225564
2231,2024,40.38699290615032
2231,2025,41.03882926047265
2233,2020,51.2059511237829
2233,2021,46.705190138558855
2233,2022,51.599989298098286
2233,2023,48.50771478961602
2233,2024,47.628090893547096
2233,2025,41.20721811512813
2236,2020,39.79552736781022
2236,2021,45.78691815042007
2236,2022,41.120156866094895
2236,2023,51.73815127652155
2236,2024,49.12098198265714
2236,2025,48.70738851620213
2239,2020,45.692203105368485
2239,2021,45.949441544275714
2239,2022,48.11864921707907
2239,2023,43.5349757811701
2239,2024,35.58992886292395
2239,2025,45.412062147523656
2241,2020,49.020661832025645
2241,2021,40.38749066019763
2241,2022,39.58269706600422
2241,2023,37.632595227483385
2241,2024,38.405336278547175
2241,2025,50.65512657422281
2243,2020,45.461495823745665
2243,2021,39.46339775127121
2243,2022,35.1871145919731
2243,2023,41.14004390171379
2243,2024,36.11378528757794
2243,2025,34.39615366353173
2247,2020,48.501302054834554
2247,2021,42.67911895439288
2247,2022,52.334464496169346
2247,2023,49.265609688911056
2247,2024,46.59131748213476
2247,2025,43.24949409636459
2248,2020,43.630002291564544
2248,2021,46.07914146368317
2248,2022,59.64670023426703
2248,2023,48.129439278160746
2248,2024,56.74060852975738
2248,2025,43.09511481822585
2250,2021,34.92406561749614
2250,2022,39.29911731976226
2250,2023,37.10126405339951
2250,2024,39.16392045127559
2250,2025,36.12013001270734
2301,2020,53.055643031724664
2301,2021,58.597877768236415
2301,2022,54.60604162537451
2301,2023,55.29990904946736
2301,2024,45.26860085608433
2301,2025,55.76575862502849
2302,2020,47.5409302437985
2302,2021,39.24856439662467
2302,2022,43.755256889817076
2302,2023,45.153620148395625
2302,2024,40.76432131368789
2302,2025,44.5560858289303
2303,2020,55.475487463095114
2303,2021,50.82185261708373
2303,2022,46.32440862728882
2303,2023,53.51984323567281
2303,2024,44.50154189346693
2303,2025,52.635796431266535
2305,2020,45.53918969897034
2305,2021,45.52195906697598
2305,2022,43.60910589979121
2305,2023,33.40444524876423
2305,2024,33.78411429114427
2305,2025,41.63903619837918
2308,2020,60.04024098346938
2308,2021,50.42295977815567
2308,2022,53.118511897027474
2308,2023,47.72731858206846
2308,2024,56.837659263914595
2308,2025,59.04841675704219
2312,2020,46.72664593865443
2312,2021,47.75908199689905
2312,2022,47.7914623644398
2312,2023,45.539082990413256
2312,2024,45.16527943054604
2312,2025,43.35426509920437
2313,2020,50.31144874599009
2313,2021,47.838636195110176
2313,2022,48.46616354169974
2313,2023,50.8556069788252
2313,2024,45.32184742222213
2313,2025,49.52574588047011
2314,2020,49.595099487480695
2314,2021,48.56197824701571
2314,2022,40.896646011405615
2314,2023,38.53312659858905
2314,2024,37.817963012305
2314,2025,35.639679231929826
2316,2020,46.85092895787222
2316,2021,52.8261043195622
2316,2022,44.193389160554894
2316,2023,44.57856252747317
2316,2024,44.43971481043739
2316,2025,51.39186148771115
2317,2020,54.28445741931251
2317,2021,46.884359977744566
2317,2022,44.9193842641887
2317,2023,48.11405666735385
2317,2024,54.89403990817926
2317,2025,55.26699899129159
2321,2020,47.79546037568827
2321,2021,44.51339645641807
2321,2022,46.560684216871536
2321,2023,54.858101894197446
2321,2024,50.103783930328085
2321,2025,55.92902571368979
2323,2020,45.78230656869883
2323,2021,44.996156181368434
2323,2022,42.059492916434415
2323,2023,45.13269067261934
2323,2024,39.467419962086716
2323,2025,47.422630456286704
2324,2020,53.943182975778015
2324,2021,51.93783277474111
2324,2022,57.17973183109764
2324,2023,57.82287755754462
2324,2024,49.771690585794474
2324,2025,47.12373904651935
2327,2020,55.28128043498673
2327,2021,50.724454589952515
2327,2022,46.10979000494733
2327,2023,53.931006504440035
2327,2024,49.273832577939935
2327,2025,53.06420199372293
2328,2020,50.463834421802225
2328,2021,43.69190280013099
2328,2022,47.450675164877005
2328,2023,42.090942172862334
2328,2024,49.22728118554311
2328,2025,46.31422867036534
2329,2020,50.718865165020226
2329,2021,49.833326980600674
2329,2022,45.577960309189905
2329,2023,50.35162894835971
2329,2024,36.92627240382339
2329,2025,51.42735364613401
2330,2020,56.067918468408976
2330,2021,53.84867266754586
2330,2022,44.46270453370954
2330,2023,54.8804897519611
2330,2024,60.16462458230507
2330,2025,57.79106321165083
2331,2020,50.64674433425882
2331,2021,41.17262669176778
2331,2022,46.65686808659378
2331,2023,47.241449443175654
2331,2024,39.751641545250045
2331,2025,47.219353514745336
2332,2020,52.49549863610213
2332,2021,41.44967333916058
2332,2022,45.03484640943163
2332,2023,46.601663345746395
2332,2024,49.62476048270118
2332,2025,40.003700080850884
2337,2020,49.96245873659596
2337,2021,50.03249328982636
2337,2022,50.495911967660724
2337,2023,48.10334728146988
2337,2024,38.740031813639845
2337,2025,49.13126619188927
2338,2020,52.29941759313802
2338,2021,50.286865762354424
2338,2022,49.747189952826965
2338,2023,42.47670579806528
2338,2024,39.94742199117859
2338,2025,40.38311896765941
2340,2020,49.83372902284681
2340,2021,53.569286364719424
2340,2022,41.311925105633556
2340,2023,47.31690157154961
2340,2024,38.95800887094117
2340,2025,43.051680252347204
2342,2020,48.815946706606766
2342,2021,47.355634391416956
2342,2022,47.38789232912425
2342,2023,43.766866253898975
2342,2024,43.624384604348975
2342,2025,42.44497759552146
2344,2020,50.11935651014641
2344,2021,50.275249302776054
2344,2022,45.731890537919305
2344,2023,48.688940192754906
2344,2024,33.13880276926385
2344,2025,56.798178752070115
2345,2020,55.957346954086105
2345,2021,48.88768261135264
2345,2022,49.99328460245915
2345,2023,53.087992930118254
2345,2024,53.87803539023359
2345,2025,51.591495359641
2347,2020,54.87463020559001
2347,2021,58.23917224968967
2347,2022,54.5762704938537
2347,2023,58.27011712890012
2347,2024,50.89542063372337
2347,2025,44.19573866178593
2348,2020,51.53150188108669
2348,2021,54.341767220019605
2348,2022,43.594745641849315
2348,2023,60.608453374387004
2348,2024,51.12601808454593
2348,2025,34.87006428300529
2349,2020,40.31257057689893
2349,2021,41.82770122621187
2349,2022,41.556687160577006
2349,2023,42.16600493234819
2349,2024,35.321351494286304
2349,2025,38.84137502882033
2351,2020,50.44240541480748
2351,2021,47.73600034533837
2351,2022,43.5269341981098
2351,2023,47.551239810975865
2351,2024,36.14953212649619
2351,2025,44.394541702559714
2352,2020,55.43962267188248
2352,2021,51.34390211011911
2352,2022,51.772813286216
2352,2023,55.35904655874128
2352,2024,44.99304399845286
2352,2025,43.511017677609374
2353,2020,52.13765627110103
2353,2021,51.950233511493664
2353,2022,48.761236646984855
2353,2023,62.586757911384225
2353,2024,42.19121966490846
2353,2025,41.89668473397946
2354,2020,45.31172217446096
2354,2021,45.23029022792488
2354,2022,46.24269698960268
2354,2023,47.26686276984655
2354,2024,47.60356507504949
2354,2025,46.291011700137936
2355,2020,49.683173182347375
2355,2021,50.066661893767225
2355,2022,48.06727389322906
2355,2023,50.733978163549985
2355,2024,43.73785565364056
2355,2025,46.69125117693848
2356,2020,53.97348841700383
2356,2021,54.11392559433434
2356,2022,57.78984220506805
2356,2023,51.8128380522884
2356,2024,45.99353258672024
2356,2025,43.77121122064361
2357,2020,47.94247382017526
2357,2021,56.38153682770583
2357,2022,52.538036290207096
2357,2023,58.51914985220049
2357,2024,51.53033849700423
2357,2025,49.988729858509494
2359,2020,46.32187454340788
2359,2021,45.64395533064701
2359,2022,46.48088428141232
2359,2023,46.18714037820183
2359,2024,49.784903338967425
2359,2025,38.15003620403983
2360,2020,49.05915114325258
2360,2021,50.298250436858005
2360,2022,46.18038047170333
2360,2023,48.5464239856375
2360,2024,52.08348189167314
2360,2025,55.53688633612709
2362,2020,52.29789692998903
2362,2021,53.89777063331614
2362,2022,44.61568344972543
2362,2023,43.823693528813486
2362,2024,43.072797214499126
2362,2025,43.31564682213296
2363,2020,49.42111068648629
2363,2021,48.558235235928834
2363,2022,43.92818940646577
2363,2023,50.883250909737
2363,2024,37.66893512382575
2363,2025,39.62218324982916
2364,2020,44.96566138915747
2364,2021,39.148977031185964
2364,2022,48.81929040294535
2364,2023,37.13731699817167
2364,2024,35.31323546668033
2364,2025,44.94710490509647
2365,2020,50.99311008888107
2365,2021,48.02356668551438
2365,2022,45.22444720175464
2365,2023,47.54580031565643
2365,2024,44.38599559989873
2365,2025,36.104541100979596
2367,2020,47.257093914835544
2367,2021,44.51509159892478
2367,2022,44.23066819011283
2367,2023,44.51661473597116
2367,2024,44.74997147379699
2367,2025,45.57374570491908
2368,2020,52.158669682003364
2368,2021,48.152631489939914
2368,2022,47.082626245278284
2368,2023,51.53594878686388
2368,2024,46.95332766704508
2368,2025,57.690715347024494
2369,2020,50.67891694605969
2369,2021,50.4484082483128
2369,2022,42.72555737437986
2369,2023,46.62263726289996
2369,2024,39.818291392526476
2369,2025,51.34185460672137
2371,2020,50.68586632370493
2371,2021,43.70500824298491
2371,2022,50.92794380624662
2371,2023,45.25638005571079
2371,2024,42.70645008092939
2371,2025,38.58906794135387
2373,2020,53.186069773642096
2373,2021,51.29933688334182
2373,2022,40.186027385501355
2373,2023,46.281004517244355
2373,2024,42.81163447172668
2373,2025,48.094487432265744
2374,2020,46.67278844026337
2374,2021,51.3863715990862
2374,2022,42.14735141863371
2374,2023,49.52957116922423
2374,2024,47.7024816559714
2374,2025,45.21112032471971
2375,2020,49.785351152648886
2375,2021,46.9449326706378
2375,2022,41.06367736781312
2375,2023,43.86885223395903
2375,2024,42.12112294507535
2375,2025,46.549834140336564
2376,2020,52.55815895181828
2376,2021,53.67547234454093
2376,2022,46.40759422326315
2376,2023,55.06368688604868
2376,2024,48.914960722588894
2376,2025,49.64641819489992
2377,2020,52.497005023093834
2377,2021,50.15271101017031
2377,2022,47.40227687651959
2377,2023,56.98010856762675
2377,2024,48.43769880003585
2377,2025,38.032291136239934
2379,2020,53.49058929305883
2379,2021,56.88167104628792
2379,2022,44.92193479611492
2379,2023,59.00246454271117
2379,2024,50.59990853441303
2379,2025,48.998400432268
2380,2020,48.65930346965006
2380,2021,43.30031369134725
2380,2022,40.49770210745389
2380,2023,33.73215841869733
2380,2024,36.754162132021044
2380,2025,42.4026901468499
2382,2020,57.704618448522325
2382,2021,57.87286990184418
2382,2022,49.722375982029725
2382,2023,61.33310695795785
2382,2024,50.53331815858099
2382,2025,51.68232649396778
2383,2020,52.04321667106313
2383,2021,50.93447695405289
2383,2022,47.59125441843686
2383,2023,54.51502571165136
2383,2024,54.498444978896316
2383,2025,58.3634596033593
2385,2020,45.03426555026072
2385,2021,53.06516595500811
2385,2022,53.73388793987303
2385,2023,66.19920941375528
2385,2024,43.26588395276734
2385,2025,42.76461493787982
2387,2020,47.21167239949064
2387,2021,41.3513841016638
2387,2022,47.69276121979752
2387,2023,58.54388942322307
2387,2024,44.55820452124521
2387,2025,41.724672910737205
2388,2020,46.7027937543852
2388,2021,46.02271324187705
2388,2022,42.09287049160378
2388,2023,48.32897221242236
2388,2024,36.1424378659086
2388,2025,38.891255555324356
2390,2020,42.96214838170177
2390,2021,40.69101067667311
2390,2022,36.36671751345528
2390,2023,42.966910003305756
2390,2024,40.006825291645214
2390,2025,38.05266069750256
2392,2020,53.44428489831486
2392,2021,47.050587949667985
2392,2022,48.759764240945486
2392,2023,53.11319694038117
2392,2024,46.684005215212906
2392,2025,41.73509182639044
2393,2020,51.73813713001369
2393,2021,51.39812089312827
2393,2022,45.65781437126562
2393,2023,54.00844294864055
2393,2024,56.92250093497761
2393,2025,43.668226201306304
2395,2020,52.82266430757391
2395,2021,53.52030954096089
2395,2022,47.993033652837376
2395,2023,55.99214868530828
2395,2024,48.584692087560505
2395,2025,44.06053719920532
2397,2020,48.0734390002977
2397,2021,45.92092914334928
2397,2022,47.46247877601918
2397,2023,52.61120066756545
2397,2024,45.92287693680481
2397,2025,43.06866486920372
2399,2020,42.86905748015121
2399,2021,43.5566726448655
2399,2022,40.01385893430335
2399,2023,45.54069896051719
2399,2024,37.47253280817372
2399,2025,44.24290753080373
2401,2020,52.146734618503615
2401,2021,48.00601743428331
2401,2022,42.54184281530283
2401,2023,47.87010001202648
2401,2024,42.34887055892016
2401,2025,42.416511371410934
2402,2020,48.96686886916839
2402,2021,49.31713478731947
2402,2022,47.635650423316534
2402,2023,45.299788799256135
2402,2024,43.48113761660897
2402,2025,49.25880037501072
2404,2020,51.61642749171246
2404,2021,46.47852860340843
2404,2022,54.02364469776769
2404,2023,56.59033666443162
2404,2024,56.859570824138174
2404,2025,52.44563008347752
2405,2020,47.41850317893348
2405,2021,50.22976988705014
2405,2022,39.67316628090345
2405,2023,45.17212524979701
2405,2024,40.75200362341407
2405,2025,43.82606792012322
2406,2020,48.00284661194301
2406,2021,46.59935059582394
2406,2022,41.7797005591075
2406,2023,39.08338025192296
2406,2024,38.8198201463876
2406,2025,46.144570547772894
2408,2020,52.866729777997485
2408,2021,47.231410870077696
2408,2022,46.23100258905968
2408,2023,54.082703971646204
2408,2024,33.26989450214203
2408,2025,56.527601860620805
2409,2020,49.883505409985254
2409,2021,50.19535462033235
2409,2022,43.40597094330639
2409,2023,47.7789508004824
2409,2024,41.775219772868674
2409,2025,44.24095511430349
2412,2020,56.026141510886156
2412,2021,62.15188697204244
2412,2022,51.587423383023605
2412,2023,53.151678041947484
2412,2024,53.18675840351567
2412,2025,56.545990885792946
2413,2020,49.951594451361174
2413,2021,44.6057444074523
2413,2022,48.79816666133538
2413,2023,42.75177952643497
2413,2024,41.34980982059481
2413,2025,45.34439091311482
2414,2020,55.88941068352189
