coid,year,K_avg,D_avg,K_minus_D_avg
1323,2021,63.253813457522114,63.30343767006065,-0.049624212538539325
1323,2022,55.49589939761086,55.59751970608637,-0.10162030847551051
1323,2023,54.81462151516611,54.54460163873889,0.27001987642722014
1323,2024,44.600203680584464,44.76756109249055,-0.16735741190608877
1323,2025,62.91181939504382,62.761072509639384,0.1507468854044376
1324,2020,53.737999622599766,53.78656149406607,-0.04856187146630475
1324,2021,46.663154068331295,46.73376995643611,-0.07061588810481823
1324,2022,48.6257102636614,48.227758411188596,0.39795185247280074
1324,2023,55.54407107705441,55.875779563311546,-0.3317084862571349
1324,2024,40.827062251172855,40.7099533707762,0.1171088803966569
1324,2025,43.40083186846066,43.60324329694085,-0.20241142848018967
1325,2020,48.205663474866505,48.474564340610364,-0.2689008657438592
1325,2021,35.97189059554118,35.87083966837167,0.10105092716950992
1325,2022,38.94152620450827,39.00711145054029,-0.06558524603202187
1325,2023,39.53045948866856,39.50373762140504,0.026721867263525212
1325,2024,35.41670054565527,35.08129725172419,0.3354032939310798
1325,2025,39.976134499038494,40.5284896967105,-0.5523551976720071
1326,2020,50.93820247129641,50.80261877233185,0.13558369896455957
1326,2021,49.30776334816226,49.32219982366461,-0.014436475502350277
1326,2022,54.467035574009344,54.62096362653986,-0.15392805253051733
1326,2023,47.27318937358326,47.186044324200296,0.0871450493829613
1326,2024,33.32736582010572,33.71023419688715,-0.38286837678143115
1326,2025,45.57453177498465,45.4362343752671,0.13829739971755117
1337,2020,42.54384938309706,42.641111235678274,-0.09726185258121234
1337,2021,40.93221615081132,40.731324251635876,0.2008918991754456
1337,2022,39.38701891736395,39.5014040326976,-0.11438511533364704
1337,2023,37.855797101258105,37.81961744159086,0.03617965966724768
1337,2024,39.325420437294625,39.43384296032967,-0.10842252303504551
1337,2025,41.24950347154272,41.44396410144594,-0.19446062990322588
1338,2020,48.50929762458676,48.38577522905925,0.12352239552750888
1338,2021,49.27986444116924,49.317911774086745,-0.038047332917507504
1338,2022,44.28726168330591,44.63319963755245,-0.34593795424654417
1338,2023,44.628466327176824,44.60459083135063,0.023875495826196413
1338,2024,34.61910521834151,34.492163556711475,0.12694166163003473
1338,2025,44.235360715344754,43.97256133483416,0.26279938051059304
1339,2020,43.97601522022056,44.174630757820054,-0.19861553759949402
1339,2021,45.118832098016064,45.10522452231105,0.013607575705016473
1339,2022,53.07217561682167,52.99447470374635,0.07770091307531857
1339,2023,48.3555223752354,48.663411953108564,-0.30788957787316207
1339,2024,42.38281602196193,42.23234108878355,0.1504749331783799
1339,2025,49.19390738199813,49.11417970605476,0.07972767594336716
1340,2020,42.971786641777555,42.9815807106208,-0.009794068843241632
1340,2021,49.74918493479102,49.752089174458284,-0.002904239667266495
1340,2022,48.464243091737494,48.7288982749127,-0.26465518317520775
1340,2023,47.46634090710786,47.263292292286415,0.20304861482144787
1340,2024,38.86400775474958,38.997973579705004,-0.13396582495542475
1340,2025,40.796780465575715,40.56599340272019,0.23078706285552641
1341,2020,51.8405656431864,52.070264840810545,-0.22969919762414293
1341,2021,58.0086026544413,57.74289315699257,0.2657094974487251
1341,2022,55.00823175389764,55.01908296876696,-0.010851214869319392
1341,2023,45.48941669272193,45.57802768480513,-0.088610992083197
1341,2024,52.29162374518552,52.34067557287412,-0.049051827688600724
1341,2025,56.75120782290207,56.492040647197236,0.2591671757048317
1342,2020,41.52930885840236,41.62705492195664,-0.09774606355428261
1342,2021,42.90474871975031,42.73717408885508,0.16757463089523128
1342,2022,52.56597343635034,52.73985751825725,-0.1738840819069125
1342,2023,40.001023617231105,40.17373675525069,-0.17271313801958144
1342,2024,44.46162271611201,44.45858480046157,0.0030379156504380944
1342,2025,46.90924646917406,46.552249628694206,0.3569968404798516
1402,2020,56.36760599855964,56.154862794718184,0.2127432038414554
1402,2021,53.18397083288175,53.083379022374245,0.10059181050750254
1402,2022,57.1554179358656,57.46868377138413,-0.3132658355185285
1402,2023,54.4053222798681,54.285524463762115,0.1197978161059865
1402,2024,53.261416757002344,53.41126043760086,-0.14984368059851505
1402,2025,48.38038266340705,48.522224444270684,-0.1418417808636363
1409,2020,48.855623356865266,48.76967660858551,0.08594674827975268
1409,2021,50.68305096873509,50.70654717237132,-0.023496203636234725
1409,2022,49.83086734213233,50.00476097479993,-0.17389363266759972
1409,2023,47.518057000224566,47.337288494937894,0.18076850528667165
1409,2024,43.2862827177594,43.54174991513552,-0.2554671973761202
1409,2025,44.73550040150175,44.52041111184401,0.21508928965774032
1410,2020,58.27176180244349,58.49003432702694,-0.2182725245834476
1410,2021,54.85948384758843,55.089802116213775,-0.23031826862534643
1410,2022,42.24343880071903,42.173262879355775,0.07017592136325135
1410,2023,38.43760632921409,38.25121440588251,0.18639192333158405
1410,2024,39.23601120846552,39.435942256775526,-0.19993104831000608
1410,2025,45.184433005970966,45.122326975150315,0.062106030820650915
1413,2020,47.92562516194981,48.00678997053412,-0.08116480858431174
1413,2021,41.53718228604637,41.4175439540853,0.11963833196106322
1413,2022,44.24968050101316,44.1886607823758,0.06101971863736111
1413,2023,50.37609337315484,50.38790028027813,-0.011806907123293797
1413,2024,49.76415628203597,49.765913337612346,-0.0017570555763768425
1413,2025,48.53427022491241,48.78924861379042,-0.2549783888780084
1414,2020,50.37707089960513,50.54047054454881,-0.16339964494368076
1414,2021,45.387690935568564,45.40442622894886,-0.016735293380293115
1414,2022,60.134743563978624,60.0316964670179,0.10304709696072223
1414,2023,59.33002220818733,59.35863791390268,-0.0286157057153531
1414,2024,53.71529002357424,53.55013569448263,0.16515432909161376
1414,2025,48.01698794744793,47.93273370110453,0.08425424634339862
1416,2020,46.467683177816056,46.30546684062213,0.16221633719392514
1416,2021,47.95254571377639,48.080949878902736,-0.1284041651263479
1416,2022,46.00562837364354,46.07602290678174,-0.07039453313819877
1416,2023,50.11725659465778,49.930704844638406,0.18655175001937607
1416,2024,42.999812895707684,43.22243414004187,-0.22262124433418506
1416,2025,47.25523995915044,47.03040530409187,0.22483465505856515
1417,2020,43.27414880642551,43.21666853774519,0.057480268680315305
1417,2021,41.70358845043405,41.478676657724485,0.22491179270956252
1417,2022,48.42639399551842,48.70789829980376,-0.2815043042853418
1417,2023,37.18355925330843,37.01339161887071,0.17016763443771765
1417,2024,48.05852423670454,47.98643114328121,0.0720930934233337
1417,2025,55.86063625568298,55.981622528407264,-0.12098627272428786
1418,2020,58.42707462366395,58.54890213188316,-0.12182750821921218
1418,2021,65.08626739658544,64.91838106555466,0.1678863310307861
1418,2022,55.919288217785954,55.91638481986292,0.002903397923034845
1418,2023,52.20518297682944,52.304505559397775,-0.09932258256833393
1418,2024,43.56845812637513,43.71305320174546,-0.1445950753703329
1418,2025,36.69084002577628,36.41076821159727,0.28007181417900995
1419,2020,47.55968166495837,47.478884595918316,0.08079706904005235
1419,2021,50.46202083176253,50.4010393037682,0.0609815279943291
1419,2022,45.002222203374316,45.02959667108648,-0.02737446771216412
1419,2023,56.460153533832155,56.46534314729981,-0.005189613467656784
1419,2024,45.576300238465976,45.49309864705409,0.08320159141188554
1419,2025,46.65266709502042,46.90717609712263,-0.2545090021022105
1423,2020,50.253261865419574,50.09683758648424,0.15642427893533295
1423,2021,60.885312952658246,60.7266545196347,0.15865843302354676
1423,2022,50.53641430439514,50.8379852310089,-0.3015709266137634
1423,2023,48.53013178113632,48.25576705678614,0.27436472435017834
1423,2024,45.187467571026694,45.219830908869596,-0.03236333784290224
1423,2025,47.42961094861018,47.81625538415586,-0.3866444355456764
1432,2020,43.30223723553716,43.469584846985896,-0.1673476114487329
1432,2021,48.52334625897526,48.520214201633074,0.003132057342185135
1432,2022,44.71101084389254,44.47339130906465,0.23761953482788556
1432,2023,48.22243509872291,48.27860001055411,-0.05616491183119621
1432,2024,50.753014655430945,50.637488885497426,0.11552576993351948
1432,2025,46.89730022413646,47.25722925901604,-0.3599290348795847
1434,2020,46.98901484577538,46.84936555797811,0.13964928779726904
1434,2021,47.60267791199904,47.63954490990465,-0.03686699790561221
1434,2022,44.062512911378775,44.08824407410395,-0.025731162725172396
1434,2023,49.804992750715925,49.96618446123146,-0.16119171051553138
1434,2024,44.663923848336324,44.67321796527292,-0.009294116936594321
1434,2025,47.12731308364372,47.14707805657223,-0.019764972928506097
1435,2020,55.62984408625245,55.932007177204575,-0.3021630909521278
1435,2021,48.61082818669457,48.390954083392714,0.21987410330185497
1435,2022,48.19998294742147,48.2566953482703,-0.05671240084883067
1435,2023,47.18366297860638,47.02139093071059,0.1622720478957902
1435,2024,46.413163188908925,46.408198143596245,0.004965045312680161
1435,2025,39.415671345059685,39.952804822413896,-0.5371334773542102
1436,2020,54.33261567558252,54.49303754119941,-0.16042186561689675
1436,2021,60.731772043166565,60.5713286514989,0.16044339166766264
1436,2022,55.635574698319864,55.65150480562423,-0.015930107304363617
1436,2023,59.79237638415743,59.861473567698475,-0.06909718354104655
1436,2024,53.5175437739669,53.70321149458855,-0.1856677206216517
1436,2025,39.70469013753501,39.502493507681606,0.20219662985340392
1437,2020,55.69663088766129,55.47504678567899,0.22158410198230172
1437,2021,53.86832812382782,53.774781196247936,0.09354692757988659
1437,2022,51.17818942393158,51.37095593817956,-0.1927665142479853
1437,2023,46.71877502043294,46.65734141091579,0.06143360951715238
1437,2024,49.439916460946186,49.317377103901116,0.12253935704507057
1437,2025,57.625841741900814,57.83509740510299,-0.20925566320217825
1438,2020,47.92589265937762,48.04563386509108,-0.11974120571345992
1438,2021,44.25009974558872,44.03947403147689,0.21062571411182773
1438,2022,47.27602210774982,47.273699979053525,0.002322128696292225
1438,2023,49.25030710513433,49.08406429870567,0.16624280642866296
1438,2024,49.7191835932227,49.72677161930696,-0.007588026084256683
1438,2025,41.39180373848561,41.537207157363184,-0.1454034188775708
1439,2020,46.931444448785356,46.995404410733784,-0.06395996194842724
1439,2021,37.43943932252224,37.48190646648309,-0.04246714396084883
1439,2022,41.223787711571916,41.34518521584177,-0.12139750426985074
1439,2023,46.64670270026199,46.524361782241726,0.1223409180202637
1439,2024,46.270572970515424,46.10542539760058,0.16514757291484727
1439,2025,44.582709058381546,44.760112920506714,-0.17740386212516768
1440,2020,46.978935948934236,47.14275314851828,-0.16381719958404517
1440,2021,45.00924782652489,45.03669209554581,-0.027444269020918455
1440,2022,45.197719233630636,45.13969117595539,0.05802805767524433
1440,2023,46.05079309979351,45.788893851384145,0.26189924840936385
1440,2024,43.226482884195526,43.5264602655048,-0.29997738130927587
1440,2025,45.77978101739062,45.837061581424386,-0.05728056403376769
1441,2020,45.41905206581572,45.474937419075964,-0.05588535326024413
1441,2021,42.19726974381456,42.21766791070248,-0.020398166887922287
1441,2022,45.74168974528488,45.629882633801124,0.11180711148375622
1441,2023,49.216867736796985,49.19302373105411,0.023844005742873264
1441,2024,45.875624146970246,45.8046506024852,0.07097354448504944
1441,2025,40.82665928136468,41.17889997068219,-0.3522406893175116
1442,2020,49.61364137499441,49.66457165934269,-0.05093028434828284
1442,2021,48.690250292499506,48.649744508337534,0.04050578416197226
1442,2022,54.493514461078576,54.89709400635411,-0.40357954527553375
1442,2023,47.93529329125136,47.66256581240713,0.27272747884423154
1442,2024,54.847360919467654,54.737457436672145,0.10990348279550943
1442,2025,38.34892737405381,38.522942584462946,-0.17401521040913792
1443,2020,61.44860673731082,60.98844655196002,0.4601601853508015
1443,2021,57.48254447185914,57.62565946242945,-0.14311499057030375
1443,2022,47.19988036389383,47.311569268446014,-0.11168890455218161
1443,2023,43.83863512566374,43.64624086008175,0.19239426558199568
1443,2024,44.33375699500582,44.483289403828074,-0.14953240882225316
1443,2025,38.26541480509816,38.12897570250167,0.1364391025964906
1444,2020,42.75295758159487,42.96033394288062,-0.2073763612857462
1444,2021,40.48092940850625,40.33074768419619,0.15018172431005894
