coid,year_q,RSI
1583 程泰,2025Q4,37.929059058576755
1584 精剛,2020Q1,32.64958040308063
1584 精剛,2020Q2,58.6615350484922
1584 精剛,2020Q3,55.361341788259935
1584 精剛,2020Q4,54.661719805212215
1586 和勤,2020Q1,32.42220459285486
1586 和勤,2020Q2,42.22579785247347
1586 和勤,2020Q3,50.43408907927688
1586 和勤,2020Q4,58.17331551110012
1587 吉茂,2020Q1,33.84801593261468
1587 吉茂,2020Q2,84.76042387435713
1587 吉茂,2020Q3,54.30696523741497
1587 吉茂,2020Q4,34.27418270038392
1587 吉茂,2021Q1,81.95657967542691
1587 吉茂,2021Q2,58.7904153045541
1587 吉茂,2021Q3,80.09055304649775
1587 吉茂,2021Q4,65.54365300795125
1587 吉茂,2022Q1,25.09830086507352
1587 吉茂,2022Q2,47.549915212708164
1587 吉茂,2022Q3,18.18631218932885
1587 吉茂,2022Q4,48.16558211499531
1587 吉茂,2023Q1,47.781110523887975
1587 吉茂,2023Q2,58.162231997750965
1587 吉茂,2023Q3,49.22871965571635
1587 吉茂,2023Q4,56.04440691108381
1587 吉茂,2024Q1,76.10057660606037
1587 吉茂,2024Q2,53.60021166257993
1587 吉茂,2024Q3,45.859362541029284
1587 吉茂,2024Q4,39.91152347702628
1587 吉茂,2025Q1,18.54457760989098
1587 吉茂,2025Q2,45.280046190712994
1587 吉茂,2025Q3,62.53515606833899
1587 吉茂,2025Q4,53.573221713500864
1589 永冠-KY,2020Q1,36.618195397896805
1589 永冠-KY,2020Q2,48.55786435773319
1589 永冠-KY,2020Q3,24.953903361467503
1589 永冠-KY,2020Q4,51.209279373643035
1589 永冠-KY,2021Q1,49.26098265626961
1589 永冠-KY,2021Q2,44.73249794155509
1589 永冠-KY,2021Q3,75.16173968701597
1589 永冠-KY,2021Q4,84.7737897602042
1589 永冠-KY,2022Q1,45.94568702043967
1589 永冠-KY,2022Q2,51.01959865961959
1589 永冠-KY,2022Q3,75.79466690317268
1589 永冠-KY,2022Q4,55.419171337765846
1589 永冠-KY,2023Q1,65.43115238269445
1589 永冠-KY,2023Q2,45.18747747743532
1589 永冠-KY,2023Q3,42.362690691008645
1589 永冠-KY,2023Q4,81.21153310086679
1589 永冠-KY,2024Q1,44.00105629060646
1589 永冠-KY,2024Q2,53.13214628481426
1589 永冠-KY,2024Q3,57.31451565637498
1589 永冠-KY,2024Q4,24.605140666588667
1589 永冠-KY,2025Q1,26.45638289948835
1589 永冠-KY,2025Q2,33.52168697417401
1589 永冠-KY,2025Q3,66.88669052306622
1589 永冠-KY,2025Q4,39.8689889429242
1590 亞德客-KY,2020Q1,52.852409477040275
1590 亞德客-KY,2020Q2,49.15137640085649
1590 亞德客-KY,2020Q3,50.637797701127575
1590 亞德客-KY,2020Q4,63.36857562218244
1590 亞德客-KY,2021Q1,52.25520140845874
1590 亞德客-KY,2021Q2,57.21403479310769
1590 亞德客-KY,2021Q3,38.862582315100255
1590 亞德客-KY,2021Q4,83.98361354888556
1590 亞德客-KY,2022Q1,53.35301213699256
1590 亞德客-KY,2022Q2,52.30196539479841
1590 亞德客-KY,2022Q3,30.381338198045665
1590 亞德客-KY,2022Q4,53.71324895850237
1590 亞德客-KY,2023Q1,61.97450865624948
1590 亞德客-KY,2023Q2,48.47628726307674
1590 亞德客-KY,2023Q3,62.86541320488951
1590 亞德客-KY,2023Q4,45.1465142809924
1590 亞德客-KY,2024Q1,59.27342677628802
1590 亞德客-KY,2024Q2,37.15475933183839
1590 亞德客-KY,2024Q3,73.7016262150898
1590 亞德客-KY,2024Q4,55.8567318167546
1590 亞德客-KY,2025Q1,31.633302807576868
1590 亞德客-KY,2025Q2,45.04560048601853
1590 亞德客-KY,2025Q3,42.985027927562925
1590 亞德客-KY,2025Q4,51.18548332562859
1591 駿吉-KY,2020Q1,28.409663014361776
1591 駿吉-KY,2020Q2,48.0382088015125
1591 駿吉-KY,2020Q3,24.684008716197113
1591 駿吉-KY,2020Q4,53.96826049597435
1593 祺驊,2020Q1,42.33958944647907
1593 祺驊,2020Q2,55.65668391719767
1593 祺驊,2020Q3,51.34879977810903
1593 祺驊,2020Q4,82.7195868219852
1595 川寶,2020Q1,31.942493235647714
1595 川寶,2020Q2,50.29501595330566
1595 川寶,2020Q3,41.009690113811686
1595 川寶,2020Q4,63.130013184388865
1597 直得,2020Q1,40.53975577478696
1597 直得,2020Q2,49.54084080598798
1597 直得,2020Q3,43.47096183804536
1597 直得,2020Q4,37.0052554157366
1597 直得,2021Q1,59.4414559500263
1597 直得,2021Q2,61.0708011372508
1597 直得,2021Q3,37.56944507562499
1597 直得,2021Q4,66.28312679782556
1597 直得,2022Q1,47.14958593012586
1597 直得,2022Q2,42.3977842178386
1597 直得,2022Q3,50.22706888053836
1597 直得,2022Q4,31.41112631244665
1597 直得,2023Q1,52.16084998741164
1597 直得,2023Q2,44.992483296496985
1597 直得,2023Q3,37.6559450734075
1597 直得,2023Q4,43.49877359056613
1597 直得,2024Q1,57.94675872823669
1597 直得,2024Q2,69.32025344620072
1597 直得,2024Q3,57.45847312405985
1597 直得,2024Q4,79.62329868797215
1597 直得,2025Q1,20.767058562600564
1597 直得,2025Q2,43.26565815840455
1597 直得,2025Q3,39.827103223538145
1597 直得,2025Q4,45.706445820242756
1598 岱宇,2020Q1,27.832716399329765
1598 岱宇,2020Q2,76.89957727201502
1598 岱宇,2020Q3,45.4652747259126
1598 岱宇,2020Q4,57.083697636745576
1598 岱宇,2021Q1,57.7259934283595
1598 岱宇,2021Q2,59.55975346582838
1598 岱宇,2021Q3,51.33086652051223
1598 岱宇,2021Q4,37.005092856448776
1598 岱宇,2022Q1,60.794647637942035
1598 岱宇,2022Q2,52.22386196330999
1598 岱宇,2022Q3,47.81094925387665
1598 岱宇,2022Q4,33.87521921960268
1598 岱宇,2023Q1,41.06715324064505
1598 岱宇,2023Q2,47.775390722758786
1598 岱宇,2023Q3,51.225690617956346
1598 岱宇,2023Q4,33.607108270756584
1598 岱宇,2024Q1,43.24985154278661
1598 岱宇,2024Q2,49.17500380439284
1598 岱宇,2024Q3,65.87557499436853
1598 岱宇,2024Q4,49.692939949640866
1598 岱宇,2025Q1,26.940710695307608
1598 岱宇,2025Q2,41.897743884551126
1598 岱宇,2025Q3,59.67382649151061
1598 岱宇,2025Q4,37.48243887277553
1599 宏佳騰,2020Q1,29.26889908877045
1599 宏佳騰,2020Q2,51.9330484419225
1599 宏佳騰,2020Q3,56.03396724992249
1599 宏佳騰,2020Q4,74.89889533873082
1603 華電,2020Q1,47.80474613630617
1603 華電,2020Q2,46.679154083334325
1603 華電,2020Q3,55.618544636848924
1603 華電,2020Q4,50.876741548039874
1603 華電,2021Q1,47.94305552516206
1603 華電,2021Q2,50.89028008357606
1603 華電,2021Q3,47.73764888755324
1603 華電,2021Q4,50.73927655907894
1603 華電,2022Q1,60.779361327146056
1603 華電,2022Q2,38.47644146848045
1603 華電,2022Q3,48.612594405393125
1603 華電,2022Q4,42.54313581585728
1603 華電,2023Q1,45.51287947072841
1603 華電,2023Q2,81.26891744978099
1603 華電,2023Q3,76.93567959385567
1603 華電,2023Q4,50.081323546645606
1603 華電,2024Q1,70.64508839020782
1603 華電,2024Q2,43.77557552897422
1603 華電,2024Q3,52.31740032109998
1603 華電,2024Q4,45.26651319642032
1603 華電,2025Q1,34.06634279528548
1603 華電,2025Q2,49.115044152964806
1603 華電,2025Q3,55.41462711259476
1603 華電,2025Q4,43.69726433257586
1604 聲寶,2020Q1,42.90997652441512
1604 聲寶,2020Q2,72.17209306429054
1604 聲寶,2020Q3,38.72355738826494
1604 聲寶,2020Q4,63.40593819524819
1604 聲寶,2021Q1,70.38369202314213
1604 聲寶,2021Q2,58.71646651872112
1604 聲寶,2021Q3,78.38295970017352
1604 聲寶,2021Q4,69.17599011668823
1604 聲寶,2022Q1,61.592532026722246
1604 聲寶,2022Q2,36.82780752199305
1604 聲寶,2022Q3,27.085875465019942
1604 聲寶,2022Q4,73.56109277361989
1604 聲寶,2023Q1,60.84506116795705
1604 聲寶,2023Q2,42.082284283801094
1604 聲寶,2023Q3,66.90815997011411
1604 聲寶,2023Q4,72.42718012538005
1604 聲寶,2024Q1,62.79583659255377
1604 聲寶,2024Q2,49.88474755598024
1604 聲寶,2024Q3,56.39654866211713
1604 聲寶,2024Q4,47.259068025159195
1604 聲寶,2025Q1,32.951659881616955
1604 聲寶,2025Q2,40.26071111141517
1604 聲寶,2025Q3,55.2427357806745
1604 聲寶,2025Q4,39.684033967374006
1605 華新,2020Q1,33.093484255946734
1605 華新,2020Q2,64.46430811895647
1605 華新,2020Q3,41.35222725344879
1605 華新,2020Q4,51.4488699330453
1605 華新,2021Q1,58.876833332305075
1605 華新,2021Q2,68.56800299854568
1605 華新,2021Q3,40.67150402553664
1605 華新,2021Q4,58.08975654429922
1605 華新,2022Q1,56.87952171198057
1605 華新,2022Q2,40.06163484002806
1605 華新,2022Q3,52.626398318863146
1605 華新,2022Q4,50.64735381267329
1605 華新,2023Q1,38.28737050985747
1605 華新,2023Q2,31.267724916264132
1605 華新,2023Q3,40.57362619582951
1605 華新,2023Q4,51.90348316543011
1605 華新,2024Q1,58.29482017596083
1605 華新,2024Q2,46.88434820445908
1605 華新,2024Q3,71.61593929641256
1605 華新,2024Q4,27.364835529782894
1605 華新,2025Q1,30.200911991789997
1605 華新,2025Q2,55.04463370003045
1605 華新,2025Q3,64.64907584125731
1605 華新,2025Q4,55.65746112623622
1608 華榮,2020Q1,53.582042387718545
1608 華榮,2020Q2,69.14405923474574
1608 華榮,2020Q3,36.068882678695466
1608 華榮,2020Q4,57.76957862767746
1608 華榮,2021Q1,64.21359858056329
1608 華榮,2021Q2,65.29578513766135
1608 華榮,2021Q3,45.05512003531022
1608 華榮,2021Q4,64.76413845288747
1608 華榮,2022Q1,61.78362684723113
1608 華榮,2022Q2,34.018029775500295
1608 華榮,2022Q3,27.304628980280842
1608 華榮,2022Q4,36.9201973280015
1608 華榮,2023Q1,46.05148443019712
1608 華榮,2023Q2,59.353664747766274
1608 華榮,2023Q3,61.374861700112135
1608 華榮,2023Q4,47.284714689896305
1608 華榮,2024Q1,78.20669203065374
1608 華榮,2024Q2,51.312536659535226
1608 華榮,2024Q3,57.18020012787773
1608 華榮,2024Q4,38.349933961979765
1608 華榮,2025Q1,38.478565629655456
1608 華榮,2025Q2,52.3551365968364
1608 華榮,2025Q3,61.24435074437387
1608 華榮,2025Q4,58.55883960099707
1609 大亞,2020Q1,39.14612027127031
1609 大亞,2020Q2,58.562348058550825
1609 大亞,2020Q3,58.65010711180051
1609 大亞,2020Q4,48.047343522760706
1609 大亞,2021Q1,54.846525409765704
1609 大亞,2021Q2,59.52001845217539
1609 大亞,2021Q3,62.755133774334695
