coid,year,RSI
1608,2024,38.349933961979765
1608,2025,58.55883960099707
1609,2020,48.047343522760706
1609,2021,55.629920098490196
1609,2022,49.71079115711505
1609,2023,53.85675806430944
1609,2024,60.041699540597406
1609,2025,45.30796822596279
1611,2020,76.22759665311976
1611,2021,66.48913214414316
1611,2022,35.08217361395139
1611,2023,38.01581479429807
1611,2024,33.898993218282044
1611,2025,56.80206311721435
1612,2020,46.667702676275354
1612,2021,53.23355259444188
1612,2022,44.64393400181345
1612,2023,62.65243901618056
1612,2024,42.10952445859248
1612,2025,42.992619266897044
1614,2020,60.94456857732631
1614,2021,61.12687749836701
1614,2022,43.421955519469414
1614,2023,53.2549853512052
1614,2024,49.03147216660435
1614,2025,50.42410793252545
1615,2020,67.57873656510375
1615,2021,60.06103754334894
1615,2022,64.17787787941344
1615,2023,69.57409498408508
1615,2024,29.34203110866787
1615,2025,58.295371752826476
1616,2020,54.53810642498067
1616,2021,60.47042967825851
1616,2022,35.99428190656225
1616,2023,50.53214041959243
1616,2024,46.6437146737967
1616,2025,45.509695914526475
1617,2020,69.38680388730543
1617,2021,50.056566368957824
1617,2022,45.104050822693324
1617,2023,48.626671612272766
1617,2024,47.96325542991381
1617,2025,56.574005292439
1618,2020,54.710063679483426
1618,2021,53.33897219556395
1618,2022,53.7718978343379
1618,2023,55.447184050649135
1618,2024,72.98598881225686
1618,2025,49.645526578731655
1623,2024,57.02842926351516
1623,2025,67.38578672360063
1626,2020,47.3230806332064
1626,2021,91.06512370975611
1626,2022,34.69377476947406
1626,2023,40.697372281437126
1626,2024,31.208065204870316
1626,2025,25.010352606217022
1702,2020,62.146243258068466
1702,2021,81.85877636257358
1702,2022,63.10774879398154
1702,2023,67.47712798952041
1702,2024,34.60991517595234
1702,2025,56.228193621151725
1707,2020,53.54472552980006
1707,2021,39.23874404431029
1707,2022,74.72625298885728
1707,2023,67.56933376407275
1707,2024,35.79795009588731
1707,2025,44.425522428731284
1708,2020,60.423131148778786
1708,2021,53.8328782154146
1708,2022,31.13168815987158
1708,2023,47.3589151254807
1708,2024,29.20671116694931
1708,2025,44.652421939337934
1709,2020,48.920723662465456
1709,2021,67.73645091412529
1709,2022,38.54324615943136
1709,2023,47.29166986072427
1709,2024,27.99731288576582
1709,2025,45.53210748194257
1710,2020,62.6922174997679
1710,2021,57.53369036964266
1710,2022,49.76231200968694
1710,2023,54.61691864537196
1710,2024,36.58975469060043
1710,2025,57.562070048140825
1711,2020,63.26416434292452
1711,2021,60.88338931518086
1711,2022,42.90722637191585
1711,2023,40.67882324672491
1711,2024,26.309594760766362
1711,2025,56.38211062997095
1712,2020,81.12058580351683
1712,2021,74.15028703006732
1712,2022,42.42602148659402
1712,2023,55.41661117640633
1712,2024,35.093684668552335
1712,2025,52.87354164927077
1713,2020,95.82948423429222
1713,2021,73.8176388391803
1713,2022,51.41606214649164
1713,2023,18.946925139852908
1713,2024,35.1624743351317
1713,2025,65.35686976709074
1714,2020,58.447770843413124
1714,2021,63.10610360837139
1714,2022,55.525142528466496
1714,2023,47.86547143690976
1714,2024,34.47862805036598
1714,2025,38.069068612288945
1717,2020,49.39214299834411
