coid,year,RET
3010,2024,29.1095
3011,2024,-36.9313
3013,2024,202.7086
3014,2024,4.3166
3015,2024,25.5416
3016,2024,-23.1412
3017,2024,87.3106
3018,2024,79.0311
3019,2024,175.4924
3021,2024,36.307
3022,2024,-2.7231
3023,2024,-9.5571
3024,2024,1.5191
3025,2024,60.5079
3026,2024,-7.1184
3027,2024,-30.3117
3028,2024,-11.3158
3029,2024,123.2841
3030,2024,98.2061
3031,2024,28.1174
3032,2024,37.3504
3033,2024,22.2137
3034,2024,2.5488
3035,2024,-31.2378
3036,2024,-0.6162
3037,2024,-18.6185
3038,2024,-0.4301
3040,2024,84.1889
3041,2024,-26.7633
3042,2024,5.9859
3043,2024,1.8863
3044,2024,4.8395
3045,2024,19.9408
3046,2024,-21.3139
3047,2024,84.4235
3048,2024,27.3195
3049,2024,-5.9074
3050,2024,3.4819
3051,2024,-4.5311
3052,2024,0.326
3054,2024,17.3813
3055,2024,60.33
3056,2024,18.5226
3057,2024,-11.6735
3058,2024,-14.8035
3059,2024,5.4598
3060,2024,12.7579
3062,2024,53.3033
3064,2024,93.6345
3066,2024,42.857
3067,2024,-19.9997
3071,2024,-20.3319
3073,2024,123.7503
3078,2024,-9.8452
3081,2024,266.3837
3083,2024,-5.5068
3085,2024,108.5105
3086,2024,24.6983
3088,2024,29.1248
3090,2024,26.4104
3092,2024,-21.1565
3093,2024,-11.126
3094,2024,-25.2957
3095,2024,43.4346
3105,2024,-29.5602
3114,2024,-0.201
3115,2024,-9.9999
3118,2024,10.2836
3122,2024,-32.0179
3128,2024,-6.8685
3130,2024,10.2572
3131,2024,151.7508
3135,2024,0.5229
3138,2024,-25.361
3141,2024,-24.9671
3147,2024,112.8452
3149,2024,42.9747
3152,2024,-24.6688
3158,2024,64.5097
3162,2024,-22.1447
3163,2024,64.4006
3164,2024,-16.5076
3167,2024,103.9534
3168,2024,-3.4228
3169,2024,-19.2632
3171,2024,17.8053
3176,2024,-27.6785
3178,2024,-30.5899
3188,2024,77.2559
3189,2024,2.4268
3191,2024,-18.8892
3205,2024,-38.7928
3206,2024,-0.2438
3207,2024,13.4538
3209,2024,0.3018
3211,2024,148.4367
3213,2024,4.1769
3217,2024,-5.2601
3218,2024,-25.8195
3219,2024,-4.7759
3221,2024,-3.6633
3224,2024,11.1491
3226,2024,-22.1867
3227,2024,70.4261
3228,2024,-28.5715
3229,2024,14.5569
3230,2024,551.8022
3231,2024,8.0144
3232,2024,1.7505
3234,2024,67.7594
3236,2024,-9.0818
3252,2024,-5.6331
3257,2024,-24.4131
3259,2024,-26.5656
3260,2024,-21.7688
3264,2024,-24.7861
3265,2024,27.0344
3266,2024,-5.4502
3268,2024,-13.7811
3272,2024,-17.4039
3276,2024,-34.6629
3284,2024,96.3068
3285,2024,7.3459
3287,2024,9.3426
3288,2024,-26.9046
3289,2024,50.8977
3290,2024,18.4289
3293,2024,175.0521
3294,2024,74.871
3296,2024,45.8141
3297,2024,32.2681
3303,2024,81.2081
3305,2024,-8.1368
3306,2024,27.6436
3308,2024,-41.1949
3310,2024,-8.9014
3311,2024,-7.4529
3312,2024,150.5864
3313,2024,37.826
3317,2024,-15.1327
3321,2024,8.1637
3322,2024,-19.9066
3323,2024,29.2514
3324,2024,92.4408
3325,2024,-49.0836
3332,2024,-3.8926
3338,2024,-3.8548
3339,2024,75.4057
3346,2024,-30.9666
3349,2024,0.2893
3354,2024,43.9138
3356,2024,19.0436
3357,2024,12.0988
3360,2024,10.4649
3362,2024,22.1422
3363,2024,258.6113
3372,2024,4.1384
3373,2024,-10.2078
3374,2024,57.0944
3376,2024,74.2951
3379,2024,137.6519
3380,2024,-4.1734
3388,2024,2.6621
3390,2024,-4.1347
3402,2024,62.0034
3406,2024,23.0231
3413,2024,49.7252
3416,2024,35.3935
3419,2024,-0.2747
3426,2024,25.2571
3430,2024,29.4724
3432,2024,-15.6772
3434,2024,7.2112
3437,2024,-20.608
3438,2024,-24.0488
3441,2024,5.1679
3443,2024,-21.1416
3444,2024,-23.6669
3447,2024,68.1271
3450,2024,360.6764
3455,2024,63.0604
3465,2024,-30.2962
3466,2024,131.6008
3467,2024,-9.2217
3479,2024,-21.188
3481,2024,-4.4602
3483,2024,-5.7204
3484,2024,21.8272
3485,2024,58.719
3489,2024,77.0299
3490,2024,30.118
3491,2024,104.1759
3492,2024,29.1554
3494,2024,25.7873
3498,2024,91.6667
3499,2024,0.7173
3501,2024,24.5312
3504,2024,-8.5796
3508,2024,-0.0005
3511,2024,22.776
3512,2024,-7.2002
3515,2024,-7.2427
3516,2024,36.3941
3518,2024,-27.9196
3520,2024,18.0974
3521,2024,-2.0737
3522,2024,10.3613
3523,2024,20.4678
3526,2024,44.4451
3527,2024,-36.87
3528,2024,-1.6308
3529,2024,37.8544
3530,2024,-11.165
3531,2024,-14.4744
3532,2024,-39.9873
3533,2024,85.9001
3535,2024,173.5139
3537,2024,45.5032
3540,2024,-15.8722
3541,2024,-23.9187
3543,2024,0.9204
3545,2024,-19.964
3546,2024,6.5969
3548,2024,-4.3577
3550,2024,19.4631
3551,2024,54.6093
3552,2024,-31.5882
3555,2024,4.2058
3556,2024,-30.267
3557,2024,24.9316
3558,2024,-11.393
3563,2024,84.4454
3564,2024,43.1543
3567,2024,-22.6104
3570,2024,24.1592
3576,2024,-31.2922
3577,2024,-21.4499
3580,2024,67.3752
3581,2024,93.3936
3583,2024,86.9486
3587,2024,10.1221
3588,2024,-16.4485
3591,2024,8.3974
3592,2024,2.1486
3593,2024,-35.5155
3594,2024,14.0932
3596,2024,7.9361
3597,2024,83.4121
3605,2024,51.1637
3607,2024,15.2845
3609,2024,17.6644
3611,2024,-12.5101
3615,2024,25.5931
3617,2024,97.1795
3622,2024,45.1945
3623,2024,-28.8822
3624,2024,-21.0966
3625,2024,15.3842
3628,2024,11.7998
3629,2024,-39.4619
3630,2024,-21.9548
3631,2024,0.0004
3632,2024,-7.1682
3645,2024,13.1652
3646,2024,7.4587
3652,2024,30.4238
3653,2024,99.8532
3661,2024,1.0746
3663,2024,100.4179
3664,2024,5.601
3665,2024,134.3061
3666,2024,16.444
3669,2024,-6.1011
3672,2024,-21.0526
3673,2024,7.0443
3675,2024,-11.8257
3679,2024,33.5986
3680,2024,33.5327
3684,2024,-1.9046
3685,2024,-25.6821
3686,2024,47.6019
3687,2024,-4.0112
3689,2024,82.8277
3691,2024,-14.9173
3693,2024,-22.9935
3694,2024,20.1736
3701,2024,-31.0882
3702,2024,-12.8311
3703,2024,10.9932
3704,2024,-18.9398
3705,2024,21.0111
3706,2024,63.1098
3707,2024,-31.1373
3708,2024,-6.3002
3709,2024,14.4898
3710,2024,5.9109
3711,2024,23.7953
3712,2024,64.8069
3713,2024,-18.2692
3714,2024,-7.8243
3715,2024,-27.6036
3716,2024,-11.5844
4102,2024,-20.2099
4104,2024,6.4621
4105,2024,-5.4049
4106,2024,-11.3434
4107,2024,16.2196
4108,2024,-22.5809
4109,2024,31.7894
4111,2024,8.2888
4113,2024,-1.5315
4114,2024,-0.3535
4116,2024,-23.6206
4119,2024,-5.103
4120,2024,26.4492
4121,2024,-28.0104
4123,2024,1.9622
4126,2024,19.0696
4127,2024,190.4169
4128,2024,-31.3857
4129,2024,12.9726
4130,2024,-18.9356
4131,2024,45.4542
4133,2024,-13.6593
4137,2024,-40.7062
4138,2024,-2.6349
4139,2024,-7.1837
4142,2024,-39.3662
4147,2024,6.4007
4148,2024,-0.7002
4153,2024,6.7649
4154,2024,-32.7692
4155,2024,-17.5093
4157,2024,-24.6709
4160,2024,86.2489
4161,2024,-2.4518
4162,2024,-12.8953
4163,2024,-9.413
4164,2024,-28.8923
4166,2024,79.9999
4167,2024,-8.7978
4168,2024,-15.7989
4169,2024,-0.0171
4171,2024,-27.3765
4173,2024,4.4368
4174,2024,-15.2052
4175,2024,-22.4575
4178,2024,-6.0001
4183,2024,-9.6349
4188,2024,-14.432
4190,2024,-19.2267
4192,2024,-9.2451
4198,2024,25.245
4205,2024,-9.001
4207,2024,2.2942
4303,2024,147.1872
4304,2024,13.9999
4305,2024,7.0712
4306,2024,2.0308
4401,2024,-16.3084
4402,2024,85.6578
4406,2024,4.9502
4413,2024,-33.5633
4414,2024,-12.7781
4416,2024,-1.6598
4417,2024,10.4421
4419,2024,59.7646
4420,2024,119.7211
4426,2024,-50.1147
4430,2024,10.0416
4432,2024,-5.076
4433,2024,-11.5544
4438,2024,-6.8516
4439,2024,-9.253
4440,2024,-6.1147
4441,2024,113.5181
4442,2024,57.4914
4502,2024,-47.4392
4503,2024,-1.846
4506,2024,32.1454
4510,2024,218.3173
4513,2024,87.5574
4523,2024,-11.0187
4526,2024,74.9361
4527,2024,32.2077
4528,2024,-21.7792
4529,2024,-30.6452
4530,2024,106.87
4532,2024,22.0415
4533,2024,41.3353
4534,2024,128.5705
4535,2024,-2.3711
4536,2024,19.4241
4538,2024,7.5246
4540,2024,90.4027
4541,2024,9.6673
4542,2024,76.6058
4543,2024,-6.3669
4545,2024,55.4946
4549,2024,151.1321
4550,2024,-14.5131
4551,2024,-12.7946
4552,2024,-24.6998
4554,2024,-0.1007
4555,2024,-26.594
4556,2024,13.5024
4557,2024,11.5192
4558,2024,25.0002
4560,2024,0.3824
4561,2024,121.2263
4562,2024,329.4879
4563,2024,103.8197
4564,2024,-8.4208
4566,2024,57.7591
4568,2024,-2.796
4569,2024,135.9992
4571,2024,239.8115
4572,2024,-9.2687
4576,2024,123.6326
4577,2024,19.1985
4580,2024,5.9336
4581,2024,-18.8022
4583,2024,355.1643
4584,2024,39.4946
4585,2024,343.3324
4588,2024,81.9308
4609,2024,36.288
4702,2024,-1.4761
4706,2024,11.425
4707,2024,17.8796
4711,2024,-5.8412
4714,2024,22.141
4716,2024,78.3771
4720,2024,14.2718
4721,2024,-22.2648
4722,2024,26.7224
4726,2024,21.5688
4728,2024,42.2875
4729,2024,66.5145
4735,2024,8.8804
4736,2024,-6.1104
4737,2024,-10.8896
4739,2024,-30.2386
4741,2024,1.6028
4743,2024,-52.8726
4744,2024,-13.9822
4745,2024,-19.3841
4746,2024,-31.1186
4747,2024,-12.7803
4749,2024,65.1765
4754,2024,0.9168
4755,2024,5.6447
4760,2024,55.0222
4763,2024,33.3344
4764,2024,7.7109
4766,2024,16.5185
4767,2024,24.4023
4768,2024,-4.5304
4770,2024,-3.0665
4771,2024,-5.2954
4772,2024,58.1824
4804,2024,-0.4559
4806,2024,-21.212
4807,2024,8.9186
4903,2024,80.1727
4904,2024,16.6096
4905,2024,2.5334
4906,2024,1.0083
4907,2024,76.3476
4908,2024,19.5914
4909,2024,256.2991
4911,2024,-1.9568
4912,2024,99.8516
4915,2024,16.967
4916,2024,-7.559
4919,2024,-35.6596
4923,2024,-29.2018
4924,2024,19.66
4927,2024,-31.1865
4930,2024,0.8232
4931,2024,144.5806
4933,2024,25.0933
4934,2024,-50.64
4935,2024,20.8429
4938,2024,9.377
4939,2024,-2.2515
4942,2024,0.1071
4943,2024,-0.0004
4946,2024,-52.0347
4949,2024,-5.2079
4950,2024,107.2067
4951,2024,-5.7169
4952,2024,5.0316
4953,2024,-10.7866
4956,2024,113.2922
4958,2024,13.2682
4960,2024,-0.3749
4961,2024,-6.1231
4966,2024,-35.139
4967,2024,-9.8585
4968,2024,15.7606
4971,2024,40.658
4972,2024,-15.6727
4973,2024,-10.1512
4974,2024,122.9324
4976,2024,-6.3861
4977,2024,99.7233
4979,2024,32.3593
4987,2024,40.4537
4989,2024,-28.119
4991,2024,325.0032
4994,2024,73.5183
4995,2024,48.2974
4999,2024,-3.7554
5007,2024,2.5741
5009,2024,0.0211
5011,2024,-17.7524
5013,2024,-8.459
5014,2024,-1.6734
5015,2024,-15.5127
5016,2024,-1.9157
5201,2024,-4.8007
5202,2024,47.1849
5203,2024,2.2427
5205,2024,4.7616
5206,2024,58.2909
5209,2024,8.2981
5210,2024,-45.0795
5211,2024,19.0159
5212,2024,18.8136
5213,2024,-2.1787
5215,2024,-21.6196
5220,2024,-19.2274
5222,2024,-16.508
5223,2024,-27.1666
5225,2024,120.9106
5227,2024,-25.0653
5228,2024,-17.5668
5230,2024,10.2767
5234,2024,96.7877
5236,2024,-20.502
5243,2024,17.6645
5244,2024,22.9335
5245,2024,-16.2476
5251,2024,29.4735
5258,2024,-28.502
5263,2024,28.4442
5269,2024,10.6206
5272,2024,-20.1116
5274,2024,7.0016
5276,2024,47.963
5278,2024,131.6037
5283,2024,-1.1566
5284,2024,39.6626
5285,2024,-28.4822
5287,2024,4.3288
5288,2024,14.0378
5289,2024,-26.4317
5291,2024,-12.2898
5292,2024,37.9516
5299,2024,-28.1103
5301,2024,-2.3699
5302,2024,-19.3167
5306,2024,-6.8968
5309,2024,18.8947
5310,2024,127.0195
5312,2024,38.1199
5314,2024,924.39
5315,2024,14.7362
5321,2024,-26.3437
5324,2024,12.335
5328,2024,9.048
5340,2024,-33.2203
5344,2024,-23.2759
5345,2024,126.0866
5347,2024,28.7717
5348,2024,-43.0231
5351,2024,-31.9519
5353,2024,-5.2702
5355,2024,-12.2276
5356,2024,7.841
5364,2024,44.7366
5371,2024,35.5562
5381,2024,-14.7992
5386,2024,58.3435
5388,2024,-5.9469
5392,2024,59.1433
5398,2024,27.5408
5403,2024,8.6687
5410,2024,-3.9141
5425,2024,-40.0033
5426,2024,9.7182
5432,2024,14.6329
5434,2024,59.2676
5438,2024,66.411
5439,2024,-4.7106
5443,2024,273.3845
5450,2024,-0.0791
5452,2024,29.6774
5455,2024,65.0845
5457,2024,0.0987
5460,2024,5.9862
5464,2024,-21.6611
5465,2024,-14.6466
5468,2024,19.5469
5469,2024,-7.3059
5471,2024,-25.7582
5474,2024,100.7999
5475,2024,-1.6126
5478,2024,-11.9765
5481,2024,140.6018
5483,2024,-28.2899
5484,2024,167.2282
5487,2024,33.0449
5488,2024,16.1433
5489,2024,14.4838
5490,2024,9.4169
5493,2024,49.3241
5498,2024,0.8931
5508,2024,65.765
5511,2024,-6.2547
5512,2024,4.7401
5514,2024,4.9996
5515,2024,37.2994
5516,2024,-2.1292
5519,2024,18.1215
5520,2024,12.7313
5521,2024,-29.2521
5522,2024,35.8583
5523,2024,6.0936
5525,2024,31.094
5529,2024,51.1744
5530,2024,37.8112
5531,2024,-4.2056
5533,2024,-12.1453
5534,2024,14.9082
5536,2024,119.6023
5538,2024,-5.2795
5543,2024,-48.6105
5546,2024,0.6035
5547,2024,17.4476
5548,2024,51.224
5601,2024,4.0514
5603,2024,21.3562
5604,2024,-1.0882
5607,2024,-19.1939
5608,2024,-18.7348
5609,2024,4.686
5701,2024,-36.6476
5703,2024,-34.4447
5704,2024,-31.481
5706,2024,-2.0581
5864,2024,-1.1178
5871,2024,-37.7167
5876,2024,-11.8133
5878,2024,1.9626
5880,2024,-3.5143
5902,2024,19.0214
5903,2024,1.4647
5904,2024,-5.3765
5905,2024,11.628
5906,2024,-9.4908
5907,2024,-9.3873
6005,2024,59.2618
6015,2024,-1.6285
6016,2024,4.4841
6020,2024,4.2034
6021,2024,63.7617
6023,2024,50.7028
6024,2024,20.1324
6026,2024,3.3438
6028,2024,88.2894
6101,2024,-5.7632
6103,2024,32.6313
6104,2024,40.7512
6108,2024,-19.2478
6109,2024,-16.8208
6111,2024,-26.4807
6112,2024,-24.1728
6113,2024,4.4203
6114,2024,2.564
6115,2024,17.6246
6116,2024,-28.9449
6117,2024,19.6868
6118,2024,-13.8233
6120,2024,-4.2422
6121,2024,-0.3274
6122,2024,-7.8696
6123,2024,-10.5673
6124,2024,-2.5437
6125,2024,46.8004
6126,2024,-1.7175
6127,2024,3.787
6128,2024,4.8503
6129,2024,-44.374
6130,2024,-30.5629
6133,2024,16.6668
6134,2024,47.449
6136,2024,6.8349
6138,2024,-20.1955
6139,2024,38.091
6140,2024,-4.3568
6141,2024,-3.9512
6142,2024,19.4035
6143,2024,35.8764
6144,2024,127.3054
6146,2024,-10.108
6147,2024,-6.1758
6148,2024,-26.5406
6150,2024,-21.7153
6151,2024,52.9448
6152,2024,16.8957
6153,2024,-30.7836
6154,2024,0.8345
6155,2024,1.3738
6156,2024,4.5319
6158,2024,-5.4845
6160,2024,8.7717
6161,2024,-4.6764
6163,2024,20.6466
6164,2024,2.6899
6165,2024,19.5379
6166,2024,26.7604
6167,2024,-6.599
6168,2024,-11.4649
6169,2024,-4.3087
6170,2024,-6.9308
6171,2024,65.082
6173,2024,-10.4694
6174,2024,5.3709
6175,2024,9.3321
6176,2024,55.6027
6177,2024,39.1998
6179,2024,-16.2049
6180,2024,8.7002
6182,2024,-35.9076
6183,2024,32.4952
6184,2024,5.8116
6185,2024,-11.6015
6186,2024,25.8316
6187,2024,188.8095
6188,2024,40.5359
6189,2024,42.7836
6190,2024,19.3812
6191,2024,-6.521
6192,2024,33.8589
6194,2024,7.4862
6195,2024,-14.0803
6196,2024,8.8698
6197,2024,78.0683
6198,2024,51.4083
6199,2024,349.8288
6201,2024,8.7624
6202,2024,-28.9714
6203,2024,-24.2795
6204,2024,-57.8414
6205,2024,6.2407
6206,2024,31.3107
6207,2024,71.4053
6208,2024,-14.5274
6209,2024,9.3941
6210,2024,-27.4249
6212,2024,11.8315
6213,2024,-5.9828
6214,2024,34.2178
6215,2024,267.5523
6216,2024,36.2043
6217,2024,-5.7478
6218,2024,22.3563
6219,2024,70.0195
6220,2024,9.2892
6221,2024,23.7834
6222,2024,-14.6153
6223,2024,330.898
6224,2024,3.5936
6225,2024,15.8544
6226,2024,-12.7805
6227,2024,109.3351
6228,2024,16.289
6229,2024,11.2417
6230,2024,30.927
6231,2024,79.2775
6233,2024,-28.4206
6234,2024,3.7376
6235,2024,-38.2732
6236,2024,-13.2079
6237,2024,-13.0991
6239,2024,-9.5294
6240,2024,5.7637
6241,2024,19.1731
6242,2024,-22.7212
6243,2024,-35.3773
6244,2024,-25.1039
6245,2024,-12.5285
6246,2024,-1.9677
6248,2024,6.396
6257,2024,7.0349
6259,2024,-6.1939
6261,2024,9.0388
6263,2024,4.6757
6264,2024,23.2244
6265,2024,0.9613
6266,2024,8.7449
6269,2024,-22.9362
6270,2024,4.5989
6271,2024,-10.3149
6272,2024,284.079
6274,2024,38.1393
6275,2024,3.5903
6276,2024,-64.5309
6277,2024,-1.0896
6278,2024,18.0143
6279,2024,17.1005
6281,2024,2.1528
6282,2024,-25.3359
6283,2024,-3.5339
6284,2024,0.0486
6285,2024,-8.2013
6290,2024,17.6615
6291,2024,-54.1256
6292,2024,-10.3834
6294,2024,-43.3125
6405,2024,35.5978
6409,2024,11.229
6411,2024,-27.3368
6412,2024,-14.529
6414,2024,12.8445
6415,2024,-18.8165
6416,2024,11.8466
6417,2024,-1.7162
6418,2024,-12.9006
6419,2024,105.5105
6423,2024,29.3336
6425,2024,258.6271
6426,2024,16.4779
6431,2024,-17.6138
6432,2024,-19.9746
6435,2024,-13.1902
6438,2024,104.5978
6441,2024,-33.9813
6442,2024,842.7436
6443,2024,-38.0633
6446,2024,64.6461
6449,2024,116.7903
6451,2024,75.1721
6456,2024,-23.3334
6461,2024,-11.7061
6462,2024,47.6984
6464,2024,-1.9602
6465,2024,8.164
6469,2024,-50.3867
6470,2024,-12.4212
6472,2024,19.5088
6474,2024,8.6836
6477,2024,-24.9166
6482,2024,-0.0512
6485,2024,-60.7925
6486,2024,15.4843
6488,2024,-32.8327
6491,2024,-2.9285
6492,2024,-14.5377
6494,2024,-36.638
6496,2024,3.813
6498,2024,83.2778
6499,2024,-15.0054
6504,2024,-14.1223
6505,2024,-55.8449
6506,2024,-1.013
6508,2024,-12.0442
6509,2024,2.559
6510,2024,56.5457
6512,2024,10.8998
6515,2024,38.0574
6516,2024,-8.0869
6517,2024,-9.3426
6523,2024,5.8089
6525,2024,1.1939
6526,2024,22.8359
6527,2024,0.2433
6530,2024,62.9987
6531,2024,-31.2917
6532,2024,20.7952
6533,2024,-13.6458
6535,2024,266.8525
6538,2024,-32.0458
6541,2024,1.1129
6542,2024,12.2405
6546,2024,28.0212
6547,2024,-48.5737
6548,2024,4.5995
6550,2024,-39.5718
6552,2024,0.5151
6556,2024,-0.9111
6558,2024,45.1011
6560,2024,-2.4075
6561,2024,50.8564
6568,2024,-24.447
6569,2024,4.3413
6570,2024,3.6232
6573,2024,3.1035
6574,2024,16.931
6576,2024,-19.4179
6577,2024,46.6583
6578,2024,-3.4541
6579,2024,-7.4672
6581,2024,31.5043
6582,2024,7.7061
6584,2024,98.3003
6585,2024,9.0893
6588,2024,15.9579
6589,2024,-28.3578
6590,2024,-11.5289
6591,2024,12.1221
6592,2024,-32.4937
6593,2024,-49.6498
6596,2024,90.1793
6597,2024,82.4107
6598,2024,-15.7225
6603,2024,6.8391
6605,2024,49.7509
6606,2024,20.2784
6609,2024,163.7212
6612,2024,8.3808
6613,2024,36.1321
6614,2024,-0.577
6615,2024,-2.2902
6616,2024,-23.0766
6617,2024,-19.5948
6620,2024,-58.8765
6624,2024,-13.6673
6625,2024,-0.6628
6629,2024,134.2414
6637,2024,46.6701
6640,2024,348.0797
6641,2024,-25.3391
6642,2024,53.267
6643,2024,-14.229
6649,2024,9.2654
6651,2024,17.6016
6654,2024,-1.3699
6655,2024,17.9205
6657,2024,-15.1322
6658,2024,77.35
6661,2024,6.4883
6662,2024,3.9883
6664,2024,61.6789
6666,2024,-18.3984
6667,2024,63.077
6668,2024,3.7624
6669,2024,45.8711
6670,2024,59.0617
6671,2024,8.5072
6672,2024,-27.8754
6674,2024,-12.7734
6679,2024,-28.5622
6680,2024,17.9403
6683,2024,39.1537
6684,2024,-14.6431
6689,2024,-8.4631
6690,2024,13.8713
6691,2024,69.542
6692,2024,41.8326
6693,2024,26.2907
6695,2024,-9.0782
6697,2024,-5.3914
6698,2024,21.5555
6703,2024,-39.4211
6706,2024,90.3025
6708,2024,-4.5669
6712,2024,1.6506
6715,2024,-4.8371
6716,2024,-37.287
6719,2024,-27.845
6720,2024,12.6814
6721,2024,20.7283
6722,2024,-2.3039
6725,2024,44.0915
6727,2024,47.2743
6728,2024,-3.3086
6730,2024,4.1027
6732,2024,-40.2465
6733,2024,-12.0261
6735,2024,14.1306
6739,2024,166.6669
6741,2024,-18.2402
6742,2024,8.73
6743,2024,-18.3613
6751,2024,-30.0786
6752,2024,1.5064
6753,2024,26.1942
6754,2024,16.829
6756,2024,-52.6314
6757,2024,0.5161
6761,2024,30.8697
6762,2024,19.6146
6763,2024,38.8487
6767,2024,0.1391
6768,2024,86.8537
6770,2024,-46.0104
6776,2024,11.7253
6781,2024,54.244
6782,2024,-16.7489
6785,2024,27.7387
6788,2024,84.2539
6789,2024,11.5371
6790,2024,3.6975
6791,2024,64.9335
6792,2024,-23.925
6794,2024,17.7583
6796,2024,-18.8025
6799,2024,-48.8595
6803,2024,-2.8166
6804,2024,-43.3445
6805,2024,113.3198
6806,2024,8.1345
6807,2024,137.7381
6811,2024,0.4046
6821,2024,0.7247
6823,2024,-6.2692
6829,2024,18.4897
6830,2024,15.9483
6831,2024,30.3896
6834,2024,26.6255
6835,2024,-7.791
6838,2024,4.028
6840,2024,-21.8668
6841,2024,-24.6072
6843,2024,-18.7971
6844,2024,-12.3106
6846,2024,6.5549
6855,2024,76.9412
6856,2024,-1.2858
6859,2024,54.6671
6861,2024,-27.7983
6862,2024,22.5926
6863,2024,64.1586
6865,2024,2.95
6869,2024,27.5224
6870,2024,54.596
6872,2024,-1.009
6873,2024,-27.8832
6874,2024,-19.8537
6875,2024,-18.6155
6877,2024,181.1969
6881,2024,47.2258
6884,2024,5.2866
6885,2024,-4.0544
6890,2024,353.9083
6894,2024,15.0164
6895,2024,74.9594
6899,2024,7.253
6901,2024,-32.992
6902,2024,-30.2943
6903,2024,-8.6202
6904,2024,-8.3064
6906,2024,26.3705
6909,2024,16.9251
6910,2024,-19.0238
6913,2024,23.1015
6914,2024,-6.2199
6916,2024,-14.8542
6918,2024,82.4037
6919,2024,41.77
6922,2024,98.08
6923,2024,0.2501
6925,2024,-0.4207
6928,2024,11.7274
6929,2024,-40.3053
6931,2024,28.4358
6933,2024,-10.5487
6934,2024,45.088
6936,2024,-4.8699
6937,2024,56.8241
6944,2024,153.4402
6952,2024,-12.2576
6953,2024,-0.3689
6957,2024,67.3916
6958,2024,-19.1663
6961,2024,7.3528
6962,2024,38.2097
6967,2024,4.7999
6968,2024,-11.3237
6971,2024,-12.7294
6982,2024,56.6666
6994,2024,71.9516
6996,2024,17.0001
6997,2024,28.2179
7402,2024,12.8747
7547,2024,75.0918
7556,2024,64.4731
7584,2024,5.3337
7642,2024,10.5238
7703,2024,18.7498
7704,2024,14.2028
7705,2024,-0.2539
7708,2024,27.7779
7709,2024,37.5626
7711,2024,23.7998
7712,2024,17.2042
7713,2024,46.2318
7714,2024,1.8031
7715,2024,20.2792
7716,2024,100.4974
7718,2024,66.2779
7721,2024,58.3552
7722,2024,-9.5471
7723,2024,-50.525
7728,2024,179.4815
7732,2024,46.2366
7734,2024,232.5121
7736,2024,84.682
7738,2024,-1.3198
7743,2024,17.8374
7744,2024,57.0973
7747,2024,1.4815
7750,2024,237.9103
7751,2024,118.3446
7753,2024,4.2223
7757,2024,-12.7978
7760,2024,-1.5689
7765,2024,43.6364
7767,2024,13.4
7769,2024,38.753
7770,2024,-17.9226
7777,2024,12.4997
7780,2024,166.176
7782,2024,0.0003
7786,2024,130.526
7788,2024,62.3805
7791,2024,31.1476
7792,2024,82.4739
7794,2024,29.8335
7795,2024,52.3812
7799,2024,93.4578
7805,2024,9.561
8011,2024,-0.2072
8016,2024,-20.0865
8021,2024,22.356
8024,2024,-19.8629
8027,2024,33.4503
8028,2024,175.2717
8032,2024,119.426
8033,2024,23.9358
8034,2024,-19.1028
8038,2024,-26.1162
8039,2024,-2.8119
8040,2024,55.5774
8042,2024,7.5652
8043,2024,16.9005
8044,2024,-1.6973
8045,2024,9.0115
8046,2024,-46.5562
8047,2024,94.1173
8048,2024,-20.2588
8049,2024,-10.048
8050,2024,-3.2748
8054,2024,18.4059
8059,2024,48.7855
8064,2024,194.4881
8066,2024,-17.9808
8067,2024,33.2118
8068,2024,-30.6041
8069,2024,40.9444
8070,2024,37.945
8071,2024,62.9768
8072,2024,-7.6861
8074,2024,16.9821
8076,2024,0.7251
8077,2024,-5.2577
8080,2024,328.306
8081,2024,-4.5616
8083,2024,17.7092
8084,2024,-22.5173
8085,2024,-35.4452
8086,2024,-14.8262
8087,2024,3.2287
8088,2024,-54.6252
8089,2024,41.0387
8091,2024,40.5242
8092,2024,55.1712
8093,2024,22.9849
8096,2024,136.2233
8097,2024,38.7831
8099,2024,70.9749
8101,2024,-3.0003
8102,2024,10.2804
8103,2024,10.4315
8104,2024,28.2638
8105,2024,12.1707
8107,2024,15.7568
8109,2024,0.6753
8110,2024,-7.628
8111,2024,201.4424
8112,2024,2.852
8114,2024,205.7131
8121,2024,9.1637
8131,2024,-25.9093
8147,2024,58.4536
8150,2024,-22.6748
8155,2024,-20.5969
8163,2024,-14.4232
8171,2024,-16.8247
8176,2024,-0.352
8182,2024,3.3194
8183,2024,-21.4624
8201,2024,-11.6019
8210,2024,-0.1492
8213,2024,-18.8698
8215,2024,-10.3098
8222,2024,-14.8705
8227,2024,-30.7184
8234,2024,36.889
8240,2024,37.3042
8249,2024,101.4798
8255,2024,-8.091
8261,2024,-3.3235
8271,2024,-24.0118
8272,2024,79.661
8277,2024,7.7232
8279,2024,-13.8035
8284,2024,11.9888
8289,2024,-23.9702
8291,2024,8.3199
8299,2024,4.1472
8341,2024,-22.4621
8342,2024,34.6094
8349,2024,12.1858
8354,2024,-6.9556
8358,2024,-1.3293
8367,2024,5.3222
8374,2024,395.1928
8383,2024,23.1323
8390,2024,23.7069
8401,2024,62.0065
8403,2024,-7.3377
