coid,year,RET
1580,2025,-2.8246
1582,2025,-21.0396
1583,2025,-31.3147
1584,2025,-17.3633
1586,2025,-7.8951
1587,2025,45.5249
1589,2025,-50.4311
1590,2025,13.072
1591,2025,-4.9058
1593,2025,-15.7269
1595,2025,-17.0433
1597,2025,-39.2545
1598,2025,-21.3296
1599,2025,3.0333
1603,2025,6.4106
1604,2025,-7.8954
1605,2025,38.0313
1608,2025,53.7413
1609,2025,-11.3029
1611,2025,-13.5616
1612,2025,7.6247
1614,2025,-9.2072
1615,2025,-2.2425
1616,2025,54.071
1617,2025,-14.4087
1618,2025,-7.5143
1623,2025,19.0522
1626,2025,-20.2901
1702,2025,-16.625
1707,2025,-10.8891
1708,2025,-8.3605
1709,2025,-14.409
1710,2025,-12.9373
1711,2025,-7.0939
1712,2025,7.1685
1713,2025,14.5655
1714,2025,3.7352
1717,2025,54.0599
1718,2025,-6.92
1720,2025,-0.0285
1721,2025,3.1248
1722,2025,-2.8112
1723,2025,-22.2297
1725,2025,-22.3323
1726,2025,5.4259
1727,2025,50.9537
1730,2025,2.2434
1731,2025,0.1943
1732,2025,1.3916
1733,2025,5.244
1734,2025,5.8928
1735,2025,-7.2232
1736,2025,-16.011
1737,2025,1.627
1742,2025,-20.9305
1752,2025,-5.2823
1760,2025,-21.456
1762,2025,-27.2392
1773,2025,6.2639
1776,2025,-15.4832
1777,2025,-16.4983
1781,2025,-38.44
1783,2025,-10.8843
1784,2025,32.427
1785,2025,10.1007
1786,2025,-27.7583
1788,2025,2.7598
1789,2025,-22.4774
1795,2025,7.8311
1796,2025,2.6598
1799,2025,-44.3234
1802,2025,111.3149
1805,2025,-30.0577
1806,2025,-0.3421
1808,2025,-9.5456
1809,2025,-9.7449
1810,2025,2.7478
1813,2025,-30.328
1815,2025,261.9486
1817,2025,-1.4603
1903,2025,4.0536
1904,2025,-6.494
1905,2025,-29.9095
1906,2025,-12.8095
1907,2025,-8.8429
1909,2025,-14.9997
2002,2025,-1.6841
2006,2025,-1.0773
2007,2025,-14.909
2008,2025,-1.0197
2009,2025,31.8426
2010,2025,23.7362
2012,2025,-26.9297
2013,2025,-13.2598
2014,2025,-11.2682
2015,2025,-7.4252
2017,2025,-22.2017
2020,2025,-7.4893
2022,2025,-3.0555
2023,2025,-0.6596
2024,2025,-8.6163
2025,2025,-32.3519
2027,2025,21.839
2028,2025,-16.2687
2029,2025,-6.2555
2030,2025,-6.1702
2031,2025,-12.366
2032,2025,17.1933
2033,2025,-28.5826
2034,2025,14.7759
2035,2025,-2.7112
2038,2025,-2.3622
2049,2025,-40.3722
2059,2025,144.5967
2061,2025,6.1105
2062,2025,-33.1707
2063,2025,-25.0127
2064,2025,-20.9463
2065,2025,-41.7352
2066,2025,-40.0424
2067,2025,-9.0914
2069,2025,23.6545
2070,2025,-42.1907
2072,2025,-5.5971
2073,2025,-5.0644
2101,2025,-24.8591
2102,2025,3.1668
2103,2025,-20.2914
2104,2025,-9.4488
2105,2025,-36.4849
2106,2025,-23.9321
2107,2025,0.9139
2108,2025,-28.8503
2109,2025,-10.562
2114,2025,1.673
2115,2025,-15.928
2201,2025,-32.0859
2204,2025,-20.4127
2206,2025,-6.775
2207,2025,-8.0024
2208,2025,32.8896
2211,2025,15.3738
2221,2025,9.1541
2227,2025,-21.4745
2228,2025,18.4439
2230,2025,-0.3238
2231,2025,-10.0872
2233,2025,-19.3859
2235,2025,-21.4366
2236,2025,-3.7491
2239,2025,7.9362
2241,2025,32.3107
2243,2025,-32.2489
2247,2025,-0.3603
2248,2025,3.4664
2250,2025,-41.7959
2301,2025,70.9801
2302,2025,-2.4914
2303,2025,21.5913
2305,2025,-25.9254
2308,2025,127.6578
2312,2025,-12.2287
2313,2025,38.2859
2314,2025,-76.2743
2316,2025,119.5886
2317,2025,29.757
2321,2025,2.5889
2323,2025,10.1334
2324,2025,-15.9656
2327,2025,78.0361
2328,2025,24.5772
2329,2025,65.3496
2330,2025,46.5441
2331,2025,0.4663
2332,2025,-40.4982
2337,2025,99.2414
2338,2025,-28.2233
2340,2025,-11.6755
2342,2025,-9.12
2344,2025,458.1082
2345,2025,55.2996
2347,2025,-12.9866
2348,2025,-55.808
2349,2025,10.0717
2351,2025,-15.0273
2352,2025,-36.5168
2353,2025,-30.161
2354,2025,-15.2389
2355,2025,-15.9892
2356,2025,-10.881
2357,2025,-6.3206
2359,2025,-24.7294
2360,2025,94.3595
2362,2025,-20.9509
2363,2025,-33.9529
2364,2025,6.9922
2365,2025,-26.1661
2367,2025,-15.4377
2368,2025,190.7029
2369,2025,30.4881
2371,2025,-31.1745
2373,2025,-4.7113
2374,2025,33.0277
2375,2025,35.3187
2376,2025,-5.0303
2377,2025,-45.6825
2379,2025,-9.6032
2380,2025,8.0834
2382,2025,-0.7379
2383,2025,169.7105
2385,2025,-17.5288
2387,2025,-31.4268
2388,2025,-47.9899
2390,2025,-16.341
2392,2025,-47.0904
2393,2025,-30.0829
2395,2025,-14.776
2397,2025,-13.8918
2399,2025,2.3492
2401,2025,-35.0733
2402,2025,72.0701
2404,2025,104.379
2405,2025,-13.925
2406,2025,71.7694
2408,2025,559.8282
2409,2025,-14.2669
2412,2025,9.7018
2413,2025,75.0473
2414,2025,17.3416
2415,2025,-11.7611
2417,2025,-21.6277
2419,2025,-20.5595
2420,2025,-17.6885
2421,2025,70.3456
2423,2025,40.2796
2424,2025,-44.2517
2425,2025,-9.5086
2426,2025,-24.4436
2427,2025,2.9036
2428,2025,20.0099
2429,2025,151.8055
2430,2025,-20.4292
2431,2025,-18.3459
2433,2025,0.5803
2434,2025,-4.2237
2436,2025,-11.4154
2438,2025,-33.4881
2439,2025,-3.403
2440,2025,13.6193
2441,2025,59.3673
2442,2025,1.0665
2444,2025,-40.1056
2449,2025,130.7215
2450,2025,-5.2116
2451,2025,140.039
2453,2025,-4.7144
2454,2025,5.2633
2455,2025,-6.4523
2457,2025,-23.898
2458,2025,-17.9052
2459,2025,0.6201
2460,2025,-13.362
2461,2025,-21.6393
2462,2025,-13.0746
2464,2025,-25.6891
2465,2025,-20.1344
2466,2025,-5.1428
2467,2025,25.3518
2468,2025,69.1109
2471,2025,-1.2984
2472,2025,36.6475
2474,2025,13.3088
2476,2025,4.8491
2477,2025,-9.7917
2478,2025,28.803
2480,2025,14.7457
2481,2025,60.9606
2482,2025,-33.4246
2483,2025,-14.4395
2484,2025,-19.7345
2485,2025,69.2304
2486,2025,-16.3764
2488,2025,-11.2632
2489,2025,-17.9618
2491,2025,46.8633
2492,2025,30.3523
2493,2025,42.2742
2495,2025,9.6393
2496,2025,-9.9463
2497,2025,-6.9031
2498,2025,-0.0001
2501,2025,2.7838
2504,2025,-17.994
2505,2025,-13.0432
2506,2025,-13.6475
2509,2025,2.1675
2511,2025,-17.5172
2514,2025,-23.6778
2515,2025,26.2339
2516,2025,15.564
2520,2025,-22.2377
2524,2025,-38.2057
2527,2025,-17.3036
2528,2025,-22.0672
2530,2025,-21.3425
2534,2025,-15.1094
2535,2025,25.7796
2536,2025,-18.8561
2537,2025,-2.0496
2538,2025,-17.3755
2539,2025,10.719
2540,2025,-23.5434
2542,2025,1.6378
2543,2025,-2.5449
2545,2025,-32.4053
2546,2025,37.7098
2547,2025,6.4846
2548,2025,13.0385
2596,2025,-4.4819
2597,2025,40.851
2601,2025,-24.5837
2603,2025,-2.6408
2605,2025,10.4912
2606,2025,10.1891
2607,2025,12.3391
2608,2025,-10.3207
2609,2025,-17.8776
2610,2025,-18.2768
2611,2025,-24.1929
2612,2025,52.0987
2613,2025,-29.1019
2614,2025,50.5655
2615,2025,0.7588
2616,2025,-20.3472
2617,2025,7.502
2618,2025,-12.3817
2630,2025,34.5768
2633,2025,4.5381
2634,2025,16.5312
2636,2025,-12.5754
2637,2025,8.8119
2640,2025,15.0472
2641,2025,14.2283
2642,2025,-26.6666
2643,2025,4.7032
2645,2025,52.691
2646,2025,-14.493
2701,2025,-7.8643
2702,2025,-26.4616
2704,2025,-20.7611
2705,2025,-5.6824
2706,2025,-8.711
2707,2025,6.2973
2712,2025,-31.7846
2718,2025,-26.0107
2719,2025,-33.4073
2722,2025,-22.4768
2723,2025,-24.1906
2724,2025,-44.7366
2726,2025,-52.7705
2727,2025,-2.3206
2729,2025,-1.12
2731,2025,38.8366
2732,2025,-27.1675
2734,2025,-29.524
2736,2025,-28.7473
2739,2025,-26.5979
2740,2025,-29.3041
2743,2025,6.8383
2745,2025,4.8052
2748,2025,-24.3051
2751,2025,3.0817
2752,2025,-6.9848
2753,2025,36.0199
2754,2025,-1.3175
2755,2025,40.8803
2756,2025,25.6994
2762,2025,-14.2701
2801,2025,23.3906
2812,2025,21.2327
2816,2025,-2.1928
2820,2025,18.1701
2832,2025,42.3829
2834,2025,15.6042
2836,2025,12.8736
2838,2025,38.3801
2845,2025,4.7453
2849,2025,-0.4988
2850,2025,18.3295
2851,2025,9.8273
2852,2025,20.0881
2855,2025,7.4713
2867,2025,27.2726
2880,2025,25.0732
2881,2025,14.6559
2882,2025,17.1662
2883,2025,7.0535
2884,2025,31.013
2885,2025,24.6992
2886,2025,7.4323
2887,2025,23.8567
2889,2025,16.1232
2890,2025,33.8533
2891,2025,35.4378
2892,2025,14.8352
2897,2025,-2.4147
2901,2025,-8.8907
2903,2025,4.1086
2904,2025,1.5295
2905,2025,6.0684
2906,2025,-23.8218
2908,2025,5.5397
2910,2025,-5.0965
2911,2025,-33.4997
2912,2025,-12.8184
2913,2025,-33.8309
2915,2025,-20.1931
2916,2025,6.5635
2923,2025,-20.7323
2924,2025,-22.2826
2926,2025,-15.8553
2929,2025,-45.7537
2937,2025,36.7424
2939,2025,-29.0129
2941,2025,-20.4684
2945,2025,-1.2886
2947,2025,10.0058
2948,2025,-13.6837
2949,2025,1.2903
3002,2025,78.9899
3003,2025,-34.9673
3004,2025,21.3981
3005,2025,16.224
3006,2025,94.122
3008,2025,-3.4685
3010,2025,-7.561
3011,2025,-31.9818
3013,2025,-7.3069
3014,2025,-17.7688
3015,2025,-9.665
3016,2025,10.0975
3017,2025,144.6226
3018,2025,-58.7386
3019,2025,-24.1755
3021,2025,-32.9506
3022,2025,-13.4046
3023,2025,-23.2161
3024,2025,-39.259
3025,2025,-8.8125
3026,2025,27.7141
3027,2025,-22.8815
3028,2025,39.409
3029,2025,-15.5386
3030,2025,63.1466
3031,2025,-9.2739
3032,2025,-11.3824
3033,2025,-3.0765
3034,2025,-21.4001
3035,2025,-28.0504
3036,2025,30.3587
3037,2025,59.1222
3038,2025,-13.6362
3040,2025,3.6083
3041,2025,-37.0707
3042,2025,-15.3728
3043,2025,-43.386
3044,2025,67.616
3045,2025,-0.3659
3046,2025,12.6436
3047,2025,-37.7806
3048,2025,34.9024
3049,2025,-32.1581
3050,2025,-18.4962
3051,2025,-41.3541
3052,2025,10.7438
3054,2025,31.6429
3055,2025,27.0766
3056,2025,-22.4246
3057,2025,20.1455
3058,2025,-35.0772
3059,2025,7.7329
3060,2025,32.4056
3062,2025,-30.7576
3064,2025,-29.9999
3066,2025,-42.9165
3067,2025,-37.2482
3071,2025,-10.5326
3073,2025,-43.5202
3078,2025,3.0944
3081,2025,58.6337
3083,2025,-20.1633
3085,2025,-44.4896
3086,2025,50.1413
3088,2025,-25.9
3090,2025,49.145
3092,2025,-8.4076
3093,2025,0.3072
3094,2025,-17.9543
3095,2025,-33.3327
3105,2025,65.3377
3114,2025,10.1589
3115,2025,-16.5561
3118,2025,8.8719
3122,2025,-32.2582
3128,2025,19.9075
3130,2025,8.3885
3131,2025,6.6448
3135,2025,224.8525
3138,2025,-0.6021
3141,2025,-31.4735
3147,2025,-1.0203
3149,2025,8.7943
3152,2025,-14.7177
3158,2025,15.8751
3162,2025,50.7814
3163,2025,186.2065
3164,2025,-5.7933
3167,2025,128.0577
3168,2025,-3.0842
3169,2025,-3.3011
3171,2025,38.8659
3176,2025,0.0003
3178,2025,-11.5309
3188,2025,15.0384
3189,2025,59.2111
3191,2025,-0.8223
3205,2025,60.5628
3206,2025,-19.5723
3207,2025,-23.3043
3209,2025,-1.186
3211,2025,71.5562
3213,2025,27.4139
3217,2025,7.4878
3218,2025,-24.5114
3219,2025,68.1607
3221,2025,-15.2965
3224,2025,-5.1224
3226,2025,-10.6608
3227,2025,-17.1755
3228,2025,-38.0005
3229,2025,53.0387
3230,2025,-38.4995
3231,2025,49.7333
3232,2025,7.596
3234,2025,3.6916
3236,2025,40.2341
3252,2025,-1.9895
3257,2025,37.0471
3259,2025,-0.0007
3260,2025,282.2617
3264,2025,146.6594
3265,2025,18.4501
3266,2025,-14.5015
3268,2025,-28.0736
3272,2025,-30.0004
3276,2025,6.9676
3284,2025,-19.6596
3285,2025,7.8415
3287,2025,-15.5952
3288,2025,-25.4993
3289,2025,-10.1697
3290,2025,7.3537
3293,2025,-23.3349
3294,2025,14.446
3296,2025,-18.9193
3297,2025,81.5396
3303,2025,-7.1861
3305,2025,68.015
3306,2025,-14.4621
3308,2025,-15.1897
3310,2025,-5.46
3311,2025,-0.6731
3312,2025,-33.0303
3313,2025,-3.2267
3317,2025,9.0061
3321,2025,-31.3129
3322,2025,-9.9124
3323,2025,7.047
3324,2025,52.4788
3325,2025,-8.1736
3332,2025,41.9176
3338,2025,-18.8664
3339,2025,-22.4955
3346,2025,-41.9355
3349,2025,80.0771
3354,2025,32.6475
3356,2025,-7.9725
3357,2025,24.1302
3360,2025,-2.8071
3362,2025,-55.3651
3363,2025,84.8486
3372,2025,42.7159
3373,2025,-15.3474
3374,2025,-28.5619
3376,2025,-1.1657
3379,2025,33.5039
3380,2025,-7.5193
3388,2025,-6.5312
3390,2025,-3.1647
3402,2025,30.5368
3406,2025,-7.4535
3413,2025,-4.1294
3416,2025,-3.0306
3419,2025,-28.0989
3426,2025,-9.3691
3430,2025,7.9296
3432,2025,-19.1181
3434,2025,15.7178
3437,2025,-38.7232
3438,2025,-7.1221
3441,2025,-1.8988
3443,2025,58.5018
3444,2025,-0.9049
3447,2025,-14.3508
3450,2025,-5.6984
3455,2025,2.7161
3465,2025,-4.1947
3466,2025,-27.0412
3467,2025,39.3139
3479,2025,7.7462
3481,2025,27.8518
3483,2025,-24.027
3484,2025,-11.2256
3485,2025,77.8245
3489,2025,-14.0668
3490,2025,-10.0682
3491,2025,110.945
3492,2025,11.3706
3494,2025,-51.4929
3498,2025,-11.8261
3499,2025,-6.651
3501,2025,-15.9175
3504,2025,-18.1222
3508,2025,-15.2478
3511,2025,-41.3046
3512,2025,-16.9231
3515,2025,9.499
3516,2025,-15.8059
3518,2025,-16.3388
3520,2025,-16.8933
3521,2025,-25.6615
3522,2025,-21.6328
3523,2025,-7.7671
3526,2025,-0.3431
3527,2025,-11.7309
3528,2025,35.2887
3529,2025,-47.9557
3530,2025,-20.437
3531,2025,-14.6009
3532,2025,-0.6207
3533,2025,-31.8135
3535,2025,86.0455
3537,2025,-3.137
3540,2025,-15.946
3541,2025,-19.732
3543,2025,91.2379
3545,2025,-40.4025
3546,2025,17.4843
3548,2025,-46.7516
3550,2025,-3.8497
3551,2025,63.2173
3552,2025,-24.5571
3555,2025,153.5129
3556,2025,-7.9601
3557,2025,-43.9526
3558,2025,-32.2003
3563,2025,48.1978
3564,2025,-33.5785
3567,2025,-11.4104
3570,2025,-3.1517
3576,2025,-14.7523
3577,2025,5.1656
3580,2025,-18.619
3581,2025,49.9727
3583,2025,-14.4485
3587,2025,-22.613
3588,2025,-24.5157
3591,2025,-26.2687
3592,2025,-38.5028
3593,2025,4.3118
3594,2025,-28.2294
3596,2025,2.8262
3597,2025,-31.8065
3605,2025,28.7966
3607,2025,-17.2205
3609,2025,0.7266
3611,2025,7.19
3615,2025,-10.4443
3617,2025,-42.4722
3622,2025,8.1307
3623,2025,3.2753
3624,2025,40.6692
3625,2025,14.167
3628,2025,54.1811
3629,2025,17.2833
3630,2025,-6.6899
3631,2025,-33.6166
3632,2025,-25.8684
3645,2025,6.9264
3646,2025,-11.6433
3652,2025,-24.4713
3653,2025,81.7862
3661,2025,8.0346
3663,2025,-18.6709
3664,2025,-29.2733
3665,2025,153.8497
3666,2025,8.21
3669,2025,-17.9877
3672,2025,-30.7609
3673,2025,7.0109
3675,2025,-40.0533
3679,2025,-7.2222
3680,2025,-25.4619
3684,2025,50.6142
3685,2025,153.8236
3686,2025,-9.0005
3687,2025,-6.5481
3689,2025,17.8115
3691,2025,4.2854
3693,2025,-11.0825
3694,2025,9.8031
3701,2025,36.1828
3702,2025,-10.8964
3703,2025,-22.3034
3704,2025,-18.5034
3705,2025,11.0834
3706,2025,35.3187
3707,2025,4.3304
3708,2025,29.2297
3709,2025,74.027
3710,2025,-45.1162
3711,2025,60.4183
3712,2025,-57.8054
3713,2025,8.9288
3714,2025,-12.3113
3715,2025,116.1085
3716,2025,-8.0363
3717,2025,-20.2862
4102,2025,-32.6353
4104,2025,4.113
4105,2025,18.262
4106,2025,-8.2032
4107,2025,1.927
4108,2025,-19.6431
4109,2025,-26.3748
4111,2025,14.5839
4113,2025,-11.5194
4114,2025,5.5294
4116,2025,-2.7799
4119,2025,-45.0029
4120,2025,-5.394
4121,2025,-11.364
4123,2025,1.6986
4126,2025,-7.9189
4127,2025,-25.3012
4128,2025,-43.9393
4129,2025,25.965
4130,2025,36.5707
4131,2025,31.2508
4133,2025,-20.9657
4137,2025,2.7352
4138,2025,-24.7153
4139,2025,-23.9942
4142,2025,-5.7214
4147,2025,-28.8373
4148,2025,-15.2995
4153,2025,-4.2847
4154,2025,6.7344
4155,2025,-27.7821
4157,2025,17.0312
4160,2025,-24.9492
4161,2025,-7.4054
4162,2025,-15.4766
4163,2025,-16.5689
4164,2025,-5.2022
4166,2025,-6.607
4167,2025,-7.8101
4168,2025,3.049
4169,2025,199.8297
4171,2025,-34.38
4173,2025,1.0318
4174,2025,-53.8461
4175,2025,-7.192
4178,2025,-26.8326
4183,2025,-25.9248
4188,2025,-34.2288
4190,2025,-33.5392
4192,2025,-28.5506
4198,2025,14.0632
4205,2025,4.0489
4207,2025,22.4998
4303,2025,40.8274
4304,2025,224.5609
4305,2025,7.2815
4306,2025,-10.3379
4401,2025,-12.6367
4402,2025,-13.9491
4406,2025,-4.2454
4413,2025,-0.9917
4414,2025,-2.6734
4416,2025,-59.37
4417,2025,38.455
4419,2025,-0.74
4420,2025,2.0058
4426,2025,-11.1522
4430,2025,-21.5269
4432,2025,-23.5145
4433,2025,-21.8251
4438,2025,-20.1862
4439,2025,-1.9683
4440,2025,-20.7302
4441,2025,28.279
4442,2025,61.5968
4502,2025,-18.9748
4503,2025,-18.4964
4506,2025,20.7442
4510,2025,-18.1415
4513,2025,-46.327
4523,2025,-23.4357
4526,2025,-2.1601
4527,2025,-6.6786
4528,2025,-28.6169
4529,2025,-43.2555
4530,2025,-12.2047
4532,2025,4.7939
4533,2025,-38.287
4534,2025,-37.5
4535,2025,-10.5548
4536,2025,-16.1326
4538,2025,-10.1534
4540,2025,-44.0649
4541,2025,21.2167
4542,2025,-2.1967
4543,2025,-28.1518
4545,2025,-10.8811
4549,2025,-48.0965
4550,2025,-3.4139
4551,2025,6.7358
4552,2025,10.5378
4554,2025,6.2098
4555,2025,-11.6084
4556,2025,-24.5912
4557,2025,-30.6016
4558,2025,-38.5005
4560,2025,-6.3978
4561,2025,-55.7618
4562,2025,-47.8357
4563,2025,-55.5353
4564,2025,-18.0647
4566,2025,-28.259
4568,2025,-13.1389
4569,2025,-24.8164
4571,2025,-38.7435
4572,2025,4.8203
4576,2025,-32.5616
4577,2025,107.0778
4580,2025,-7.9374
4581,2025,6.3836
4583,2025,-28.7175
4584,2025,-20.9967
4585,2025,42.0173
4588,2025,-22.0546
4609,2025,-21.3494
4702,2025,-25.9924
4706,2025,-1.75
4707,2025,-24.1067
4711,2025,3.7238
4714,2025,2.7571
4716,2025,-24.1868
4720,2025,-13.8323
4721,2025,5.2649
4722,2025,311.6652
4726,2025,-27.1889
4728,2025,45.3775
4729,2025,-1.4068
4735,2025,-12.6233
4736,2025,-10.0957
4737,2025,1.1463
4739,2025,23.9917
4741,2025,-33.1196
4743,2025,-36.3118
4744,2025,28.1895
4745,2025,23.962
4746,2025,-9.8425
4747,2025,-14.892
4749,2025,84.4754
4754,2025,-2.6425
4755,2025,-14.4169
4760,2025,78.0101
4763,2025,-40.3543
4764,2025,134.8988
4766,2025,6.0596
4767,2025,-14.3841
4768,2025,144.9827
4770,2025,-21.862
4771,2025,5.856
4772,2025,83.2754
4804,2025,69.3362
4806,2025,-51.4422
4807,2025,-8.9332
4903,2025,35.7266
4904,2025,3.1264
4905,2025,-19.7712
4906,2025,-15.0305
4907,2025,-27.1781
4908,2025,-17.5891
4909,2025,-42.9679
4911,2025,-16.9652
4912,2025,-35.8104
4915,2025,6.729
4916,2025,77.581
4919,2025,-42.3773
4923,2025,-14.8812
4924,2025,-35.694
4927,2025,3.1437
4930,2025,-23.3071
4931,2025,155.7881
4933,2025,-6.0661
4934,2025,2.5932
4935,2025,-29.8289
4938,2025,-21.022
4939,2025,84.2363
4942,2025,-0.344
4943,2025,-11.6435
4946,2025,189.7974
4949,2025,69.2095
4950,2025,-48.1225
4951,2025,3.9249
4952,2025,-34.0425
4953,2025,12.8055
4956,2025,-38.8107
4958,2025,23.9578
4960,2025,1.1291
4961,2025,-34.237
4966,2025,-22.1321
4967,2025,151.6128
4968,2025,-40.4343
4971,2025,245.9829
4972,2025,-20.3845
4973,2025,28.6926
4974,2025,-47.1609
4976,2025,-22.651
4977,2025,-2.6235
4979,2025,74.5641
4987,2025,-2.483
4989,2025,189.2557
4991,2025,70.2139
4994,2025,-0.7183
4995,2025,-34.1535
4999,2025,-27.6549
5007,2025,7.7805
5009,2025,-25.9822
5011,2025,-49.9329
5013,2025,-8.054
5014,2025,-24.1554
5015,2025,-17.0436
5016,2025,-5.3543
5201,2025,77.4475
5202,2025,-29.987
5203,2025,-4.4433
5205,2025,19.8183
5206,2025,-10.3249
5209,2025,6.3079
5210,2025,-19.7135
5211,2025,3.0074
5212,2025,-6.4583
5213,2025,-18.7122
5215,2025,-16.5488
5220,2025,-14.1399
5222,2025,17.7894
5223,2025,-8.6819
5225,2025,-13.8918
5227,2025,-43.5482
5228,2025,-3.2791
5230,2025,-35.5247
5234,2025,87.0644
5236,2025,-18.2304
5243,2025,12.3727
5244,2025,-8.5329
5245,2025,-35.9402
5251,2025,50.6095
5258,2025,-17.2447
5263,2025,-28.187
5269,2025,-38.0729
5272,2025,-27.6042
5274,2025,120.8283
5276,2025,-21.1917
5278,2025,-13.5847
5283,2025,-28.7078
5284,2025,79.6885
5285,2025,5.0035
5287,2025,-2.117
5288,2025,-24.3327
5289,2025,177.9898
5291,2025,14.8939
5292,2025,24.4375
5299,2025,-18.298
5301,2025,-49.3619
5302,2025,-3.2834
5306,2025,-20.7815
5309,2025,66.6599
5310,2025,-39.7759
5312,2025,-2.5625
5314,2025,152.0905
5315,2025,29.7201
5321,2025,-40.6399
5324,2025,-19.608
5328,2025,27.3722
5340,2025,78.2441
5344,2025,-13.7643
5345,2025,-17.1332
5347,2025,-3.396
5348,2025,-20.3988
5351,2025,40.5245
5353,2025,-16.4022
5355,2025,-27.4628
5356,2025,-11.4608
5364,2025,-55.1515
5371,2025,-5.6186
5381,2025,4.0684
5386,2025,31.4489
5388,2025,-32.3532
5392,2025,31.6543
5398,2025,33.6756
5403,2025,3.1729
5410,2025,3.4742
5425,2025,1.1624
5426,2025,-35.2209
5432,2025,35.6435
5434,2025,8.4824
5438,2025,-12.6722
5439,2025,185.5619
5443,2025,-21.4297
5450,2025,-16.961
5452,2025,-9.9593
5455,2025,-50.5076
5457,2025,-27.5031
5460,2025,4.6509
5464,2025,6.801
5465,2025,-19.3264
5468,2025,-3.3073
5469,2025,80.7725
5471,2025,-18.6004
5474,2025,-21.7645
5475,2025,686.0671
5478,2025,-15.8303
5481,2025,-29.0622
5483,2025,-16.2359
5484,2025,-40.5662
5487,2025,-22.2365
5488,2025,-25.8689
5489,2025,7.5387
5490,2025,13.2293
5493,2025,23.8486
5498,2025,349.587
5508,2025,-48.7177
5511,2025,11.2631
5512,2025,-16.7814
5514,2025,-12.4213
5515,2025,51.3636
5516,2025,-29.319
5519,2025,7.1498
5520,2025,16.0774
5521,2025,124.5196
5522,2025,6.8723
5523,2025,10.7687
5525,2025,-3.1245
5529,2025,4.3178
5530,2025,-14.8008
5531,2025,-11.2194
5533,2025,-24.0205
