coid,year,RET,ROA,EPS,ROE,OM,FCF,total_assets,LEV,BIAS,PPO,K,RSI
2239,2025,7.9362,-2.55,-7.87,-6.46,-2.68,-35.21072787226258,35850472.0,51.3,14.92204352288301,-0.1706398973387381,45.412062147523656,59.49073736164908
2241,2020,10.4003,0.66,0.08,0.47,5.13,-41.88056694545804,2364110.0,29.02,82.7398955182843,0.3304231455676903,49.020661832025645,55.4093980610816
2241,2021,-4.7649,-3.86,-1.23,-6.64,-6.3,-11.846686509928649,2979596.0,45.32,74.04454220511411,-0.1594329070082199,40.38749066019763,64.37214227997565
2241,2022,-40.5771,-7.06,-2.46,-14.53,-37.87,-24.10779792474583,2984628.0,50.9,3.4162771514984867,-0.9425116701123576,39.58269706600422,50.28443840938321
2241,2023,4.5382,-7.86,-2.47,-15.53,-26.86,-211.28822252909845,2720636.0,39.39,8.777838878196311,0.0800240841615861,37.632595227483385,45.69081291231203
2241,2024,-12.4803,-8.4,-1.98,-14.51,-30.95,19.96394909174774,2399184.0,37.98,-4.797910365686008,-0.3144424322545363,38.405336278547175,43.32813091290543
2241,2025,32.3107,-2.8,-0.7,-5.06,-16.62,-26.035761488132295,2283836.0,33.54,25.9623315919714,0.7155084727136002,50.65512657422281,48.25870886109452
2243,2020,-12.7589,-7.06,-6.23,-41.4,-47.48,179.24421188823806,3902206.0,85.88,-5.556067446788901,-0.2197861992400241,45.46149582374567,55.5400381748838
2243,2021,45.0597,-0.38,-1.81,-15.25,-0.69,0.5532196094714005,4090103.0,87.99,36.98209404465739,0.6879002874610034,39.46339775127121,41.495976498685614
2243,2022,-10.8999,0.66,-0.65,-5.83,0.87,-43.07848510435499,3369065.0,85.43,22.00927546914832,-0.7060325889896364,35.1871145919731,89.38612499386309
2243,2023,15.869,-3.45,-2.21,-24.68,-6.9,17.053394810855917,3205777.0,78.83,42.04981725482969,0.6555705560815835,41.14004390171379,43.248082093278434
2243,2024,-8.6479,1.23,0.24,2.35,1.75,-16.877067670284383,3221760.0,76.91,29.76442765441198,-0.2926360050853443,36.11378528757794,39.8197010163185
2243,2025,-32.2489,3.15,1.22,10.91,5.95,-3.977458488840593,3381217.0,76.13,-12.082680672010818,-1.2712965398080889,34.39615366353173,48.62500234140369
2247,2020,40.5551,6.44,14.5,10.73,3.27,-21.312160716553464,18549908.0,38.78,-34.30021317318007,0.1490267237358112,48.50130205483456,39.395178496158415
2247,2021,-10.0995,6.64,15.36,10.75,3.69,-1.39033037034248,19719168.0,40.6,-40.93434841729231,-0.2644199724764334,42.67911895439288,70.9493562871333
2247,2022,3.8119,7.12,18.28,12.32,4.15,-0.5392408646751976,22568562.0,45.8,-38.60390467236632,0.1050460920709106,52.33446449616935,57.1843772585713
2247,2023,48.1527,8.13,22.17,14.29,4.31,-1.7625715167798852,22257711.0,42.44,-9.407467338241362,0.7382655518240675,49.265609688911056,47.09413815989747
2247,2024,5.5767,8.66,23.93,14.8,4.06,-0.8453984527946758,23085260.0,42.41,-4.39978762444205,0.0784648573808335,46.59131748213476,62.8850718933655
2247,2025,-0.3603,6.77,18.32,11.31,3.5,2.4512055484673017,21766554.0,40.98,-4.632138414486761,0.076680159432021,43.24949409636459,36.25828859734539
2248,2020,-39.5681,-0.28,-0.05,-0.78,-4.0,12.292329689589964,1169123.0,41.08,-58.987002295709445,-0.6335823472039318,43.630002291564544,16.403915684964986
2248,2021,0.671,7.79,2.28,12.65,2.95,3.760933005508543,1278995.0,39.13,-58.71117768621343,-0.3577765940592546,46.07914146368317,65.12384403856585
2248,2022,32.5547,7.3,2.65,13.44,5.0,2.747803403832715,1845240.0,52.51,-45.25942365386982,0.4795317543345559,59.64670023426703,54.98204803914244
2248,2023,30.0658,7.18,3.29,14.98,6.82,0.2517618339702209,2164728.0,55.32,-28.70994708410953,0.4781095524573945,48.129439278160746,45.28044934009519
2248,2024,86.1924,11.61,6.42,24.51,15.35,1.9181773313591317,2598118.0,52.51,32.75650627819246,1.1726362797905483,56.74060852975738,37.01582472936765
2248,2025,3.4664,8.96,5.32,17.1,14.0,-7.699828744245927,3026838.0,45.11,3.4342285610017966,-0.8160174847420998,43.09511481822585,44.66944063964196
2250,2021,54.6873,6.1,6.06,14.46,4.99,12.738709079821849,3756541.0,55.89,-1.061954766947582,-0.8749904019815968,34.92406561749614,52.36494227410186
2250,2022,-35.5733,3.44,3.54,7.17,3.32,0.1441553623842364,3524111.0,53.31,-36.22770138314371,-0.7893388129820375,39.29911731976226,39.260840987963405
2250,2023,23.3755,3.61,4.07,7.2,4.89,5.841763349907604,3656344.0,54.45,-21.27908526741413,0.4199319142183051,37.10126405339951,39.7165560527465
2250,2024,66.2125,4.88,6.17,9.13,6.12,4.08017626377564,3916277.0,47.74,31.004043426100097,0.5372936915788588,39.16392045127559,67.88304417734727
2250,2025,-41.7959,3.58,3.99,5.96,4.79,0.5629197481244888,3567682.0,40.99,-23.722914229008992,-1.094065532831126,36.12013001270734,43.79132202088943
2301,2020,7.724,5.58,4.31,13.21,6.5,3.1009425023899047,176067237.0,57.89,-70.28253302811824,0.0755356378244586,53.05564303172466,62.26252949346704
2301,2021,40.3324,7.85,6.01,18.95,7.91,-1.9159557668165772,183543419.0,60.3,-58.42288373603879,0.5985988854981646,58.597877768236415,69.21592649820607
2301,2022,6.1342,7.71,6.19,18.32,8.69,3.682606126181249,199781737.0,58.96,-55.93838771485061,0.1487175081764372,54.60604162537451,46.29120792327654
2301,2023,93.8461,8.13,6.36,17.48,9.79,8.005680235820876,188972260.0,54.98,-14.594444216631976,1.125690942021719,55.29990904946736,66.43310740716217
2301,2024,-11.4674,6.69,5.21,13.59,9.43,-0.8936428691236441,204682769.0,55.58,-24.4279025788104,-0.1555812733422663,45.26860085608433,35.18049506632881
2301,2025,70.9801,7.92,6.64,16.71,10.08,-3.6655282594173455,205687383.0,56.25,29.137510020398604,1.3465053519606036,55.76575862502849,53.6434887825045
2302,2020,198.4159,5.24,0.64,6.3,18.58,-2.782954053494457,2146524.0,18.99,20.456514799106127,1.9005860610017025,47.5409302437985,58.41359725679808
2302,2021,-29.8111,4.02,0.51,4.8,10.98,-8.310799715364825,2147840.0,16.29,-15.344096319605963,-0.6139062225457957,39.24856439662467,50.37469275705456
2302,2022,2.4844,8.23,1.06,9.66,19.45,-2.174409492891526,2154019.0,14.16,-13.177817302868602,0.0888120033941117,43.75525688981708,25.09093818637598
2302,2023,14.9094,3.89,0.52,4.79,9.95,10.093321261926318,2334302.0,23.93,-0.2371505449901889,0.1617050456112397,45.153620148395625,45.9951813695589
2302,2024,3.0537,5.05,0.75,6.96,10.14,5.455654210166846,2645783.0,30.68,2.8412459524786806,0.0420008047268539,40.76432131368789,48.83145099777486
2302,2025,-2.4914,3.12,0.49,4.5,13.85,2.2025702172761,2606140.0,30.62,0.3329228804670181,-0.0224295425983768,44.5560858289303,42.861562603448114
2303,2020,201.0304,7.71,2.42,12.27,12.45,64.92514309043821,377516375.0,37.55,-17.471796288087475,1.9787837781903743,55.47548746309512,53.6969541140129
2303,2021,42.0996,13.46,4.57,21.32,24.26,20.902440132069955,464426771.0,39.45,17.479687061220798,0.6382761128325269,50.82185261708373,67.11172537994015
2303,2022,-33.1251,17.95,7.09,28.55,37.42,12.937488755001697,533052092.0,37.07,-21.67247257376132,-0.672756896916704,46.32440862728882,24.59887376245945
2303,2023,38.7246,11.48,4.93,17.68,26.01,23.668068712050985,559186927.0,35.7,8.590963208109864,0.4389881103874737,53.51984323567281,68.8824463366146
2303,2024,-13.4973,8.59,3.8,12.77,22.22,-9.003337025683555,570200677.0,33.68,-6.1694241824346685,-0.1986208059825258,44.50154189346693,45.21260326284815
2303,2025,21.5913,7.45,3.34,10.96,18.5,6.788354452374628,578996009.0,34.39,14.300169651622374,0.464373116057248,52.635796431266535,55.60067042659921
