coid,year_q,RET,ROA,EPS,ROE,OM,FCF,BIAS,PPO,K,RSI,SIZE,LEV
1530,2023Q4,1.7215,3.4,2.18,5.63,1.4,4.243350329254577,8.724211305393647,0.0721542414279123,51.45730661618559,47.20109099700718,15.600898270597476,43.18
1530,2024Q1,-0.6117,0.35,0.18,0.44,-2.45,-0.6079597488717988,8.724211305393647,0.2674117742185512,47.11016528078533,54.16116089894014,15.629180072844584,44.24
1530,2024Q2,-2.4389,1.21,0.67,1.82,-4.32,35.14237146853513,7.021926172633918,-0.3277396674678763,37.1574858073955,45.49336000660562,15.646634800481271,46.64
1530,2024Q3,-9.091,2.29,1.26,3.47,-3.82,-1.2867237803734304,15.9404200203534,-0.3785828534064213,48.032739476000806,45.4105803903153,15.6130217873933,43.67
1530,2024Q4,3.0994,7.63,4.68,12.55,-4.39,0.6202946114517097,11.01859561476547,0.9013489454193032,38.14470578776815,77.72198722592901,15.670754555574632,41.73
1530,2025Q1,-8.018,-5.15,-3.36,-9.18,-6.19,2.7809812096842816,6.79988898140438,-0.5838307696108438,45.92581993870477,29.923220059678982,15.62213088889052,43.93
1530,2025Q2,-7.7401,-6.22,-3.58,-11.64,-5.97,57.05928785148695,4.690535664723835,-1.5072976898000396,50.74470782110057,38.72356386536914,15.583555889905492,48.01
1530,2025Q3,-1.6101,-4.17,-2.81,-7.79,-5.13,-11.56007881060707,1.767045980201681,-0.51211988781133,41.51412389092668,42.42104002059508,15.54329810106504,43.06
1530,2025Q4,1.6792,-3.49,-2.45,-6.69,-3.98,-7.243391400201737,0.8418910167453016,0.3577052657679624,45.88867224574817,53.18005534483338,15.54897932549754,42.02
1531,2020Q1,-26.6666,-0.41,-0.1,-0.5,-11.83,5.372527786372182,-26.24154408956264,-8.570570697915976,28.769378268789776,38.661248087738194,15.283663899412392,17.1
1531,2020Q2,-3.1872,-1.21,-0.28,-1.46,-11.59,52.52596404119886,-14.188954055866311,-0.7572503945182667,64.19425560142473,44.201047717558886,15.25179745535256,17.15
1531,2020Q3,-0.8968,-1.15,-0.27,-1.39,-6.94,-6.23434925042752,-20.46988125652496,-0.729219695650214,49.83570321950531,31.33307369314145,15.256805993651373,16.92
1531,2020Q4,8.1301,-1.24,-0.3,-1.53,-4.97,-4.262595471414518,-4.3431762818608615,0.5448419593729225,53.202492657794366,52.613603927718025,15.30266647960319,19.99
1531,2021Q1,17.6689,0.34,0.08,0.43,1.85,3.180731693250197,12.547425244234695,4.908484941510099,52.89055047949727,74.92620131297156,15.353943218288244,23.77
1531,2021Q2,-0.3438,1.92,0.49,2.49,7.57,2.68237716247489,4.31431796769565,-0.7323590023924447,53.57284298165861,46.62247712405344,15.406765354984593,26.84
1531,2021Q3,2.6382,3.08,0.78,4.0,7.99,4.531259286474571,12.292793060424213,0.3366624614800793,51.571831942661305,45.75712200255482,15.412745111382296,27.04
1531,2021Q4,3.2362,3.72,0.94,4.77,7.33,-3.494462917590324,16.28203060678848,0.7602151746575788,50.434055273606575,62.34660276615954,15.401275053251831,25.3
1531,2022Q1,0.3312,1.22,0.34,1.65,6.27,-9.52137672473758,10.425490379147313,-0.1032189585787678,41.686440810241386,43.180386054904815,15.470199808875352,27.87
1531,2022Q2,-3.7162,2.83,0.77,3.83,6.89,23.611557190406167,3.889930994678183,-0.4671681808882308,43.796425465463216,42.38130678314075,15.466043579619416,28.98
1531,2022Q3,-3.4963,4.32,1.13,5.55,4.74,-3.267053131674149,5.5026014921445885,-1.121541987101759,43.52490852826459,43.99013405005677,15.397724436462877,22.16
1531,2022Q4,-0.356,4.06,1.02,5.05,3.89,19.95279490112169,7.0303945950075,0.0180053133104238,53.53813862782482,54.96827199977987,15.343783099440843,18.83
1531,2023Q1,-0.6828,-0.52,-0.14,-0.68,-7.4,-4.008764956600558,11.274264325182262,0.5432036398647689,58.08989646883411,63.98720418351651,15.293773841280888,15.21
1531,2023Q2,1.0346,-0.74,-0.23,-0.98,-10.46,9.68928649029348,12.038160876613718,0.2369322547232858,55.97905584894724,54.561649474546925,15.276749112935615,18.25
1531,2023Q3,-2.9411,-0.34,0.23,-0.48,-8.51,-50.063714072342535,6.945517200404007,-0.4440289700244922,45.41969859675507,28.286318008275767,15.271885398910689,14.44
1531,2023Q4,0.3663,-1.05,0.08,-1.35,-7.41,21.23332967670151,11.019632141371783,-0.1518546073554643,51.07686163313775,42.7885710768041,15.242872723390718,13.92
1531,2024Q1,-1.8586,0.41,0.07,0.46,-7.23,-16.428161484758753,6.945517200404007,-0.1775761976266176,42.58476013129926,40.877136021272925,15.266191397413817,14.18
1531,2024Q2,-1.3332,0.81,0.19,0.93,-3.64,6.885520811498045,19.93175857473879,0.2321060097334727,55.17434649886496,55.29308843419685,15.288269959359068,16.05
1531,2024Q3,2.0689,1.1,0.25,1.26,-0.4,6.42357002658797,21.62930646680869,1.37597199052733,49.84834321590501,78.0748800693931,15.277270397979954,15.2
1531,2024Q4,-18.261,2.05,0.47,2.34,-1.61,-10.018702519042794,15.857643633771012,-1.1800910667414792,38.84278711198824,41.45086047421197,15.290554763230368,14.66
1531,2025Q1,-6.9445,0.68,0.17,0.79,0.95,-4.477491961414791,10.085980800733338,-0.7492416699058101,53.48675904063759,36.12232983392374,15.333405386171291,17.07
1531,2025Q2,-8.5938,-1.72,-0.41,-2.08,0.79,73.44785225619755,-3.833911914239886,-1.9265687470496424,45.15088706870186,41.43718931322389,15.240183210191924,17.71
1531,2025Q3,-4.9791,-0.93,-0.23,-1.16,-1.89,2.2744790357291844,-2.815383178997949,-1.4637327574635648,46.93964272640135,38.502249041349394,15.27219231776592,18.04
1531,2025Q4,4.2736,-0.44,-0.12,-0.58,-2.82,-19.389166206716684,3.5504214162641943,0.7715626495564681,63.76120185399441,66.75570312064306,15.270002908069044,15.91
1532,2020Q1,-22.0689,-0.01,-0.15,-0.42,0.57,64.67994861844785,-36.02982292637465,-6.424553933317739,36.40152009814049,31.37912797764112,17.56249992171354,63.33
1532,2020Q2,-0.3591,0.33,0.03,0.16,3.74,-39.71186342975604,-21.45386766076421,1.078303027533294,62.59457454571061,49.37090819815598,17.575066951393243,65.52
1532,2020Q3,18.6567,0.85,0.36,1.3,6.05,-39.63681040495533,-6.840633737185464,1.1825859997600303,50.41856736577827,60.311777918375554,17.602439686039496,65.7
1532,2020Q4,-8.4894,2.31,1.47,4.99,9.89,-22.667850816529565,-6.840633737185464,-0.1145717120733437,47.53132054350962,50.94350656975575,17.61743562160876,64.27
1532,2021Q1,1.0921,0.59,0.46,1.37,9.0,66.40946246973097,-5.088536812674738,0.2714641668724259,46.79655341176069,64.8431078649554,17.631953969299325,64.5
1532,2021Q2,2.7152,0.86,0.61,1.94,7.12,17.47988623076079,-0.2423112767940269,-0.1508488065306901,57.67174747764498,58.94420502382157,17.701920019374846,68.08
1532,2021Q3,-3.7994,2.0,1.41,4.92,8.45,13.473088564190414,-4.305684995340159,-1.5948047233863534,41.09493014444745,26.52582724745513,17.702652255000114,67.33
1532,2021Q4,2.9595,3.99,3.22,10.29,9.87,-16.02648852402007,-0.0931966449207775,0.4674290109354928,51.44420814079716,71.16302074453995,17.726974066903445,66.49
1532,2022Q1,-4.1897,1.03,0.92,2.75,11.84,43.67949129719911,3.709226467847161,-0.5435589686005473,51.35983246993361,49.43979424734341,17.716960767848295,64.46
1532,2022Q2,-1.2406,1.32,1.17,3.39,7.53,28.49710547287801,-3.709226467847161,-0.1745319919838122,43.64486504434766,45.42381606248654,17.705615140177816,66.49
1532,2022Q3,-1.1745,1.86,1.69,4.69,6.82,6.830732727211128,-4.342963653308478,-0.2048660758158636,46.49859564814616,52.24554811994253,17.723844105705904,66.59
1532,2022Q4,-3.3671,2.35,2.14,5.92,7.18,-13.063619175205412,-6.766076421248826,-0.4337014947002455,45.832235066733205,49.44853525757175,17.78635694041161,68.54
1532,2023Q1,5.9701,0.1,-0.06,-0.19,0.8,14.886290337186349,15.302889095992548,2.355802010934261,71.47354895105134,65.96174840363693,17.780671310730337,68.33
1532,2023Q2,4.298,1.13,0.79,2.63,7.5,0.0353316715076991,18.24790307548928,0.9470325978401752,44.98808461083118,56.20683739452795,17.779746567717098,69.19
1532,2023Q3,-1.5254,2.3,1.81,5.77,9.41,51.41835960747618,19.254426840633734,-0.9773825751891254,47.204000841742655,40.37095792931417,17.78367004857444,67.57
1532,2023Q4,5.8004,3.06,2.56,7.73,9.71,-15.559696600643782,40.95060577819199,1.8160945118034533,59.63053404518782,77.69520592418718,17.80726094135477,68.26
1532,2024Q1,-3.4885,1.21,1.34,3.43,14.44,72.75478343943635,25.47996272134202,-1.6039537313811452,39.95472052978938,44.19516907520038,17.8122911875881,68.04
1532,2024Q2,-9.4594,3.32,3.63,9.14,16.08,5.551760673440209,57.57688723205966,-1.199465031849194,54.585014653818895,36.0323424907711,17.787657561093983,64.79
1532,2024Q3,-0.7605,3.57,3.66,9.29,13.22,-53.93114807563998,36.4026095060578,0.4904799853385661,42.13731325586951,58.439277240858026,17.790271320377023,63.76
1532,2024Q4,-7.8753,3.4,3.05,8.31,10.91,-12.062668106693794,7.996272134203167,-1.0322567792514286,36.86786536447228,27.082700435237868,17.782875115516017,63.26
1532,2025Q1,-10.2166,-0.05,-0.26,-0.59,-1.11,10.444887003905077,1.0251630941286194,-1.3594916176816243,46.77449635800713,29.925761065935813,17.798241371534537,64.62
1532,2025Q2,1.3437,0.3,-0.13,-0.02,2.99,18.498826986757905,-8.033550792171473,0.4933219959201289,38.20308714170375,49.97411261619021,17.780661126480087,66.21
1532,2025Q3,11.2246,1.61,0.81,3.17,7.91,2.9115894893465577,1.584342963653311,2.1196229505914794,53.92443562203175,63.06866863238951,17.777146455694893,64.38
1532,2025Q4,-6.9149,1.97,0.98,3.76,7.28,-2.081437490809731,-2.143522833178003,-0.524863237726656,45.16861204764914,38.20207770224168,17.79406009462777,63.91
1533,2020Q1,-26.910862,-0.09,0.11,-0.44,-0.68,-92.97026876384945,-29.626452468221164,-8.570570697915976,33.745811762048575,29.49159227212596,15.597378769594302,53.42
1533,2020Q2,11.1743,-0.58,0.01,-1.78,-2.94,-25.439702169340457,-10.37978632145363,1.933827960614752,58.26177226010584,55.56257991482148,15.60944033703189,55.96
1533,2020Q3,-4.3477,-0.5,0.25,-1.87,0.77,-21.094317035015024,-11.222022927552048,-1.0401832694069784,46.24394034124472,28.6517437726486,15.635588578439828,57.19
1533,2020Q4,12.9467,0.31,0.86,-0.18,2.23,-4.709063608453308,17.819543008656343,3.6726057004325385,47.37879685658383,75.6582544142361,15.67629238713338,57.64
1533,2021Q1,-4.8816,-0.01,0.08,-0.23,0.85,-23.024834246331423,111.71332761444285,1.3281749412912558,58.316291266091575,51.64475031007226,15.690903970958937,58.33
1533,2021Q2,7.0672,0.14,0.37,-0.1,0.98,9.051576732220168,88.13070264368714,2.37042798576932,40.57129324981382,59.867611860164985,15.72095281646379,59.87
1533,2021Q3,-9.0819,0.64,0.83,0.94,1.63,-78.08590614672113,44.49036886843953,-1.647022064508346,31.60700152374193,22.640613844152163,15.811636656994285,60.96
1533,2021Q4,1.5597,0.54,0.88,0.46,0.99,51.76782522365097,81.92310691725807,0.8535521876447001,42.66838587573737,52.69730040959916,15.858882466619058,62.61
1533,2022Q1,1.8901,0.05,0.19,-0.13,-1.73,-157.1455860932687,84.07548935506513,-0.4730990278114899,41.0350889146617,58.77788415677461,15.86279209094656,60.94
1533,2022Q2,-9.9377,0.27,0.48,0.12,-1.51,1.4636697625468824,80.05147001481714,-1.233852939504092,43.34946843093163,40.801374134497856,15.87986523812532,61.96
1533,2022Q3,-17.7126,0.2,0.69,-0.41,-1.7,20.11824955001644,60.64883412617953,-3.7819507146418094,38.559299472312645,22.934179563401933,15.896980665711974,62.26
1533,2022Q4,-6.9523,-0.3,0.42,-2.2,-2.73,4.066469884118533,52.38243780706544,-1.1150218163532934,43.45515635217693,30.26545406424235,15.900921745797143,63.37
1533,2023Q1,-1.5503,-0.84,-0.48,-2.74,-8.55,-9.463026025756312,58.46525773999844,0.0079813868406783,43.891317163509775,48.21449722692776,15.9272577326855,65.25
1533,2023Q2,22.5574,-1.42,-0.91,-4.95,-8.24,32.64830665900659,115.23824378070655,4.387442059768853,48.233120076499226,68.24406706049069,15.96207754524287,67.1
1533,2023Q3,5.147,-1.45,-0.87,-5.66,-6.32,-6.864746460539821,78.42938469936834,0.0410185860419216,31.467555230035195,50.972827217725616,15.974579836613827,67.36
1533,2023Q4,-5.0259,-1.95,-1.31,-7.8,-6.06,-5.6201108424196,70.94283708960462,-0.5548288815703538,34.08748167833332,43.6999960852577,15.943739049522662,67.49
1533,2024Q1,-8.762,-1.22,-0.72,-4.62,-17.02,155.26060785231536,49.41901271153397,-1.9440406028944104,26.796603291473005,34.92838472267881,15.972781166714476,68.8
1533,2024Q2,-6.7081,-2.03,-1.24,-8.02,-15.74,-69.10613394524171,40.99664665054981,-1.294663455914886,33.401954405383634,38.14905643731794,15.947593647229708,68.9
1533,2024Q3,2.0809,-3.0,-1.84,-11.91,-15.07,10.14137096760227,30.078764719644408,0.6858654973561241,38.44570806132492,61.99760299553946,15.935522982638505,69.52
1533,2024Q4,-6.3024,-1.43,-1.11,-7.58,-5.98,30.30333113528163,22.904156593620844,-0.4627433689655649,33.2121029579742,49.25433712039193,15.97011522920912,69.18
1533,2025Q1,-13.3579,-0.06,-0.21,-0.97,-0.73,-33.255848934494715,10.270607502144598,-1.644497564591372,42.89147324019658,22.27197157038634,15.93741047456336,68.1
1533,2025Q2,1.73,-0.1,-0.61,-2.1,0.99,-47.69022173615508,-8.289791780394602,-0.2777093771382974,29.69158324867476,49.651429911903634,15.90234793292102,69.01
1533,2025Q3,6.3441,0.82,-0.14,0.08,2.02,-2.9442662445898056,-0.6472744287608081,0.8946600833828838,44.04451059288649,50.25640364282691,15.952732798990931,69.27
1533,2025Q4,3.0157,2.27,0.58,4.08,3.71,-3.923978065802592,1.2243624736801229,0.3476800126699503,41.323041630226165,52.19066851628524,16.03467991100203,69.84
1535,2020Q1,-19.9411,0.51,0.24,1.02,0.8,3.5644491571614028,-62.601055256711135,-6.116143851061972,33.09262283245268,36.35171475381668,15.604999117293865,50.35
1535,2020Q2,-0.4562,1.26,0.59,2.52,0.61,7.50429517397036,-54.79046483120854,0.0570940752720368,64.68012728371654,54.1485451538003,15.541291892530516,48.92
1535,2020Q3,2.0569,2.15,1.05,4.42,0.49,1.848915322598596,-53.798060400674096,-0.0233255773441296,50.57684361895163,54.22467471663804,15.60822024226163,51.69
1535,2020Q4,0.7237,3.08,1.6,6.66,0.73,0.7876848875217416,-50.15924415538112,0.6774676698956108,47.16480558582433,75.34715483939168,15.721249096192096,55.98
1535,2021Q1,11.7319,1.38,0.72,2.94,2.72,4.144196110684853,-42.69783306654807,3.140915878725864,45.61933485362184,66.02120804899461,15.639147982777828,50.69
1535,2021Q2,-2.3436,3.09,1.67,6.89,3.36,13.630991546115922,-46.2815157323669,-0.8451996979774249,42.975769227692425,46.76213237175561,15.721676702687642,54.81
1535,2021Q3,3.2111,4.63,2.47,10.02,3.05,0.7808631185552486,-41.00706996267456,0.7964758439228444,52.346230331683365,79.54030730203507,15.69349344104275,51.9
1535,2021Q4,1.5248,5.96,3.26,13.05,2.86,-3.2906489333379243,-40.76815778495332,0.4627255408918928,48.04128562113623,65.09691294498604,15.741661195936748,52.94
1535,2022Q1,2.6221,1.62,0.87,3.24,4.28,1.704556310015552,-36.17369282877532,1.1024772675999954,58.45105397665096,57.96633212634437,15.680759462853697,47.45
1535,2022Q2,-3.38,4.53,2.52,9.61,3.74,16.883728425903385,-38.54443674616317,-0.2431403936551471,44.61004676660648,45.05476220530912,15.751759617189345,52.93
1535,2022Q3,-8.6862,6.39,3.56,13.22,3.65,-4.824154664769593,-33.56403673366622,-1.4607852458199593,54.146215464514455,18.438427328374363,15.753007846510084,50.6
1535,2022Q4,0.5869,7.54,4.21,15.44,3.76,1.6998625819750133,-32.29596440576108,0.1561798629828134,56.56151572040871,45.83757043768658,15.756617762755145,49.6
1535,2023Q1,3.8217,1.67,0.93,3.22,2.82,2.6314359915654504,-22.739477296910863,1.4180615430898962,58.556424189932464,55.988936258021695,15.743974982900871,46.84
1535,2023Q2,3.1895,3.85,2.1,7.53,4.07,14.751804374667485,-13.09110088893708,0.7881118442888453,52.79074972104689,57.24699417733488,15.701023086222186,48.28
1535,2023Q3,1.1408,5.59,3.06,10.77,4.26,8.12616665955819,-11.657627822609545,-0.2000447971916574,50.59159980848223,44.981990193259605,15.707777284822686,46.79
1535,2023Q4,1.4387,8.08,4.5,15.53,4.76,2.190982212921789,-6.346426333267783,0.1280242114295891,50.941758449482734,60.03002610424599,15.738886712934988,46.51
1535,2024Q1,22.4877,1.76,0.97,3.22,4.2,8.114659010137323,27.523969323676383,4.673710673858554,57.96507267124031,69.6708929846304,15.743896188576118,45.25
1535,2024Q2,-0.8418,3.56,1.94,6.74,3.59,12.150507093506317,17.397768560260086,-0.6745239109747164,42.29680153882332,51.2665749386967,15.726051527180225,48.51
1535,2024Q3,-0.3226,5.2,2.86,9.74,3.79,5.233726797979334,7.657502853162736,0.6293450157158276,48.05669630932119,61.60229115731399,15.734896897382283,47.1
