coid,year_q,RET,ROA,EPS,ROE,OM,FCF,BIAS,PPO,K,RSI,SIZE,LEV
1101,2024Q1,0.1555,0.59,0.26,0.81,4.7,-62.96803876232311,34.0226436658452,-0.5744522014313752,31.124137115493426,54.66171284779754,20.157609023957225,47.9
1101,2024Q2,3.6362,1.45,0.51,2.09,8.56,36.923757664070536,42.54973391906853,0.9743768879058374,54.469975437417766,57.72907008531848,20.184555489553667,49.07
1101,2024Q3,2.5797,2.54,0.93,3.72,11.17,-11.888667088885752,45.139112111146815,1.1300222577201156,52.34311698802288,81.879726526593,20.189661979455284,48.27
1101,2024Q4,-5.3733,3.73,1.45,5.56,11.08,-2.8556435834966982,36.12093289046037,-0.897529366901463,43.488440117243805,24.222698326974808,20.201402263534305,48.11
1101,2025Q1,-8.6895,0.31,0.07,0.25,6.58,17.538474873810138,37.59419979284974,-0.6284427341333179,50.58046900671291,34.772758271910604,20.249607224379467,49.09
1101,2025Q2,-13.1175,0.64,0.07,0.51,4.86,-14.303675667398108,9.46819529268902,-3.326801785604381,33.76574500953043,32.24826814537749,20.155644684666097,51.16
1101,2025Q3,6.9042,-1.21,-1.28,-3.5,7.82,-38.54628558603685,7.146683810136074,0.7238121769535413,42.608718604841975,58.235964106901086,20.180392856938667,51.72
1101,2025Q4,1.5317,-1.28,-1.6,-3.95,6.73,-26.24916039096481,3.5751276831315355,1.124460544648004,38.50214414105667,58.85664802348466,20.19365737152606,50.29
1102,2020Q1,-11.1612,0.48,0.24,0.67,15.11,-84.79360932196563,-27.172599059771663,-3.773615729116744,44.8734873169296,41.63908098420707,19.53069086978616,45.35
1102,2020Q2,0.1146,2.49,1.73,4.15,21.73,73.6791935086759,-19.40899932840833,-0.273223703798043,61.26361343133487,48.38761575797017,19.506775355719643,46.16
1102,2020Q3,-2.3531,4.59,3.3,7.73,23.43,9.722932440790144,-17.95836131631968,-0.5880012369726845,53.715516954331854,47.5401879397848,19.52616958153621,44.82
1102,2020Q4,-0.231,6.63,4.7,11.07,24.61,13.445623909854284,-14.600402955003364,0.0256764279087682,48.939275081023,55.303810458016166,19.50953509509186,42.82
1102,2021Q1,12.0753,1.35,1.02,2.24,19.69,-28.66784142022489,-5.520483546004028,2.6553648497247924,56.996158551674,85.10555810001554,19.510064328831856,41.64
1102,2021Q2,-2.3122,3.16,2.46,5.51,21.1,62.56452728513583,0.228341168569512,0.2390714989435322,49.42894579725948,51.96145725647674,19.542806810821137,46.35
1102,2021Q3,1.5589,4.48,3.5,7.55,18.93,-58.01401868659505,-3.3982538616521167,0.2533797560569721,50.52631758219788,45.740295524032746,19.543295540476677,43.3
1102,2021Q4,5.4762,5.94,4.7,10.01,18.81,40.8467408974233,-6.165211551376768,0.5776201852593292,49.39637039825653,70.36794189235528,19.57458919001826,43.14
1102,2022Q1,7.7604,0.91,0.76,1.47,12.04,-11.006809504206572,2.9415715245130927,1.6250707522066088,71.47354895105134,70.13366585486438,19.58925894566002,41.15
1102,2022Q2,-1.3514,2.43,2.11,4.16,12.23,44.65545808845475,-7.21289456010746,-0.8379234355761387,40.66347495951302,47.73532460885821,19.603596490392963,45.44
