coid,year,RET,ROA,EPS,ROE,OM,FCF,BIAS,PPO,K,RSI,SIZE,LEV
1233,2023,10.0059,4.29,1.06,6.44,4.83,9.777740678101432,6.585286047046546,0.1892556653275856,49.38923451589837,43.39519969893607,14.680084747999574,37.25
1233,2024,-11.169,3.93,0.97,5.93,3.76,6.300114751327646,-5.30431880987323,-0.212798349123996,44.45739318694331,45.11019309914939,14.67334386794685,38.02
1233,2025,9.7678,3.21,0.75,4.81,3.27,3.542860607184505,3.9935465686989184,0.1981630860965739,46.72857179950425,58.20443877897487,14.60428241432404,38.32
1234,2020,6.5003,4.01,2.22,4.95,6.69,1.0751187536602156,-32.979362594799774,0.1284058223304632,54.2019845280396,38.99227037346194,16.916115823355664,18.65
1234,2021,14.0909,3.57,1.98,4.4,6.57,2.1481890455729573,-23.48971482061213,0.218879661161964,58.26131545283344,80.42522445294841,16.941762016998577,20.38
1234,2022,-4.0429,3.94,2.21,4.86,6.22,-2.860796740432075,-26.53259100907448,-0.0414654453844542,45.52732487022571,34.6081454392465,16.94048208231658,19.39
1234,2023,29.873,4.22,2.36,5.13,6.79,-0.1912070042628252,-4.510419272236846,0.455490279604526,56.61998154964832,73.75871515237988,16.9405150354122,18.08
1234,2024,5.9394,4.16,2.36,5.06,6.78,8.958098514959167,1.2143138958872184,0.1505412770005645,49.57069160423991,36.79895968355521,16.980460024973816,20.49
1234,2025,-3.1458,3.49,2.0,4.27,4.38,-0.5721441165489859,-2.009071896975432,-0.1274025573191974,42.29108197717968,53.90910644548976,16.990528910908694,21.22
1235,2020,29.1427,2.12,0.65,2.35,24.76,-589.2755335009768,-78.3894858233067,0.276787339580271,50.646439559707545,62.058196766911934,15.242798578869095,28.08
1235,2021,76.0615,2.14,0.81,2.48,-12.57,-589.2755335009768,-61.94066664270943,1.0998323606667288,61.33728419600914,60.42831856065855,15.358262578643291,22.72
1235,2022,104.4254,5.23,1.31,7.37,16.03,304.35454975446333,-22.08454072348669,1.316426144506298,56.97960739288695,51.04480797535216,15.097917484576016,52.92
1235,2023,28.829,2.85,1.1,4.71,-6.92,50.19986598581298,0.3426973449939747,0.592121013892504,54.74236229781683,36.17423013405135,15.279108031336929,55.69
1235,2024,0.295,-2.37,0.08,-5.79,-7.83,-589.2755335009768,0.6530524238731645,0.2897851411871903,58.72290342288767,18.478782495910814,15.710062297730152,45.15
1235,2025,-26.5359,-1.13,-0.03,-2.72,2.77,-521.9889876868797,-26.08648779324471,-1.621325411341645,43.04982978431139,34.286524138496624,15.531309725149756,43.16
1236,2020,6.1072,0.17,0.0,0.01,-0.7,11.860808130124664,-37.8701225400493,0.1482399246307847,53.39923400074994,63.44073558737554,14.83254106630502,41.84
1236,2021,128.654,-0.73,-0.25,-1.46,-2.77,2.939085046428504,42.0741413598021,1.233994082266968,50.02030581914369,68.1138702025733,15.055765917126804,38.42
1236,2022,-28.619,11.36,3.91,16.76,0.21,1.0382658813136851,1.4626316787413582,-0.4734515952889847,38.39436128176675,68.7441403880783,15.232051834036408,28.87
1236,2023,-1.6226,0.59,0.16,0.59,0.68,-37.69453798703342,-0.3452639748129211,0.0341208424428483,49.474428879381705,41.49775241750556,15.158107178985103,37.03
1236,2024,-2.1318,-0.3,-0.28,-0.97,-2.67,-3.034210290024244,-2.4177297240093,-0.0305597648333729,46.92138704677319,37.8718687652726,15.2270783385833,37.73
1236,2025,14.9753,-0.63,-0.43,-1.45,-2.35,15.44444903752084,12.221815568186324,0.3268408401473371,50.974938518406105,51.18699988058491,15.078262894740371,28.63
1256,2020,37.2886,23.3,23.0,32.85,28.45,16.447241359196873,88.05014670578821,0.6173714947635502,53.66127231339063,38.590201580171296,15.0845545540336,24.93
1256,2021,10.9865,16.86,20.94,21.08,21.63,-157.30819977909292,108.75662081316923,0.1506403080838295,38.86796075312935,43.08486260773458,15.388607255507871,16.6
1256,2022,-10.6825,9.81,11.92,11.44,13.5,-13.538168709097423,86.51830964447662,-0.3014650559762873,44.71371211464672,57.90186562626467,15.357329155150998,12.26
1256,2023,-9.1755,10.04,12.41,11.45,12.23,10.725876987903424,69.37087985367528,-0.1409312516056903,41.05821653770696,32.37468652890373,15.406004154647432,12.76
